step,max_distance,k_max,entropy
0,1,3,1.38318
67,3,14,4.24175
134,5,16,4.90507
201,6,17,5.30189
268,6,20,5.58576
335,6,21,5.80809
402,7,21,5.98917
469,7,22,6.14173
536,7,22,6.2734
603,7,22,6.39068
670,7,22,6.49592
737,7,22,6.59004
804,7,23,6.67754
871,7,23,6.75729
938,7,23,6.83087
1005,7,24,6.89887
1072,7,25,6.96348
1139,7,25,7.02368
1206,7,25,7.08103
1273,7,25,7.13507
1340,7,25,7.18637
1407,7,25,7.23468
1474,7,25,7.2816
1541,7,25,7.32603
1608,8,25,7.36862
1675,8,25,7.40926
1742,8,25,7.44853
1809,8,25,7.48634
1876,8,25,7.52246
1943,8,25,7.55733
2010,8,25,7.59085
2077,8,25,7.62344
2144,8,25,7.6553
2211,8,25,7.68612
2278,8,25,7.71587
2345,8,25,7.74474
2412,8,25,7.77265
2479,9,25,7.80022
2546,9,25,7.82698
2613,9,25,7.85284
2680,9,25,7.87794
2747,9,25,7.90261
2814,9,25,7.92653
2881,9,25,7.95014
2948,9,25,7.97323
3015,9,25,7.99545
3082,9,25,8.01741
3149,9,25,8.03874
3216,9,25,8.0599
3283,9,25,8.08059
3350,9,25,8.10075
3417,9,25,8.12053
3484,9,25,8.1399
3551,9,26,8.15883
3618,9,26,8.17754
3685,9,26,8.19571
3752,9,26,8.21373
3819,10,26,8.23125
3886,10,26,8.24878
3953,10,26,8.26594
4020,10,26,8.28269
4087,10,26,8.29914
4154,10,26,8.31547
4221,10,26,8.33151
4288,11,26,8.34721
4355,11,26,8.36261
4422,11,26,8.37786
4489,11,26,8.39286
4556,11,26,8.40769
4623,11,26,8.42234
4690,11,26,8.43673
4757,11,26,8.45092
4824,11,26,8.46494
4891,11,26,8.47871
4958,11,26,8.49227
5025,11,26,8.50566
5092,11,26,8.51897
5159,11,26,8.53204
5226,11,26,8.54501
5293,11,26,8.5578
5360,11,26,8.57034
5427,11,26,8.58274
5494,11,26,8.59513
5561,11,26,8.60716
5628,11,26,8.61911
5695,11,26,8.63092
5762,11,26,8.64259
5829,11,26,8.65411
5896,11,26,8.6655
5963,11,26,8.67675
6030,11,26,8.68785
6097,11,26,8.69884
6164,11,26,8.7097
6231,11,26,8.72045
6298,11,26,8.73112
6365,11,26,8.7417
6432,11,26,8.75221
6499,11,26,8.76256
6566,11,26,8.77287
6633,12,26,8.78304
6700,12,26,8.79301
6767,12,26,8.80304
6834,12,26,8.81286
6901,12,26,8.82262
6968,12,26,8.83226
7035,12,27,8.84181
7102,12,27,8.85134
7169,12,27,8.86072
7236,12,27,8.87002
7303,12,27,8.87922
7370,12,27,8.88843
7437,12,27,8.89746
7504,12,27,8.90649
7571,12,27,8.91542
7638,12,27,8.92423
7705,12,27,8.93299
7772,12,27,8.94168
7839,12,27,8.95022
7906,12,27,8.95872
7973,12,27,8.96719
8040,12,27,8.97559
8107,12,27,8.98385
8174,12,27,8.99206
8241,12,27,9.00021
8308,12,27,9.00834
8375,12,27,9.01633
8442,12,27,9.02429
8509,12,27,9.03218
8576,12,27,9.04005
8643,12,27,9.04782
8710,12,27,9.0555
8777,12,27,9.06318
8844,12,27,9.07079
8911,12,27,9.07837
8978,12,27,9.08585
9045,12,27,9.09328
9112,12,27,9.10066
9179,12,27,9.10796
9246,12,27,9.11522
9313,12,27,9.12246
9380,12,27,9.12966
9447,12,27,9.13677
9514,12,27,9.14386
9581,12,27,9.15092
9648,12,27,9.15791
9715,12,27,9.16488
9782,12,27,9.17176
9849,12,27,9.17858
9916,13,27,9.18536
9983,13,27,9.19207
