step,max_distance,k_max,entropy
0,1,3,1.3807
67,5,10,4.25544
134,7,12,4.91969
201,7,12,5.31556
268,7,15,5.59917
335,7,15,5.81942
402,7,16,5.9995
469,8,16,6.15209
536,8,16,6.28458
603,9,17,6.40181
670,9,17,6.50665
737,9,18,6.60154
804,9,18,6.68796
871,9,18,6.76778
938,9,18,6.84145
1005,9,18,6.91028
1072,10,18,6.97465
1139,10,18,7.03499
1206,10,18,7.09197
1273,10,19,7.14588
1340,10,19,7.19689
1407,10,19,7.24558
1474,10,20,7.29207
1541,10,21,7.33632
1608,10,21,7.37874
1675,10,21,7.41949
1742,10,21,7.45868
1809,10,21,7.49628
1876,10,21,7.53259
1943,10,21,7.56763
2010,10,21,7.60146
2077,10,21,7.63421
2144,10,21,7.66587
2211,10,21,7.69663
2278,11,21,7.72641
2345,11,21,7.75542
2412,11,21,7.78356
2479,11,21,7.81096
