step,max_distance,k_max,entropy
0,1,3,0.000499378
67,6,15,0.461655
134,7,21,1.59619
201,8,32,7.56404e-05
268,10,34,0.0412829
335,10,34,5.74447e-06
402,13,34,0.243422
469,13,34,1.77089
536,14,34,0.0803593
603,18,34,0.0413688
670,18,34,0.693151
737,18,34,0.000315579
804,18,34,0.0807179
871,18,34,2.00123
938,18,36,2.1651
1005,18,36,0.000416037
1072,19,36,2.42421
1139,19,39,0.044544
1206,19,40,0.0817925
1273,19,40,4.51646e-06
1340,19,46,0.0833101
1407,21,50,0.693666
1474,24,50,4.87409
1541,24,50,0.694711
1608,24,58,2.97735
1675,24,58,5.13753
1742,24,58,1.58123e-05
1809,24,58,0.0031935
1876,24,58,1.20422
1943,25,58,2.90502
2010,25,58,0.500257
2077,26,58,0.286064
2144,26,58,0.782497
2211,26,58,4.63859e-08
2278,26,58,0.443861
2345,26,58,3.20321
2412,26,58,1.09949
2479,26,58,0.790526
2546,26,58,0.00165935
2613,26,58,5.57482
2680,26,58,0.0829981
2747,26,58,0.528041
2814,26,58,0.04022
2881,28,58,0.0010254
2948,29,58,0.000521783
3015,29,58,5.74814
3082,29,58,3.4697
3149,29,58,3.87413
3216,29,58,0.0817368
3283,29,58,0.000499378
3350,29,58,1.50454
3417,29,58,3.41564
3484,29,58,0.00463428
3551,29,58,0.0402038
3618,29,58,0.0432793
3685,29,58,0.00367228
3752,29,58,3.59532
3819,29,58,0.00151762
3886,29,58,3.49351
3953,29,58,3.50528
4020,29,58,3.58841
4087,29,58,3.63256
4154,29,58,6.00986
4221,29,58,1.49372
4288,29,58,4.43446
4355,29,58,5.29277e-06
4422,29,58,7.06927e-05
4489,29,58,3.7049
4556,29,58,0.00298661
4623,29,58,2.30467e-07
4690,29,58,0.276589
4757,29,58,4.01932
4824,29,58,4.17341
4891,29,58,8.9554e-08
4958,29,58,3.67171
5025,29,58,4.31125e-05
5092,29,58,5.13019
5159,29,58,4.22831
5226,29,58,0.914585
5293,29,58,0.797542
5360,29,58,0.000556585
5427,29,58,0.000499382
5494,29,58,5.12085
5561,29,58,3.68133
5628,29,58,0.00709607
5695,29,58,4.27592
5762,30,58,4.26897
5829,30,58,4.3059
5896,30,58,5.21956
5963,30,58,1.61371e-07
6030,30,58,0.695255
6097,32,58,0.962221
6164,35,58,3.86607
6231,35,58,1.68028e-07
6298,35,58,0.0439117
6365,35,58,0.627878
6432,35,58,0.0454924
6499,35,58,4.79309e-08
6566,35,58,4.04746
6633,35,58,0.396726
6700,35,58,0.608842
6767,35,58,0.332355
6834,35,64,0.614158
6901,35,64,0.517323
6968,37,64,0.29998
7035,37,64,9.98052e-06
7102,37,64,4.33018e-08
7169,37,64,0.757462
7236,37,64,1.06771e-05
7303,37,64,0.757755
7370,37,64,4.35393
7437,37,64,4.34879
7504,37,64,4.39066e-05
7571,37,64,4.09223
7638,37,64,5.85538e-05
7705,37,64,0.890352
7772,37,64,1.91854
7839,37,64,4.03683
7906,37,64,0.507944
7973,37,64,0.00988025
8040,37,64,0.0416832
8107,37,64,0.000599282
8174,37,64,0.691188
8241,37,64,0.0402205
8308,37,64,4.68362
8375,37,64,0.000499767
8442,37,64,4.37776
8509,37,64,3.61885e-05
8576,37,64,6.51046
8643,37,64,0.443269
8710,37,64,4.90053e-06
8777,37,64,4.10317
8844,37,64,0.00761589
8911,39,64,4.37373
8978,39,64,4.47048
9045,39,64,0.713586
9112,39,64,4.32471
9179,39,64,5.04347
9246,39,64,4.27494
9313,39,64,0.775335
9380,39,64,0.363203
9447,39,64,4.81477
9514,39,70,0.000499383
9581,39,70,4.54112
9648,39,70,4.46076
9715,39,70,7.19056e-07
9782,39,70,5.107
9849,39,70,4.383
9916,39,70,4.6852
9983,39,70,0.4015
