step,max_distance,k_max,entropy
0,1,3,0.0143257
67,1,70,0.581882
134,1,137,0.652604
201,1,204,0.654953
268,1,270,0.685824
335,1,336,0.686562
402,1,403,0.700656
469,1,470,0.709983
536,1,537,0.718105
603,1,603,0.731536
670,1,670,0.827961
737,1,737,0.947824
804,1,802,0.998757
871,1,868,1.05544
938,1,935,1.08479
1005,1,999,1.12769
1072,1,1066,1.1688
1139,1,1133,1.1837
1206,1,1200,1.18365
1273,1,1267,1.21201
1340,1,1334,1.21247
1407,1,1401,1.18015
1474,1,1468,1.15409
1541,1,1535,1.11577
1608,1,1601,1.07328
1675,1,1668,1.04953
1742,1,1735,1.00932
1809,1,1802,0.978921
1876,1,1869,0.93989
1943,1,1936,0.912634
2010,1,2003,0.883167
2077,1,2070,0.856221
2144,1,2137,0.831458
2211,1,2204,0.814675
2278,2,2270,0.792246
2345,2,2336,0.774879
2412,2,2403,0.751892
2479,2,2469,0.736243
