Node,Curvature
0,-36.5
1,-77.6667
2,-18
3,-3.83333
4,-2.66667
5,-13.5
6,-1.66667
7,-4.66667
8,-3.66667
9,-12.5
10,-30.8333
11,0.166667
12,-1.83333
13,-4.66667
14,-2.66667
15,-4.5
16,-4.83333
17,-1.5
18,0.166667
19,-1.16667
20,-3.33333
21,-10.3333
22,-0.333333
23,-0.166667
24,-1.16667
25,-1.33333
26,-0.166667
27,-0.833333
28,-0.166667
29,0.333333
30,-3.66667
31,-0.5
32,-14
33,-1.33333
34,-6.5
35,-0.333333
36,-0.5
37,-1.66667
38,-1.83333
39,-0.833333
40,-10.5
41,0.166667
42,0.166667
43,-1.5
44,-3.16667
45,-1.5
46,-0.833333
47,-0.666667
48,-0.333333
49,-6.66667
50,-3.16667
51,-3.16667
52,-0.5
53,-4
54,-2.33333
55,-0.666667
56,-3.16667
57,0
58,-1.5
59,-1.33333
60,-0.5
61,-0.166667
62,-3
63,-1.5
64,0
65,-0.5
66,-3.66667
67,-0.833333
68,0.166667
69,-2
70,-1.66667
71,-0.666667
72,-3.66667
73,-0.166667
74,0
75,-1.83333
76,-0.666667
77,-1.16667
78,-3.5
79,-1.16667
80,-1.5
81,-0.666667
82,0.166667
83,-2.33333
84,-5.16667
85,0
86,-0.5
87,-1.66667
88,-1.5
89,0
90,0
91,-2
92,0.333333
93,-1.16667
94,-1.16667
95,-0.5
96,0
97,-0.166667
98,-0.5
99,-4.33333
100,-1.16667
101,-0.666667
102,-1.66667
103,-1.16667
104,0.166667
105,-1.16667
106,-1.16667
107,-0.5
108,-2.66667
109,-1.16667
110,-1.66667
111,-0.166667
112,0
113,-0.166667
114,0.166667
115,-1.16667
116,-0.333333
117,-0.166667
118,-0.666667
119,-1.5
120,0.333333
121,-2.66667
122,0.166667
123,-0.5
124,-0.5
125,0.166667
126,0.166667
127,-0.666667
128,-0.166667
129,-1
130,-0.5
131,-1
132,0
133,-1.66667
134,0.166667
135,-0.833333
136,-1.5
137,-5.16667
138,-0.666667
139,-0.5
140,-0.666667
141,-0.166667
142,0
143,-0.333333
144,-0.5
145,-0.666667
146,-0.833333
147,-1.66667
148,0.333333
149,0.166667
150,-2.16667
151,0.333333
152,0.333333
153,-0.333333
154,-2
155,0
156,-0.166667
157,-0.666667
158,-0.833333
159,-0.166667
160,-1
161,-1.16667
162,-5.33333
163,-0.5
164,-0.166667
165,0
166,-1
167,-1.5
168,-0.666667
169,-1.33333
170,0.166667
171,0.333333
172,0.333333
173,0.166667
174,0.166667
175,0.333333
176,-0.166667
177,0.333333
178,0
179,0.166667
180,-0.5
181,-0.833333
182,-1
183,-0.5
184,0.166667
185,0.166667
186,0.166667
187,-0.333333
188,0.166667
189,0.333333
190,-0.5
191,-0.166667
192,-0.833333
193,0
194,0.333333
195,0.166667
196,0.166667
197,-0.666667
198,-1.66667
199,-0.166667
200,-2
201,-0.166667
202,0.166667
203,-0.166667
204,-0.166667
205,-3.83333
206,-0.666667
207,0
208,-0.333333
209,-0.666667
210,0
211,0.333333
212,0.333333
213,0.333333
214,0.166667
215,0.166667
216,-1.16667
217,-0.333333
218,0.333333
219,0
220,0.166667
221,0.333333
222,-0.666667
223,-0.666667
224,-1.5
225,-0.5
226,0.166667
227,-0.166667
228,0.166667
229,0.333333
230,0.166667
231,-0.333333
232,-1.16667
233,-0.5
234,0.333333
235,-2.5
236,-2
237,0.166667
238,0.166667
239,0
240,-0.5
241,0.166667
242,-0.5
243,0.333333
244,-0.666667
245,-0.833333
246,-0.833333
247,-0.333333
248,0.333333
249,0.333333
250,-2.83333
251,-0.666667
252,-0.5
253,-0.833333
254,0.333333
255,0.166667
256,0.166667
257,-0.333333
258,0
259,-1.83333
260,-0.5
261,0.333333
262,-0.5
263,-0.166667
264,0.333333
265,0.166667
266,0
267,0.333333
268,-0.166667
269,0
270,-1.5
271,0.166667
272,0.166667
273,-0.166667
274,0.333333
275,0
276,-0.333333
277,-0.666667
278,0.333333
279,-0.166667
280,-1.16667
281,0.333333
282,0.333333
283,-0.5
284,-1.66667
285,0.333333
286,-0.666667
287,0.333333
288,-0.333333
289,0.166667
290,-0.166667
291,-0.833333
292,0.333333
293,0.166667
294,-0.5
295,-0.333333
296,-0.333333
297,0
298,0.333333
299,-1
300,-0.333333
301,0.166667
302,0.333333
303,0.166667
304,0.166667
305,0.333333
306,0.166667
307,-0.333333
308,0
309,0
310,0
311,0
312,0.333333
313,0.333333
314,0
315,-0.166667
316,-0.333333
317,-0.333333
318,0.166667
319,0.166667
320,0
321,-0.5
322,0.166667
323,0.333333
324,0
325,-0.166667
326,0
327,0.333333
328,0.166667
329,-0.5
330,-0.333333
331,0.333333
332,0.166667
333,0.333333
334,-0.666667
335,0.166667
336,-0.666667
337,0.166667
338,0.333333
339,0.166667
340,-0.833333
341,0.333333
342,-0.5
343,0.333333
344,0.333333
345,-1.66667
346,0.333333
347,0.166667
348,-0.166667
349,-1.83333
350,0.333333
351,-2
352,-0.333333
353,-0.5
354,0.166667
355,-0.166667
356,0.333333
357,0.333333
358,-0.166667
359,0.166667
360,-1.33333
361,-1.16667
362,0.333333
363,-0.333333
364,0.166667
365,0
366,0.166667
367,0
368,0
369,-0.5
370,0.166667
371,0.333333
372,0.166667
373,0.166667
374,0.166667
375,-1
376,0.333333
377,0
378,-0.333333
379,0.333333
380,0.333333
381,0.333333
382,0.333333
383,0.166667
384,0.333333
385,0.166667
386,-0.166667
387,-0.5
388,-0.333333
389,0.333333
390,0.166667
391,-0.666667
392,0.166667
393,0.333333
394,-0.166667
395,-0.5
396,-0.666667
397,-0.166667
398,0.166667
399,0
400,0
401,0.166667
402,0
403,-0.166667
404,-0.166667
405,0.166667
406,-0.333333
407,0.166667
408,-0.166667
409,0
410,0.333333
411,0.166667
412,-0.333333
413,-0.833333
414,-0.333333
415,0.166667
416,-0.166667
417,0
418,0.166667
419,0.333333
420,0.166667
421,0.333333
422,-0.5
423,0.166667
424,0.333333
425,-0.166667
426,0
427,0.333333
428,0.166667
429,0.166667
430,-0.333333
431,0.333333
432,0
433,0.166667
434,-0.333333
435,0.166667
436,-0.5
437,0.333333
438,0.166667
439,0.333333
440,0
441,0.333333
442,0.333333
443,0
444,0.333333
445,-0.333333
446,0.166667
447,0.166667
448,-1.66667
449,0.333333
450,0.166667
451,-0.166667
452,0
453,-1
454,0.166667
455,0.333333
456,0.333333
457,-0.5
458,0
459,-0.666667
460,0.333333
461,0.166667
462,0
463,0.333333
464,0.166667
465,0
466,0.166667
467,-0.333333
468,0.333333
469,0
470,-0.333333
471,-0.166667
472,-0.333333
473,0
474,0.166667
475,-1
476,0.333333
477,0.166667
478,-0.166667
479,0.333333
480,0.333333
481,0.166667
482,0.166667
483,0
484,-0.5
485,0.333333
486,0.166667
487,-0.333333
488,0.166667
489,0.166667
490,0.333333
491,0
492,0.166667
493,0.166667
494,-0.166667
495,0
496,-0.333333
497,0.333333
498,-0.5
499,0.333333
500,0.166667
501,0.333333
502,0
503,0.166667
504,0.333333
505,-0.333333
506,0.166667
507,0.166667
508,0
509,0.333333
510,0.333333
511,0.166667
512,0.333333
513,0.166667
514,-0.333333
515,0
516,0.333333
517,0
518,-0.166667
519,0.333333
520,0
521,0.166667
522,-0.333333
523,-0.5
524,-0.333333
525,-0.333333
526,0
527,0
528,0.166667
529,-0.666667
530,0.166667
531,0
532,0
533,0.166667
534,0.333333
535,-0.166667
536,-0.333333
537,0.166667
538,0.166667
539,0
540,0.333333
541,0.333333
542,-0.333333
