step,max_distance,k_max,entropy
0,1,3,1.36048
67,2,54,4.13326
134,2,109,4.78815
201,2,156,5.20853
268,2,199,5.50713
335,2,247,5.73398
402,3,290,5.89808
469,3,334,6.06227
536,3,378,6.19876
603,3,407,6.31157
670,3,457,6.39715
737,3,502,6.48901
804,3,539,6.58946
871,3,585,6.66213
938,3,616,6.74019
1005,3,653,6.80115
1072,3,693,6.85647
1139,3,730,6.91732
1206,3,763,6.97793
1273,3,808,7.0295
1340,3,848,7.08494
1407,3,886,7.13988
1474,3,928,7.18905
1541,3,968,7.23206
1608,3,1003,7.27793
1675,3,1043,7.32307
1742,3,1090,7.36037
1809,3,1122,7.39668
1876,3,1161,7.42609
1943,3,1195,7.46207
2010,3,1226,7.49114
2077,3,1265,7.52276
2144,3,1304,7.55768
2211,3,1349,7.58815
2278,3,1385,7.62462
2345,3,1429,7.64988
2412,3,1465,7.67785
2479,3,1507,7.7069
