step,max_distance,k_max,entropy
0,1,3,1.57931
67,3,27,4.83376
134,3,48,5.49583
201,3,70,5.8883
268,3,79,6.17554
335,4,90,6.39746
402,4,96,6.57847
469,4,114,6.7326
536,4,120,6.86653
603,4,134,6.98397
670,4,150,7.08943
737,5,154,7.18569
804,5,160,7.27367
871,5,164,7.35407
938,5,171,7.4284
1005,5,181,7.49718
1072,5,191,7.5622
1139,5,197,7.62304
1206,5,200,7.68085
1273,5,205,7.73404
1340,5,210,7.78537
1407,5,223,7.83391
1474,5,232,7.87974
1541,5,239,7.92516
1608,5,245,7.96875
1675,5,251,8.00966
1742,5,260,8.04843
1809,5,266,8.08579
1876,5,272,8.12214
1943,5,274,8.15791
2010,5,280,8.19248
2077,5,286,8.22539
2144,5,291,8.25755
2211,6,296,8.2887
2278,6,300,8.31885
2345,6,305,8.34749
2412,6,309,8.37557
2479,6,313,8.40344
2546,6,319,8.42987
2613,6,327,8.45604
2680,6,330,8.48148
2747,6,334,8.50595
2814,6,341,8.53008
2881,6,344,8.55374
2948,6,352,8.5763
3015,6,355,8.59896
3082,6,358,8.62076
3149,6,366,8.64186
3216,6,373,8.66278
3283,6,377,8.68326
3350,6,383,8.70345
3417,6,387,8.72358
3484,6,394,8.74314
3551,6,404,8.76144
3618,6,412,8.78022
3685,6,417,8.79855
3752,6,422,8.81646
3819,6,426,8.83399
3886,6,430,8.85154
3953,6,435,8.86876
4020,6,439,8.88564
4087,6,443,8.90236
4154,6,445,8.91874
4221,6,449,8.93462
4288,6,451,8.95022
4355,6,455,8.96564
4422,6,463,8.98119
4489,6,468,8.99628
4556,6,472,9.01121
4623,6,477,9.02552
4690,6,481,9.03993
4757,6,487,9.05414
4824,6,491,9.06813
4891,6,497,9.08211
4958,6,501,9.09536
5025,6,507,9.10857
5092,6,515,9.12149
5159,6,519,9.13463
5226,6,524,9.14773
5293,6,528,9.16037
5360,6,530,9.17288
5427,6,533,9.18494
5494,6,536,9.19708
5561,6,541,9.20916
5628,6,541,9.2214
5695,6,545,9.23326
5762,6,551,9.24503
5829,6,555,9.25651
5896,6,557,9.26803
5963,6,562,9.27906
6030,6,565,9.29045
6097,6,571,9.30125
6164,6,575,9.31224
6231,6,577,9.32289
6298,6,581,9.33371
6365,6,584,9.34432
6432,6,591,9.35475
6499,6,597,9.36481
6566,6,601,9.37517
6633,6,603,9.38545
6700,6,610,9.39551
6767,6,613,9.40562
6834,6,620,9.41546
6901,6,625,9.42508
6968,6,626,9.43475
7035,6,631,9.44439
7102,6,634,9.45396
7169,6,638,9.46345
7236,6,641,9.47292
7303,6,645,9.48213
7370,6,648,9.49122
7437,6,653,9.50033
7504,6,655,9.50939
7571,6,660,9.51806
7638,6,662,9.52683
7705,6,667,9.53538
7772,6,673,9.54396
7839,6,676,9.55267
7906,6,678,9.5613
7973,6,682,9.56961
8040,6,686,9.57805
8107,6,692,9.5864
8174,6,697,9.5945
8241,6,702,9.60275
8308,6,704,9.61084
8375,6,706,9.61889
8442,6,710,9.62695
8509,6,713,9.63481
8576,6,717,9.64275
8643,6,723,9.6503
8710,6,728,9.6581
8777,6,736,9.66579
8844,6,741,9.67337
8911,6,743,9.68086
8978,6,750,9.68839
9045,6,756,9.69581
9112,6,758,9.70325
9179,6,762,9.71041
9246,6,765,9.71764
9313,6,769,9.72488
9380,6,773,9.73202
9447,6,777,9.73903
9514,6,783,9.74618
9581,6,790,9.75313
9648,6,792,9.76016
9715,6,797,9.76707
9782,6,797,9.77402
9849,6,805,9.78071
9916,6,810,9.78748
9983,6,819,9.7943
