Node,Curvature
0,-0.5
1,-19.3333
2,-32
3,-10
4,0.166667
5,-24
6,0
7,-1.83333
8,0.333333
9,-10.6667
10,-16.1667
11,0.333333
12,-3.83333
13,-0.333333
14,0
15,-0.666667
16,-1.66667
17,-0.166667
18,0.333333
19,-2.33333
20,-2.83333
21,-0.5
22,0.333333
23,-4.16667
24,0.166667
25,0.333333
26,0.333333
27,-0.833333
28,-1.66667
29,-1
30,0
31,0.333333
32,-5.66667
33,-0.333333
34,-16.8333
35,-0.833333
36,0
37,0.333333
38,-3.33333
39,-2
40,-90.3333
41,0
42,-0.166667
43,-5.5
44,0.166667
45,0
46,-0.166667
47,-2.66667
48,-1.83333
49,-0.166667
50,0.333333
51,0.333333
52,-0.166667
53,-13.3333
54,0.333333
55,-0.166667
56,0.333333
57,0
58,0
59,0
60,-1
61,-1.5
62,0
63,-5.83333
64,0.333333
65,-2
66,-3.83333
67,-0.333333
68,0.333333
69,-2.5
70,-0.666667
71,-7.33333
72,-2.16667
73,-2
74,0.333333
75,-13.3333
76,-5.33333
77,-0.833333
78,-0.166667
79,0.333333
80,-0.333333
81,-2
82,0.166667
83,0
84,-0.166667
85,-0.833333
86,-0.666667
87,-1.16667
88,-1.83333
89,0.333333
90,0.333333
91,0.333333
92,-0.333333
93,-0.5
94,0.166667
95,0
96,-1
97,0.166667
98,0.333333
99,-3.33333
100,0
101,-0.833333
102,-0.666667
103,0
104,0
105,0.333333
106,0
107,0.333333
108,-0.333333
109,-1
110,0.333333
111,0.166667
112,0.166667
113,0.333333
114,-1
115,-0.333333
116,-1.33333
117,-0.5
118,0.166667
119,-0.5
120,0
121,-1
122,0
123,-3.16667
124,0.166667
125,0.333333
126,0.166667
127,-0.166667
128,0
129,-0.5
130,-0.333333
131,0.333333
132,-2.16667
133,-6.5
134,0.333333
135,-0.166667
136,-0.333333
137,-5
138,-0.666667
139,0.333333
140,-0.166667
141,-0.666667
142,0.166667
143,0.166667
144,0
145,0
146,-1.5
147,-7
148,-1.33333
149,-0.166667
150,0.333333
151,0.333333
152,0.166667
153,0
154,-0.166667
155,-0.5
156,-3.33333
157,0.166667
158,-1
159,0.166667
160,-19.6667
161,0.333333
162,0
163,0.166667
164,-3.83333
165,-9.33333
166,0
167,0.333333
168,-0.166667
169,0
170,0.166667
171,-2.33333
172,0
173,0
174,-0.5
175,-0.5
176,-1.66667
177,-0.166667
178,0
179,-0.166667
180,0.333333
181,0.166667
182,0.166667
183,0.166667
184,0.166667
185,0.333333
186,-0.5
187,-1
188,-0.166667
189,-0.333333
190,0
191,0
192,0.333333
193,0.333333
194,0.166667
195,0.166667
196,0.333333
197,0.166667
198,-0.333333
199,0
200,-0.5
201,0
202,-1.16667
203,0.166667
204,-17.5
205,0.333333
206,-0.333333
207,-0.333333
208,0.166667
209,-0.666667
210,-1.83333
211,0.333333
212,0.333333
213,-0.666667
214,0.166667
215,-0.166667
216,-0.5
217,0
218,0.333333
219,0.333333
220,-0.5
221,0
222,0.333333
223,-2.66667
224,0.166667
225,0.333333
226,-0.333333
227,-0.5
228,0
229,-0.333333
230,0.333333
231,-0.5
232,-0.333333
233,-0.333333
234,0.166667
235,-5.33333
236,0.166667
237,-0.333333
238,0.333333
239,0.333333
240,-0.833333
241,0.333333
242,0.333333
243,-0.166667
244,-0.333333
245,0.333333
246,0
247,0.333333
248,-0.166667
249,0.333333
250,-1.66667
251,-0.666667
252,-0.166667
253,-0.5
254,0.166667
255,-0.333333
256,0.166667
257,-1
258,-0.333333
259,0
260,-1
261,0
262,0.333333
263,0.333333
264,0.166667
265,-0.5
266,-0.166667
267,0.333333
268,-0.5
269,0.166667
270,-1.33333
271,0.166667
272,0.166667
273,0.333333
274,0
275,-0.166667
276,0.166667
277,0.333333
278,-0.833333
279,0.166667
280,-1.16667
281,0.333333
282,0.333333
283,-0.166667
284,0.166667
285,0.166667
286,-0.666667
287,-0.333333
288,-0.666667
289,0.333333
290,-0.5
291,0
292,0.166667
293,-0.166667
294,0
295,-0.166667
296,-0.5
297,0.333333
298,0.333333
299,0.333333
300,0.166667
301,0.333333
302,0.166667
303,0.166667
304,0.166667
305,0.166667
306,0.166667
307,-1.5
308,0.333333
309,-0.833333
310,0.166667
311,-0.333333
312,0.333333
313,0.333333
314,0.333333
315,-0.666667
316,-0.166667
317,0.333333
318,0.166667
319,-0.5
320,0.333333
321,-0.5
322,0
323,-0.333333
324,0.333333
325,-0.166667
326,0.166667
327,0.333333
328,0.333333
329,0.166667
330,0.333333
331,-0.333333
332,0.166667
333,0.166667
334,-2.66667
335,-0.833333
336,0.333333
337,0.333333
338,-0.333333
339,-0.166667
340,-0.5
341,0
342,-1.83333
343,-0.166667
344,0.333333
345,0.166667
346,0.333333
347,0.166667
348,0.333333
349,-2.83333
350,0.333333
351,0
352,0.333333
353,-0.5
354,0.166667
355,-0.166667
356,0.333333
357,-0.333333
358,0.333333
359,0.333333
360,-0.166667
361,0.333333
362,0.333333
363,0.333333
364,0.333333
365,-1.33333
366,-0.5
367,0.333333
368,-0.333333
369,-0.833333
370,0.333333
371,0.333333
372,-0.333333
373,0.333333
374,-0.166667
375,0.333333
376,-3.66667
377,0.166667
378,0.166667
379,0.333333
380,0
381,0
382,0.166667
383,0.333333
384,0.166667
385,0.333333
386,-0.833333
387,-0.166667
388,0.333333
389,-0.166667
390,0.166667
391,0.166667
392,-0.666667
393,0.166667
394,-0.333333
395,-0.333333
396,-0.166667
397,0.166667
398,0.166667
399,0
400,-0.5
401,0.333333
402,0.333333
403,0.333333
404,0
405,0.333333
406,0.166667
407,-0.833333
408,-0.666667
409,0.333333
410,-0.166667
411,0.166667
412,0.166667
413,-1.16667
414,0.333333
415,0
416,-0.333333
417,-0.166667
418,-0.166667
419,0.166667
420,0.333333
421,0.333333
422,-2.16667
423,-0.333333
424,0.333333
425,0.333333
426,0.333333
427,0.333333
428,-0.333333
429,-0.333333
430,0.333333
431,0.333333
432,0.333333
433,0
434,0.333333
435,-0.666667
436,0
437,0
438,0.166667
439,0.166667
440,0.166667
441,-0.333333
442,0.333333
443,-0.166667
444,0.333333
445,0.333333
446,0.333333
447,0
448,-0.5
449,0.333333
450,0.166667
451,-0.5
452,0.166667
453,0
454,0.333333
455,0.333333
456,-0.166667
457,0.166667
458,-4.5
459,0.333333
460,0
461,0.333333
462,0.333333
463,-1.16667
464,0.166667
465,-0.166667
466,0.333333
467,-2.33333
468,0.333333
469,0.333333
470,-1
471,0
472,0.166667
473,-0.333333
474,0.333333
475,-1.16667
476,-1.33333
477,0.333333
478,0.166667
479,0.166667
480,-0.166667
481,0.333333
482,0.166667
483,0
484,0.333333
485,0.333333
486,0
487,0.333333
488,-0.166667
489,0.166667
490,0.166667
491,0.333333
492,-0.166667
493,0.333333
494,0.166667
495,-0.166667
496,0.166667
497,0.333333
498,0
499,0.166667
500,-0.166667
501,0
502,0.333333
503,0.166667
504,-0.166667
505,-0.5
506,0
507,0.333333
508,0.333333
509,0.333333
510,-0.333333
511,-7.66667
512,0.166667
513,0.333333
514,0.333333
515,-0.666667
