step,max_distance,k_max,entropy
0,1,3,0.000721484
67,2,48,0.16908
134,2,115,0.0447684
201,2,182,0.0277313
268,2,249,0.0224815
335,2,316,0.0186623
402,2,383,0.0858554
469,2,450,0.073972
536,2,515,0.086209
603,2,581,0.142937
670,2,647,0.189802
737,2,713,0.182761
804,2,779,0.212837
871,2,844,0.251567
938,2,910,0.248321
1005,2,977,0.239799
1072,2,1042,0.24337
1139,2,1104,1.17704
1206,3,1138,1.61929
1273,3,1168,1.63368
1340,3,1190,1.64074
1407,3,1216,1.59029
1474,3,1244,1.58476
1541,3,1274,1.58043
1608,3,1295,1.58355
1675,3,1317,1.57533
1742,3,1340,1.56127
1809,3,1367,1.55639
1876,3,1390,1.55933
1943,3,1411,1.57381
2010,3,1432,1.57865
2077,3,1458,1.61215
2144,3,1484,1.60956
2211,3,1512,1.6005
2278,3,1539,1.5899
2345,3,1562,1.58807
2412,3,1587,1.59709
2479,3,1609,1.59322
2546,3,1632,1.60451
2613,3,1653,1.59728
2680,3,1685,1.58972
2747,3,1705,1.60811
2814,3,1725,1.61788
2881,3,1752,1.60983
2948,3,1772,1.61598
3015,3,1832,1.62637
3082,3,1898,1.62944
3149,3,1963,1.63684
3216,3,2030,1.63797
3283,3,2097,1.63632
3350,3,2164,1.65007
3417,3,2230,1.65758
3484,3,2297,1.65599
3551,3,2364,1.65503
3618,3,2431,1.65506
3685,3,2498,1.65075
3752,3,2565,1.65692
3819,3,2632,1.65703
3886,3,2698,1.66009
3953,3,2765,1.66906
4020,3,2832,1.66685
4087,3,2899,1.67074
4154,3,2966,1.67218
4221,3,3032,1.6712
4288,3,3098,1.67345
4355,3,3165,1.67698
4422,3,3232,1.68484
4489,3,3299,1.68608
4556,3,3366,1.69036
4623,3,3433,1.69846
4690,3,3500,1.70056
4757,3,3567,1.70083
4824,3,3634,1.70271
4891,3,3701,1.70391
4958,3,3768,1.708
5025,3,3835,1.71116
5092,3,3902,1.71638
5159,3,3969,1.71462
5226,3,4036,1.71078
5293,3,4103,1.70939
5360,3,4170,1.70697
5427,3,4237,1.70719
5494,3,4304,1.70695
5561,3,4371,1.70408
5628,3,4437,1.70643
5695,3,4504,1.70882
5762,3,4571,1.86898
5829,3,4638,1.69082
5896,3,4704,1.26791
5963,3,4771,0.928852
6030,3,4838,0.725368
6097,3,4905,0.597789
6164,3,4972,0.515714
6231,3,5039,0.450154
6298,3,5106,0.398453
6365,3,5173,0.355566
6432,3,5240,0.322201
6499,3,5307,0.295848
6566,3,5373,0.273009
6633,3,5440,0.253503
6700,3,5507,0.237279
6767,3,5574,0.222935
6834,3,5641,0.210131
6901,3,5708,0.198825
6968,3,5775,0.18858
7035,3,5842,0.179714
7102,3,5909,0.171593
7169,3,5976,0.16461
7236,3,6043,0.157635
7303,3,6110,0.151261
7370,3,6177,0.145858
7437,3,6244,0.140456
7504,3,6311,0.135649
7571,3,6378,0.131216
7638,3,6445,0.127065
7705,3,6512,0.123185
7772,3,6579,0.119665
7839,3,6646,0.116617
7906,3,6713,0.113441
7973,3,6780,0.11029
8040,3,6847,0.107322
8107,3,6914,0.104519
8174,3,6981,0.101868
8241,3,7048,0.0994599
8308,3,7115,0.097076
8375,3,7182,0.107868
8442,3,7249,0.105411
8509,3,7316,0.103206
8576,3,7383,0.113091
8643,3,7450,0.110793
8710,3,7516,0.113616
8777,3,7583,0.111444
8844,3,7650,0.109286
8911,3,7716,0.109475
8978,3,7783,0.107402
9045,3,7850,0.105496
9112,3,7917,0.103581
9179,3,7984,0.101776
9246,3,8051,0.100111
9313,3,8118,0.0985047
9380,3,8185,0.0969229
9447,3,8252,0.0954266
9514,3,8319,0.0939818
9581,3,8386,0.0925199
9648,3,8453,0.0912037
9715,3,8520,0.0898334
9782,3,8587,0.0885087
9849,3,8654,0.087194
9916,3,8720,0.0876175
9983,3,8786,0.0898063
