step,max_distance,k_max,entropy
0,1,3,1.38568
67,4,12,4.22277
134,5,16,4.88151
201,6,17,5.27859
268,7,18,5.56542
335,7,19,5.78923
402,8,19,5.97056
469,8,20,6.12475
536,8,20,6.25719
603,8,22,6.37197
670,8,23,6.4791
737,8,23,6.57285
804,9,23,6.66053
871,9,24,6.73968
938,9,24,6.81327
1005,9,24,6.88262
1072,9,24,6.94826
1139,9,24,7.00847
1206,9,24,7.06513
1273,9,24,7.11879
1340,9,25,7.17002
1407,9,25,7.21822
1474,9,25,7.265
1541,9,25,7.3094
1608,9,25,7.35207
1675,9,25,7.39252
1742,9,25,7.43183
1809,9,25,7.47
1876,9,25,7.50622
1943,9,25,7.54127
2010,9,25,7.57482
2077,9,25,7.60756
2144,9,25,7.63936
2211,9,25,7.67043
2278,9,25,7.70033
2345,9,25,7.72948
2412,9,25,7.75744
2479,9,25,7.78489
