step,max_distance,k_max,entropy
0,1,3,0.0178108
67,6,28,0.000806528
134,10,34,0.383055
201,12,34,3.26068
268,12,34,0.0410044
335,12,34,0.000222985
402,13,34,3.12567
469,14,34,4.13779
536,15,34,1.99859
603,17,34,2.47656
670,17,34,3.64034
737,17,34,3.71389
804,17,36,4.6276
871,17,36,4.75034
938,17,36,0.197884
1005,17,36,4.23254
1072,17,36,3.86147
1139,17,36,2.73803
1206,17,36,3.08267
1273,20,36,4.16017
1340,21,36,4.38891
1407,22,36,0.202192
1474,22,36,4.35716
1541,22,36,4.44714
1608,22,36,3.16899
1675,23,36,4.56067
1742,24,36,4.77667
1809,26,37,3.29635
1876,26,47,4.83686
1943,26,47,0.010843
2010,26,48,3.57936
2077,26,51,1.30692
2144,26,51,5.10016
2211,26,67,4.72853
2278,26,77,5.33542
2345,26,77,4.86561
2412,26,77,4.67241
2479,26,77,4.7702
