step,max_distance,k_max,entropy
0,1,3,1.05725
67,4,13,3.44748
134,4,19,4.20904
201,6,19,4.36272
268,7,19,4.66659
335,7,20,4.9491
402,7,22,5.10327
469,8,23,5.28899
536,8,23,5.37562
603,8,23,5.38796
670,9,24,5.62235
737,9,24,5.70137
804,9,24,5.78523
871,9,25,5.92097
938,9,25,5.98403
1005,9,25,6.0665
1072,9,25,6.04789
1139,9,25,6.19917
1206,10,26,6.28544
1273,10,26,6.42057
1340,10,27,6.41676
1407,10,27,6.46477
1474,10,28,6.11075
1541,10,28,6.47314
1608,10,28,6.44742
1675,10,29,6.5334
1742,11,29,6.37284
1809,11,29,6.64556
1876,11,29,6.66562
1943,11,29,6.65387
2010,11,29,6.69203
2077,11,29,6.71713
2144,11,29,6.78037
2211,11,29,6.74842
2278,11,29,6.91203
2345,11,29,6.87757
2412,11,29,6.87726
2479,11,29,6.85878
