step,max_distance,k_max,entropy
0,1,3,1.53263
67,2,43,4.64677
134,2,79,5.33838
201,3,113,5.75102
268,3,147,6.02158
335,3,184,6.23804
402,3,218,6.42301
469,4,249,6.57619
536,4,290,6.71156
603,4,316,6.83482
670,4,344,6.94205
737,4,369,7.03768
804,4,395,7.12284
871,4,422,7.1998
938,4,456,7.27686
1005,4,482,7.34682
1072,4,505,7.41103
1139,4,537,7.46935
1206,4,565,7.52594
1273,4,591,7.58139
1340,4,624,7.63377
1407,4,648,7.68308
1474,4,673,7.73207
1541,4,698,7.77699
1608,4,727,7.81815
1675,4,753,7.85998
1742,4,776,7.90048
1809,4,802,7.93981
1876,4,833,7.97721
1943,4,863,8.01253
2010,4,890,8.04627
2077,4,910,8.08071
2144,4,935,8.11207
2211,4,955,8.14408
2278,4,982,8.1745
2345,4,1012,8.20381
2412,4,1040,8.23103
2479,4,1069,8.25928
2546,4,1096,8.28542
2613,4,1125,8.31122
2680,4,1154,8.33674
2747,4,1177,8.36129
2814,5,1200,8.38648
2881,5,1224,8.40993
2948,5,1248,8.43324
3015,5,1273,8.45579
3082,5,1298,8.4779
3149,5,1319,8.49923
3216,5,1344,8.51971
3283,5,1366,8.5413
3350,5,1385,8.56166
3417,5,1411,8.58124
3484,5,1437,8.60056
3551,5,1458,8.61945
3618,5,1479,8.6382
3685,5,1505,8.65642
3752,5,1537,8.67434
3819,5,1558,8.6927
3886,5,1578,8.71031
3953,5,1603,8.72769
4020,5,1625,8.74484
4087,5,1651,8.76107
4154,5,1678,8.77705
4221,5,1699,8.79362
4288,5,1725,8.80923
4355,5,1750,8.82537
4422,5,1773,8.84091
4489,5,1803,8.85535
4556,5,1825,8.87043
4623,5,1845,8.88605
4690,5,1875,8.89991
4757,5,1900,8.91401
4824,5,1929,8.92757
4891,5,1959,8.94169
4958,5,1978,8.95547
5025,5,1997,8.96885
5092,5,2019,8.98201
5159,5,2044,8.99511
5226,5,2066,9.00784
5293,5,2091,9.02052
5360,5,2117,9.03297
5427,5,2144,9.04523
5494,5,2170,9.0567
5561,5,2194,9.06875
5628,5,2221,9.08021
5695,5,2249,9.09147
5762,5,2278,9.10281
5829,5,2308,9.11463
5896,5,2330,9.12634
5963,5,2356,9.13766
6030,5,2383,9.14844
6097,5,2407,9.15917
6164,5,2430,9.17023
6231,5,2450,9.18144
6298,5,2472,9.19233
6365,5,2501,9.20351
6432,5,2532,9.21394
6499,5,2554,9.22449
6566,5,2580,9.23501
6633,5,2606,9.24496
6700,5,2628,9.25495
6767,5,2658,9.26463
6834,5,2677,9.27487
6901,5,2705,9.28438
6968,5,2734,9.29426
7035,5,2752,9.30447
7102,5,2775,9.31348
7169,5,2800,9.32295
7236,5,2819,9.33242
7303,5,2836,9.34215
7370,5,2860,9.35148
7437,5,2882,9.36093
7504,5,2903,9.36983
7571,5,2922,9.37882
7638,5,2949,9.38763
7705,5,2973,9.39634
7772,5,3001,9.4051
7839,5,3030,9.41409
7906,5,3053,9.42275
7973,5,3075,9.43114
8040,5,3099,9.43952
8107,5,3123,9.44795
8174,5,3152,9.45566
8241,5,3173,9.46429
8308,5,3194,9.47234
8375,5,3216,9.48066
8442,5,3245,9.48856
8509,5,3277,9.49584
8576,5,3302,9.50365
8643,5,3321,9.51168
8710,5,3345,9.51931
8777,5,3377,9.52644
8844,5,3405,9.53432
8911,5,3434,9.54169
8978,5,3452,9.54915
9045,5,3473,9.55628
9112,5,3503,9.5635
9179,5,3522,9.57128
9246,5,3547,9.57851
9313,5,3567,9.58591
9380,5,3584,9.59315
9447,5,3612,9.60061
9514,5,3636,9.60753
9581,5,3662,9.61461
9648,5,3684,9.62146
9715,5,3714,9.62797
9782,5,3735,9.63448
9849,5,3756,9.64154
9916,5,3789,9.64811
9983,5,3812,9.65482
