step,max_distance,k_max,entropy
0,1,3,1.3588
67,4,15,4.23927
134,5,15,4.90605
201,5,17,5.30219
268,6,17,5.58543
335,6,17,5.80747
402,6,18,5.98802
469,7,20,6.14088
536,7,20,6.27334
603,7,21,6.39003
670,7,21,6.49493
737,7,22,6.59028
804,7,22,6.67598
871,7,22,6.75608
938,8,22,6.8303
1005,8,22,6.89936
1072,8,23,6.96382
1139,8,23,7.02367
1206,8,23,7.0804
1273,8,23,7.13486
1340,9,23,7.18627
1407,9,23,7.2352
1474,9,23,7.28194
1541,9,23,7.32632
1608,9,24,7.36866
1675,9,24,7.40965
1742,9,24,7.44877
1809,9,24,7.4864
1876,9,24,7.52292
1943,9,25,7.55806
2010,9,25,7.59183
2077,9,25,7.62447
2144,9,25,7.65611
2211,9,25,7.68683
2278,9,25,7.71661
2345,9,25,7.7457
2412,9,26,7.7737
2479,9,26,7.80087
2546,9,26,7.82752
2613,9,26,7.85363
2680,9,26,7.87867
2747,9,26,7.90321
2814,9,26,7.92734
2881,9,26,7.95098
2948,9,27,7.97402
3015,9,27,7.99653
3082,9,27,8.01846
3149,9,27,8.03996
3216,10,27,8.06106
3283,10,27,8.08164
3350,10,27,8.10187
3417,10,27,8.12157
3484,10,27,8.14088
3551,10,27,8.15978
3618,10,27,8.17855
3685,10,27,8.19681
3752,10,27,8.21483
3819,10,27,8.23254
3886,10,27,8.24998
3953,10,27,8.26679
4020,10,27,8.28368
4087,10,27,8.30023
4154,10,27,8.31636
4221,10,27,8.33243
4288,10,28,8.34822
4355,10,28,8.36372
4422,10,28,8.37887
4489,10,28,8.39385
4556,10,28,8.40849
4623,10,28,8.42317
4690,10,28,8.43753
4757,10,28,8.45175
4824,10,28,8.46585
4891,10,28,8.47966
4958,10,28,8.49327
5025,10,28,8.50665
5092,10,28,8.51984
5159,10,28,8.53303
5226,10,28,8.54592
5293,10,28,8.55857
5360,10,28,8.57116
5427,10,28,8.58359
5494,10,28,8.59593
5561,10,28,8.60807
5628,10,28,8.62001
5695,10,28,8.63185
5762,10,28,8.64345
5829,10,28,8.65502
5896,10,28,8.66645
5963,10,28,8.67771
6030,10,28,8.68897
6097,10,28,8.7
6164,10,28,8.71092
6231,10,28,8.72165
6298,10,28,8.7324
6365,10,28,8.74303
6432,11,28,8.75352
6499,11,28,8.76386
6566,11,28,8.77407
6633,11,28,8.78418
6700,11,28,8.79418
6767,11,28,8.80414
6834,11,28,8.81403
6901,11,28,8.82378
6968,11,28,8.83342
7035,11,28,8.84294
7102,11,28,8.85235
7169,11,28,8.86174
7236,11,28,8.87103
7303,11,28,8.88026
7370,11,28,8.88929
7437,11,28,8.89827
7504,12,28,8.90732
7571,12,28,8.91621
7638,12,28,8.925
7705,12,28,8.93377
7772,12,28,8.94241
7839,12,28,8.95097
7906,12,28,8.95941
7973,12,28,8.96785
8040,12,28,8.97616
8107,12,28,8.98448
8174,12,28,8.99274
8241,12,28,9.00094
8308,12,28,9.00899
8375,12,28,9.017
8442,12,28,9.02497
8509,12,28,9.03288
8576,12,28,9.04069
8643,12,28,9.04847
8710,12,28,9.05616
8777,12,28,9.06376
8844,12,28,9.07135
8911,12,28,9.0789
8978,12,28,9.08636
9045,12,28,9.0938
9112,12,28,9.10117
9179,12,28,9.10851
9246,12,28,9.11578
9313,12,28,9.12293
9380,12,28,9.13007
9447,12,28,9.13717
9514,12,28,9.14425
9581,12,28,9.15126
9648,12,28,9.15823
9715,12,28,9.16516
9782,12,28,9.17203
9849,12,28,9.17887
9916,12,28,9.18567
9983,12,28,9.19241
