step,max_distance,k_max,entropy
0,1,3,0.000499378
67,6,17,0.0401797
134,8,22,0.00101947
201,9,28,2.16127
268,12,28,0.119084
335,12,33,0.0870667
402,12,37,1.34602
469,12,37,3.11262
536,12,37,2.7092
603,12,37,3.51781e-07
670,13,37,2.67838
737,16,37,0.199723
804,17,44,4.32901e-08
871,17,44,2.65186
938,17,44,2.21994
1005,17,44,1.59738
1072,17,44,0.256672
1139,17,44,2.36636e-07
1206,17,44,0.00109949
1273,17,44,0.0118627
1340,17,44,0.000557298
1407,19,44,0.162663
1474,21,44,0.921782
1541,21,44,3.21774
1608,22,44,5.02201
1675,22,44,4.99342
1742,22,44,0.0402046
1809,22,44,0.000499553
1876,22,44,0.225644
1943,22,44,0.0406951
2010,22,47,0.0413965
2077,22,57,2.63488
2144,22,57,3.39042
2211,22,57,0.0723951
2278,22,57,5.2022e-08
2345,22,57,3.09879
2412,22,57,2.57256
2479,22,57,0.00121847
2546,22,57,9.15444e-08
2613,23,57,0.768065
2680,23,57,0.0401797
2747,23,57,1.13986
2814,23,57,0.0795002
2881,23,57,0.158435
2948,23,57,0.00482069
3015,23,57,1.25149e-09
3082,24,57,0.00192985
3149,26,57,3.14833
3216,26,57,2.85361
3283,26,57,5.32262
3350,26,57,0.9316
3417,26,57,3.18886
3484,26,57,0.801741
3551,26,57,2.50994e-07
3618,26,57,0.263645
3685,29,57,3.45348
3752,29,57,0.694192
3819,29,57,5.01868e-06
3886,29,57,0.154258
3953,29,57,4.00581
4020,29,57,3.42618
4087,29,57,0.00307626
4154,29,57,3.88108e-05
4221,29,57,3.13647
4288,29,57,3.32162
4355,30,57,3.20319
4422,30,57,4.41719
4489,30,57,0.938955
4556,31,57,3.35749
4623,31,57,3.67717
4690,31,57,2.87896e-07
4757,31,57,1.48879e-05
4824,31,57,5.89822
4891,31,57,4.60385
4958,31,57,3.73609
5025,31,57,3.57063
5092,31,57,4.81958e-05
5159,31,57,0.389685
5226,31,57,4.15604
5293,31,57,1.63506e-09
5360,31,57,1.69732
5427,31,57,1.02424
5494,31,57,3.90427
5561,31,57,0.431986
5628,31,57,0.0433931
5695,31,57,3.96016
5762,31,57,3.57144
5829,31,57,0.0424453
5896,31,57,4.87506
5963,32,57,4.31637
6030,32,57,4.27886
6097,32,57,0.00051943
6164,32,57,3.62016
6231,32,57,4.80301e-08
6298,33,57,0.123409
6365,39,57,3.66269
6432,39,57,4.77335e-05
6499,39,57,4.07751
6566,39,57,3.82204
6633,39,57,3.90615
6700,40,57,3.96457
6767,40,57,0.00313615
6834,40,57,0.694202
6901,40,57,6.17667
6968,40,57,4.5801
7035,40,57,4.89519e-06
7102,40,57,4.51868e-08
7169,40,57,4.00311
7236,40,57,3.89347
7303,40,57,0.314914
7370,40,57,0.11913
7437,40,57,0.894628
7504,40,57,4.02376
7571,40,57,9.59468e-14
7638,40,57,0.819773
7705,40,57,0.0432099
7772,40,57,3.73186
7839,40,57,4.67353
7906,40,57,0.000527838
7973,40,57,3.86338
8040,40,57,0.0402174
8107,40,57,3.80483
8174,40,57,0.438058
8241,40,57,6.23273
8308,40,57,0.000499844
8375,40,57,0.714917
8442,40,57,4.40865
8509,40,57,1.49455
8576,40,57,1.71282
8643,40,57,4.04724
8710,40,57,0.535994
8777,40,57,0.167381
8844,40,57,4.11184
8911,40,57,0.471964
8978,40,57,0.284516
9045,40,57,3.94777
9112,40,57,5.42415
9179,40,57,4.29068
9246,40,57,0.966648
9313,40,57,0.908614
9380,40,57,4.82155
9447,40,57,0.000539403
9514,40,57,4.08471
9581,40,57,4.80982
9648,40,57,0.00429638
9715,40,57,0.0439235
9782,40,57,0.00879213
9849,40,57,0.00380892
9916,40,57,0.000529001
9983,40,57,5.30256
