step,max_distance,k_max,entropy
0,1,3,1.59332
67,2,37,4.85583
134,2,53,5.53224
201,3,62,5.93376
268,3,73,6.22221
335,3,83,6.44284
402,3,100,6.62159
469,3,108,6.77325
536,3,121,6.90731
603,4,131,7.02366
670,4,141,7.1286
737,4,155,7.22162
804,4,166,7.3087
871,4,176,7.38964
938,4,184,7.46334
1005,4,196,7.53266
1072,4,206,7.5967
1139,4,214,7.65777
1206,4,220,7.71548
1273,4,228,7.76965
1340,4,234,7.82083
1407,4,245,7.86912
1474,5,253,7.91573
1541,5,262,7.95968
1608,5,268,8.00202
1675,5,274,8.04208
1742,5,280,8.08059
1809,5,285,8.11781
1876,5,293,8.15407
1943,5,299,8.18923
2010,5,304,8.22331
2077,5,310,8.25611
2144,5,318,8.28715
2211,5,324,8.31781
2278,5,330,8.34755
2345,5,339,8.37652
2412,5,342,8.40475
2479,5,348,8.43216
