step,max_distance,k_max,entropy
0,1,3,1.31974
67,3,35,4.19634
134,3,55,4.83075
201,4,69,5.13251
268,4,88,5.38928
335,4,116,5.58184
402,4,139,5.70539
469,4,156,5.81291
536,4,180,5.91204
603,4,196,6.01295
670,4,222,6.0902
737,4,240,6.18254
804,4,265,6.24718
871,4,289,6.31636
938,4,307,6.40237
1005,4,328,6.44425
1072,4,343,6.50193
1139,4,361,6.55205
1206,4,379,6.61248
1273,4,397,6.65349
1340,4,414,6.69902
1407,4,439,6.73779
1474,4,463,6.79447
1541,4,485,6.83872
1608,4,512,6.88207
1675,4,537,6.92213
1742,4,563,6.9545
1809,4,588,6.98569
1876,4,612,7.02046
1943,4,636,7.04995
2010,4,665,7.07631
2077,4,689,7.10832
2144,4,708,7.14295
2211,4,731,7.16892
2278,4,756,7.19563
2345,5,782,7.21882
2412,5,804,7.24951
2479,5,828,7.27127
