step,max_distance,k_max,entropy
0,1,3,1.38036
67,3,14,4.25578
134,4,17,4.92109
201,5,17,5.31748
268,5,17,5.6003
335,6,17,5.82098
402,6,17,6.00097
469,6,17,6.15377
536,7,17,6.28616
603,7,18,6.40273
670,8,18,6.5073
737,8,18,6.60211
804,8,18,6.68832
871,8,18,6.76803
938,8,18,6.84186
1005,8,18,6.91057
1072,8,18,6.97485
1139,8,18,7.03528
1206,8,18,7.09226
1273,8,19,7.14627
1340,8,19,7.19747
1407,8,19,7.24616
1474,8,19,7.29243
1541,8,19,7.33673
1608,8,19,7.37917
1675,8,19,7.41981
1742,8,19,7.45897
1809,8,19,7.49648
1876,9,19,7.53273
1943,9,19,7.56785
2010,9,20,7.6017
2077,9,20,7.63454
2144,9,20,7.66626
2211,9,20,7.69693
2278,9,20,7.72674
2345,10,20,7.75568
2412,10,20,7.78378
2479,10,20,7.8112
