step,max_distance,k_max,entropy
0,1,3,1.51912
67,3,31,4.60198
134,3,43,5.28468
201,3,54,5.6535
268,4,63,5.92637
335,4,77,6.1165
402,4,86,6.29362
469,4,94,6.4316
536,4,100,6.55653
603,5,112,6.66134
670,5,130,6.74931
737,5,143,6.83766
804,5,155,6.91765
871,5,170,6.98736
938,5,195,7.05636
1005,5,208,7.12327
1072,5,222,7.18927
1139,5,237,7.25033
1206,5,253,7.30119
1273,5,265,7.35475
1340,5,286,7.4014
1407,5,290,7.45478
1474,5,305,7.5007
1541,5,318,7.54461
1608,5,334,7.5823
1675,5,351,7.62323
1742,5,372,7.65783
1809,5,389,7.69725
1876,5,405,7.73451
1943,5,421,7.76765
2010,5,441,7.79913
2077,5,455,7.83042
2144,5,469,7.86229
2211,5,481,7.88982
2278,5,498,7.91859
2345,5,509,7.94598
2412,5,521,7.97646
2479,5,539,8.00706
