step,max_distance,k_max,entropy
0,1,3,1.59124
67,3,21,4.86047
134,3,27,5.53734
201,4,36,5.93842
268,4,43,6.21868
335,4,50,6.44221
402,4,56,6.62122
469,5,62,6.77468
536,5,66,6.90818
603,5,74,7.02404
670,5,79,7.12982
737,5,88,7.22517
804,5,96,7.31059
871,5,98,7.39048
938,5,103,7.46563
1005,5,108,7.5352
1072,5,113,7.5999
1139,5,120,7.65961
1206,5,124,7.71611
1273,5,128,7.7697
1340,5,131,7.82101
1407,5,138,7.87004
1474,5,142,7.91614
1541,5,146,7.96026
1608,5,149,8.00243
1675,5,150,8.04301
1742,6,156,8.08213
1809,6,163,8.1194
1876,6,168,8.15582
1943,6,173,8.19084
2010,6,176,8.22413
2077,6,180,8.25616
2144,6,182,8.28774
2211,6,186,8.31813
2278,6,193,8.34769
2345,6,196,8.37663
2412,6,200,8.40494
2479,6,203,8.43253
2546,6,205,8.45909
2613,6,209,8.48536
2680,6,211,8.51051
2747,6,214,8.53546
2814,6,216,8.55955
2881,6,221,8.58327
2948,6,225,8.60635
3015,6,228,8.62853
3082,6,232,8.65051
3149,6,236,8.67224
3216,6,240,8.69329
3283,6,245,8.71416
3350,6,248,8.73416
3417,6,254,8.75374
3484,6,256,8.77279
3551,6,263,8.79174
3618,6,266,8.81034
3685,6,269,8.82908
3752,6,274,8.84745
3819,6,279,8.86506
3886,6,282,8.88252
3953,6,285,8.89977
4020,6,287,8.91656
4087,6,288,8.93309
4154,6,293,8.94939
4221,6,296,8.96542
4288,6,301,8.98089
4355,6,303,8.99657
4422,6,307,9.01175
4489,6,311,9.02656
4556,6,311,9.04117
4623,6,316,9.05537
4690,6,320,9.06997
4757,6,321,9.08419
4824,6,327,9.09798
4891,7,329,9.11147
4958,7,335,9.12498
