step,max_distance,k_max,entropy
0,1,3,5.88266e-08
67,1,70,3.71064e-09
134,1,137,6.80058e-05
201,1,204,6.00608e-05
268,1,271,4.5151e-05
335,1,338,3.62833e-05
402,1,405,3.03887e-05
469,1,472,2.61768e-05
536,1,539,2.87665e-05
603,1,606,2.56861e-05
670,1,673,2.32157e-05
737,2,738,0.0530273
804,2,805,0.0492256
871,2,872,0.0459648
938,2,939,0.0431383
1005,2,1006,0.0406574
1072,2,1073,0.0441578
1139,2,1140,0.0470292
1206,2,1206,0.0494436
1273,2,1273,0.0516681
1340,2,1340,0.0494568
1407,2,1407,0.0474437
1474,2,1474,0.0455947
1541,2,1541,0.0438936
1608,2,1608,0.0458672
1675,2,1675,0.0476202
1742,2,1742,0.0460531
1809,2,1809,0.0445927
1876,2,1876,0.0432281
1943,2,1943,0.0419534
2010,2,2010,0.0407552
2077,2,2077,0.0396297
2144,2,2144,0.0385673
2211,2,2211,0.0375642
2278,2,2278,0.036614
2345,2,2345,0.0357151
2412,2,2412,0.0348623
2479,2,2479,0.0340506
