step,max_distance,k_max,entropy
0,1,3,0.693147
67,8,16,1.30927
134,8,24,1.35197e-06
201,11,24,0.000499379
268,14,24,0.000510006
335,14,24,0.0543087
402,15,26,0.132522
469,17,26,1.43543e-08
536,21,26,0.0989641
603,21,29,3.81336
670,21,31,2.28304e-14
737,21,52,0.140653
804,21,52,0.0401916
871,21,53,0.00126623
938,21,53,1.49794
1005,21,56,0.00018567
1072,21,62,0.702687
1139,21,64,4.10213
1206,21,64,1.46187
1273,21,64,4.07326
1340,21,64,0.104178
1407,21,69,0.000499423
1474,23,69,0.000575493
1541,24,69,2.54982
1608,24,69,0.693411
1675,25,69,0.171893
1742,27,69,2.76548
1809,27,69,0.75865
1876,27,69,0.000980984
1943,27,69,0.00101323
2010,27,69,0.139822
2077,27,69,4.98338e-06
2144,27,69,4.88554
2211,27,69,2.65145
2278,27,69,0.00156265
2345,30,69,0.652706
2412,30,69,1.20518
2479,30,69,0.0444676
2546,30,69,1.96759e-07
2613,31,69,2.89108
2680,31,69,0.0430742
2747,34,69,2.91984
2814,34,69,3.80905
2881,34,69,3.16749
2948,34,69,0.735052
3015,34,69,3.87631
3082,34,69,3.16433
3149,34,69,3.90563
3216,34,69,0.260127
3283,34,69,3.05859
3350,35,69,0.807381
3417,35,69,0.194896
3484,35,69,0.0423164
3551,35,69,3.16081
3618,35,69,3.35727
3685,35,69,4.18746
3752,35,69,3.16118
3819,35,69,0.00171922
3886,35,69,0.00171974
3953,35,69,3.17551
4020,35,69,0.0402103
4087,35,69,1.14851e-05
4154,35,69,3.24242
4221,36,69,0.208239
4288,36,69,0.0826046
4355,36,69,5.68001
4422,36,69,3.28351
4489,36,69,0.0429905
4556,36,69,0.049927
4623,36,69,3.92061
4690,36,69,3.60848
4757,36,69,2.80525e-07
4824,36,69,4.98073e-07
4891,36,69,3.37737
4958,39,69,1.25519
5025,39,69,3.42468
5092,39,69,0.693663
5159,39,69,3.42325
5226,39,69,4.63821
5293,39,69,0.715843
5360,39,69,4.12756
5427,39,69,4.14465
5494,39,69,3.55621
5561,39,69,4.69835
5628,39,69,0.000504273
5695,39,69,0.32098
5762,39,69,0.0418163
5829,39,69,3.90996
5896,40,69,0.251168
5963,40,69,0.290688
6030,40,69,3.56484
6097,40,69,0.0856174
6164,41,69,0.00340169
6231,41,69,3.86495
6298,41,69,0.484901
6365,41,69,3.70979
6432,41,69,4.98543
6499,41,69,0.0420073
6566,41,69,0.446296
6633,41,69,1.23071
6700,41,69,0.0466225
6767,41,69,3.72401
6834,41,69,4.04108
6901,41,69,3.7954
6968,41,69,4.26864
7035,41,69,3.37747e-05
7102,41,69,4.67534
7169,41,69,0.0036958
7236,41,69,0.693176
7303,43,69,0.329645
7370,43,69,6.18652
7437,43,69,0.0818691
7504,43,69,3.75599
7571,43,69,4.24668
7638,43,69,0.352931
7705,43,69,5.06099
7772,43,69,2.21512e-05
7839,43,69,4.48077
7906,43,69,3.65568
7973,43,69,0.713809
8040,43,69,6.17307
8107,43,69,0.0426686
8174,43,69,0.466972
8241,43,69,0.0447485
8308,43,69,4.63613
8375,43,69,5.19033
8442,43,69,4.07111
8509,43,69,0.936634
8576,43,69,0.693147
8643,43,69,0.00366202
8710,43,69,0.257269
8777,43,69,4.34839
8844,43,69,0.000537984
8911,43,69,4.65483
8978,43,69,3.84469e-05
9045,43,69,0.248112
9112,43,69,6.18831
9179,43,69,3.66873
9246,43,69,5.7913e-05
9313,43,69,4.10504
9380,43,69,3.87851
9447,43,69,0.0406889
9514,43,69,3.7619
9581,43,69,4.44251
9648,43,69,0.759838
9715,43,69,0.697458
9782,43,69,6.33206
9849,43,69,0.947969
9916,43,69,0.317297
9983,43,69,0.238246
