Node,Curvature
0,-2.16667
1,-2.83333
2,-2.5
3,-2
4,-2
5,-2.33333
6,-1.83333
7,-1.16667
8,-2.5
9,-2.83333
10,-1.66667
11,-1.66667
12,-1.66667
13,-1.66667
14,-1.5
15,-1.66667
16,-2
17,-2.16667
18,-1.5
19,-1.16667
20,-1
21,-1.5
22,-0.5
23,-1.66667
24,-1.33333
25,-0.666667
26,-1.16667
27,-2.66667
28,-0.833333
29,-0.833333
30,-0.833333
31,-1.83333
32,-1
33,-1.66667
34,-2.33333
35,-0.5
36,-1.33333
37,-0.666667
38,-2.16667
39,-1.5
40,-1.33333
41,-1.5
42,-1.33333
43,-1.16667
44,-1.83333
45,-0.166667
46,-0.666667
47,-1.33333
48,-2
49,-1.5
50,-1
51,-1
52,-1.5
53,-1.16667
54,-1.16667
55,-0.5
56,-0.833333
57,-1.5
58,-0.833333
59,-1
60,-1.5
61,-1.66667
62,-0.833333
63,-1.66667
64,-2
65,-1.66667
66,-1.83333
67,-0.833333
68,-1.83333
69,-1.16667
70,-0.5
71,-1.16667
72,-0.333333
73,-1.83333
74,-0.833333
75,-1.33333
76,-1.16667
77,-1
78,-1
79,-0.666667
80,-1.16667
81,-0.666667
82,-0.333333
83,-1.66667
84,-1.66667
85,-0.5
86,-1.66667
87,-0.5
88,-0.833333
89,-1.5
90,-0.333333
91,-1.5
92,-1.16667
93,-0.666667
94,-0.5
95,-1
96,-1
97,0
98,-0.666667
99,-1.33333
100,-0.666667
101,-1.16667
102,-0.333333
103,-0.5
104,0
105,-0.666667
106,-0.666667
107,-0.5
108,-0.833333
109,-1.16667
110,-0.333333
111,-1
112,-0.666667
113,-0.666667
114,-1
115,-2
116,-0.833333
117,-0.333333
118,-0.333333
119,-0.5
120,-0.5
121,-1
122,-0.833333
123,-1.16667
124,-1.16667
125,-0.333333
126,-0.5
127,-1.16667
128,-0.833333
129,-0.333333
130,-1.16667
131,-1.83333
132,-1.16667
133,-1.33333
134,-1.33333
135,-0.833333
136,-1.83333
137,-1.83333
138,-1
139,-1
140,-0.333333
141,-1
142,-0.166667
143,-1.16667
144,-0.666667
145,-1.66667
146,-0.833333
147,-1.33333
148,-0.333333
149,-0.666667
150,-0.333333
151,-0.5
152,-1.16667
153,-1.33333
154,-1.33333
155,-0.833333
156,-0.5
157,-1.33333
158,-1.5
159,-1
160,-0.5
161,-1
162,-1.16667
