step,max_distance,k_max,entropy
0,1,3,0.938541
67,1,65,1.58307
134,1,130,1.80868
201,2,191,1.79336
268,2,255,1.80124
335,2,316,1.79985
402,2,378,1.74158
469,2,441,1.71377
536,2,505,1.75639
603,2,570,1.75154
670,2,632,1.766
737,2,696,1.80199
804,2,761,1.76991
871,2,826,1.77579
938,2,889,1.78981
1005,2,953,1.78461
1072,2,1017,1.76677
1139,2,1081,1.7675
1206,2,1141,1.77934
1273,2,1204,1.7837
1340,2,1267,1.77184
1407,2,1331,1.79785
1474,2,1392,1.7784
1541,2,1458,1.76434
1608,2,1521,1.75582
1675,2,1585,1.73842
1742,2,1649,1.72843
1809,2,1711,1.71527
1876,2,1773,1.7132
1943,2,1836,1.74255
2010,2,1900,1.75457
2077,2,1964,1.76431
2144,2,2026,1.76643
2211,2,2092,1.7709
2278,2,2154,1.76704
2345,2,2218,1.77842
2412,2,2282,1.79008
2479,2,2342,1.78221
2546,2,2404,1.77312
2613,2,2468,1.76828
2680,2,2532,1.76742
2747,2,2596,1.76107
2814,2,2659,1.76263
2881,2,2718,1.77628
2948,2,2781,1.76997
3015,2,2844,1.77603
3082,2,2907,1.77716
3149,2,2969,1.789
3216,2,3031,1.79328
3283,2,3094,1.78869
3350,2,3160,1.77498
3417,2,3222,1.77376
3484,2,3283,1.77807
3551,2,3343,1.78712
3618,2,3402,1.79208
3685,2,3463,1.79682
3752,2,3527,1.80214
3819,2,3590,1.80767
3886,2,3657,1.79931
3953,2,3719,1.80599
4020,2,3782,1.80732
4087,2,3842,1.81107
4154,2,3905,1.80878
4221,2,3969,1.8043
4288,2,4032,1.79967
4355,2,4092,1.79305
4422,2,4151,1.79065
4489,2,4212,1.79782
4556,2,4276,1.79608
4623,2,4337,1.79422
4690,2,4397,1.79248
4757,2,4464,1.78765
4824,2,4527,1.78237
4891,2,4592,1.78086
4958,2,4652,1.77972
