step,max_distance,k_max,entropy
0,1,3,1.56633
67,3,26,4.80945
134,3,46,5.47272
201,3,69,5.86408
268,4,84,6.15151
335,4,98,6.36822
402,4,104,6.55026
469,5,121,6.70736
536,5,129,6.84076
603,5,148,6.95909
670,6,165,7.06184
737,6,173,7.15759
804,6,182,7.24555
871,6,190,7.32759
938,6,200,7.40162
1005,6,212,7.4709
1072,6,223,7.5346
1139,6,229,7.59471
1206,6,234,7.6513
1273,6,245,7.70482
1340,6,250,7.75667
1407,6,266,7.80439
1474,6,277,7.85108
1541,6,287,7.89647
1608,6,296,7.9394
1675,6,302,7.9809
1742,6,312,8.02038
1809,6,321,8.05755
1876,6,330,8.09345
1943,6,336,8.12914
2010,6,344,8.16324
2077,6,357,8.19514
2144,6,367,8.2265
2211,6,372,8.25778
2278,6,377,8.2879
2345,6,384,8.31702
2412,6,390,8.34563
2479,6,396,8.37373
