step,max_distance,k_max,entropy
0,1,3,1.59215
67,4,19,4.85166
134,4,27,5.52835
201,4,31,5.92602
268,4,41,6.20941
335,4,46,6.42721
402,5,55,6.60934
469,5,60,6.76143
536,5,64,6.89477
603,5,72,7.00891
670,5,76,7.1129
737,5,84,7.20747
804,5,91,7.2912
871,5,93,7.3703
938,5,98,7.44412
1005,5,103,7.51336
1072,6,108,7.57736
1139,6,114,7.63763
1206,6,118,7.69496
1273,6,122,7.74906
1340,6,125,7.80012
1407,6,131,7.8495
1474,6,135,7.89498
1541,6,139,7.93818
1608,6,142,7.98068
1675,6,143,8.02159
1742,6,148,8.06118
1809,6,155,8.09896
1876,6,159,8.1346
1943,6,164,8.16888
2010,6,166,8.20307
2077,6,170,8.2354
2144,6,172,8.26787
2211,6,176,8.29854
2278,6,183,8.32755
2345,6,186,8.35675
2412,6,190,8.38526
2479,6,193,8.41287
2546,6,195,8.43926
2613,6,197,8.46517
2680,6,197,8.48988
2747,6,200,8.51446
2814,6,201,8.53825
2881,6,206,8.56143
2948,6,209,8.58435
3015,6,212,8.60636
3082,6,216,8.62855
3149,6,219,8.6499
3216,6,222,8.67083
3283,6,227,8.69148
3350,6,230,8.71154
3417,6,235,8.73116
3484,6,237,8.74991
3551,6,244,8.76866
3618,6,246,8.7874
3685,7,248,8.80603
3752,7,251,8.82407
3819,7,255,8.8417
3886,7,258,8.8596
3953,7,260,8.87653
4020,7,262,8.89294
4087,7,263,8.90958
4154,7,268,8.92603
4221,7,271,8.94199
4288,7,275,8.95735
4355,7,277,8.97319
4422,7,281,8.98855
4489,7,285,9.00353
4556,7,285,9.01812
4623,7,290,9.03255
4690,7,294,9.04716
4757,7,295,9.06153
4824,7,301,9.07566
4891,7,303,9.08934
4958,7,308,9.10284
5025,7,310,9.11619
5092,7,312,9.12952
5159,7,314,9.14208
5226,7,317,9.15502
5293,7,321,9.16783
5360,7,323,9.18051
5427,7,327,9.19309
5494,7,330,9.20543
5561,7,330,9.2175
5628,7,333,9.22968
5695,7,337,9.24149
5762,7,338,9.25308
5829,7,339,9.26466
5896,7,343,9.27636
5963,7,346,9.28752
6030,7,350,9.29861
6097,7,351,9.30976
6164,7,352,9.32068
6231,7,353,9.3314
6298,7,356,9.34215
6365,7,356,9.35287
6432,7,358,9.36349
6499,7,362,9.37385
6566,7,367,9.3841
6633,7,369,9.39426
6700,7,372,9.40417
6767,7,374,9.41432
6834,7,377,9.42445
6901,7,381,9.43421
6968,7,382,9.44384
7035,7,385,9.45351
7102,7,387,9.46314
7169,7,388,9.47252
7236,7,392,9.48164
7303,7,393,9.49097
7370,7,394,9.50031
7437,7,398,9.5093
7504,7,401,9.51842
7571,7,403,9.52735
7638,7,406,9.53616
7705,7,406,9.54491
7772,7,410,9.5535
7839,7,411,9.56224
7906,7,413,9.57065
7973,7,418,9.57907
8040,7,421,9.5874
8107,7,424,9.59571
8174,7,426,9.60392
8241,7,428,9.61211
8308,7,431,9.62019
8375,7,433,9.62796
8442,7,434,9.63598
8509,7,434,9.64398
8576,7,435,9.65184
8643,7,437,9.65943
8710,7,437,9.66713
8777,7,438,9.67485
8844,7,442,9.68232
8911,7,444,9.69004
8978,7,446,9.69744
9045,7,446,9.70488
9112,7,447,9.71235
9179,7,447,9.71954
9246,7,448,9.72682
9313,7,451,9.73399
9380,7,452,9.74111
9447,7,453,9.74825
9514,7,457,9.7553
9581,7,458,9.76226
9648,7,459,9.76923
9715,7,462,9.77625
9782,7,465,9.78311
9849,7,469,9.78996
9916,7,474,9.7967
9983,7,478,9.80351
