Node,Curvature
0,-2
1,-2.66667
2,-1.83333
3,-1.66667
4,-2.16667
5,-2.33333
6,-1.83333
7,-1.5
8,-1.66667
9,-2
10,-1.66667
11,-1.66667
12,-2.16667
13,-0.333333
14,-1.33333
15,-1.5
16,-1.33333
17,-1.66667
18,-1
19,-1.5
20,-0.666667
21,-1
22,-0.5
23,-1
24,-1.33333
25,-1.16667
26,-1.83333
27,-1.5
28,-0.666667
29,-0.5
30,-0.333333
31,-1.33333
32,-1.5
33,-1.16667
34,-1.66667
35,-1.16667
36,-0.666667
37,-0.833333
38,-2.16667
39,-0.666667
40,-1
41,-0.833333
42,-1.33333
43,-1.33333
44,-0.833333
45,-1.33333
46,-0.666667
47,-0.833333
48,-2.33333
49,-0.833333
50,-1.33333
51,-0.5
52,-0.833333
53,-1
54,-0.5
55,-1
56,-0.666667
57,-1.33333
58,-0.666667
59,-1.33333
60,-0.666667
61,-0.833333
62,-0.5
63,-0.5
64,-2
65,-2
66,-1.33333
67,-0.666667
68,-1
69,-0.166667
70,-0.333333
71,-1.33333
72,-0.5
73,-1
74,-0.666667
75,-0.5
76,-1
77,-1.16667
78,-0.5
79,-0.666667
80,-0.666667
81,-0.5
82,-0.333333
83,-1.5
84,-1.33333
85,-0.666667
86,-0.5
87,-1
88,-0.5
89,-1.33333
90,-0.833333
91,-0.833333
92,-1
93,-1
94,-1.33333
95,-1
96,-0.666667
97,-0.166667
98,-0.333333
99,-0.5
100,-1
101,-1
102,-1.16667
103,-0.666667
104,-0.5
105,0
106,-0.333333
107,-1.33333
108,-0.333333
109,-0.5
110,-0.833333
111,0
112,0.166667
113,-1
114,-0.666667
115,-0.666667
116,-0.333333
117,-0.833333
118,0
119,-0.333333
120,-0.5
121,-0.666667
122,-0.666667
123,-0.5
124,-0.833333
125,-0.333333
126,-1.33333
127,-0.5
128,0
129,-1
130,-0.5
131,-0.333333
132,-1
133,-0.833333
134,-0.333333
135,-0.333333
136,-1.5
137,-1.16667
138,-0.333333
139,-0.333333
140,0
141,-0.166667
142,-0.833333
143,0
144,-0.5
145,-0.833333
146,-0.666667
147,-0.833333
148,-1
149,-1
150,-0.5
151,-0.5
152,-1
153,-0.833333
