Source,Target
0,1
0,2
0,10
0,13
0,21
0,30
1,2
1,3
1,4
1,10
1,16
1,24
1,28
1,31
1,80
1,84
1,90
1,432
1,573
1,577
1,763
1,1155
1,1239
1,1411
1,1513
1,2024
1,2197
2,3
2,5
2,9
2,19
2,21
2,23
2,35
2,49
2,61
2,67
2,103
2,106
2,222
2,233
2,244
2,253
2,379
2,709
2,803
2,1165
2,2053
3,4
3,5
3,6
3,7
3,20
3,27
3,50
3,114
3,236
3,503
3,802
3,1091
3,1846
3,2263
3,3431
3,3701
3,4588
4,24
4,27
5,6
5,8
5,9
5,12
5,15
5,18
5,32
5,34
5,78
5,82
5,138
5,279
5,342
5,620
5,727
5,848
5,3475
6,7
6,8
6,11
6,68
6,230
6,648
6,967
6,1928
6,3008
7,20
7,648
7,1012
7,1078
7,1409
7,1553
8,11
8,15
8,52
8,104
9,12
9,19
9,22
9,29
9,37
9,38
9,40
9,44
9,45
9,117
9,166
9,179
9,214
9,226
9,231
9,242
9,343
9,696
9,865
10,13
10,14
10,16
10,17
10,36
10,57
10,66
10,70
10,619
10,675
10,891
10,1935
11,68
11,875
12,22
12,32
12,33
12,112
12,119
12,328
12,358
12,677
12,755
12,988
12,1072
12,1136
12,1694
12,1784
12,2885
12,3031
12,3785
13,14
13,48
13,94
13,363
13,460
13,567
13,4475
14,36
14,48
14,59
14,75
14,113
14,580
14,918
15,18
15,26
15,52
15,64
15,322
15,399
15,427
15,544
15,1094
15,2370
15,2399
15,3322
15,3408
16,17
16,28
16,39
16,46
16,145
16,259
16,284
16,352
16,502
16,598
16,699
16,2902
16,3512
16,4657
17,46
17,619
17,735
17,2256
17,2996
18,26
18,1255
19,23
19,25
19,38
19,41
19,1455
20,114
20,173
20,311
20,1078
20,1080
20,1832
20,3109
20,4594
21,30
21,49
21,154
21,200
21,256
21,263
21,607
22,29
22,1072
22,1963
23,25
23,35
23,51
23,190
23,332
23,2246
24,577
25,1455
26,399
26,416
26,1255
26,1289
26,2381
27,50
27,3278
27,4819
28,31
28,39
28,56
28,3349
28,3901
29,37
29,60
29,1963
30,256
30,291
30,364
30,2534
31,80
31,149
31,292
31,3349
32,33
32,34
32,42
32,53
32,58
32,102
32,294
32,347
32,456
32,479
32,491
32,556
32,593
32,761
32,1001
32,1969
32,2160
32,2347
32,2872
32,3403
33,42
33,112
33,141
33,161
33,969
33,1376
33,2234
34,53
34,74
34,78
34,250
34,448
34,791
34,1258
34,1723
34,2117
34,2157
34,2835
34,3032
35,51
35,67
35,118
35,152
35,1253
36,57
36,59
36,921
36,2215
36,4423
36,4779
37,44
37,60
37,739
37,1397
37,4809
38,40
38,41
38,43
38,55
38,162
38,262
38,289
38,299
38,300
38,310
38,1709
38,2054
38,3102
38,3549
39,56
39,145
39,2115
39,3307
39,3413
40,43
40,45
40,47
40,54
40,62
40,79
40,95
40,97
40,134
40,167
40,324
40,331
40,414
40,421
40,540
40,1005
40,1181
40,1368
40,1600
40,2576
40,2863
40,3272
40,4014
40,4208
40,4407
40,4952
41,262
42,102
42,482
42,623
43,55
43,62
43,65
43,132
43,139
43,140
43,1650
43,4404
44,242
44,1397
44,1536
44,1797
45,47
45,63
45,117
45,1011
45,1909
45,2220
45,4015
46,259
46,2256
46,4597
47,54
47,63
47,69
47,72
47,85
47,98
47,213
47,269
47,298
47,306
47,366
47,392
47,398
47,524
47,679
47,768
47,1365
47,1451
47,1579
48,75
48,94
48,100
48,128
48,245
49,61
49,154
49,281
49,2538
49,3885
49,4280
50,802
50,3248
50,3278
50,3495
50,4241
51,152
51,190
51,241
51,296
51,1027
52,64
52,92
52,104
52,206
52,372
52,931
53,58
53,74
53,76
53,150
53,158
53,181
53,1432
53,1779
53,2284
53,2467
53,2603
53,2746
53,4444
54,79
54,98
54,381
55,162
55,1306
55,1650
55,3616
57,66
57,77
57,235
57,243
57,1043
57,1495
57,2215
58,158
58,294
58,359
58,806
58,1137
59,921
60,739
60,1856
60,2329
61,233
61,238
61,326
61,1195
61,2538
62,65
62,97
62,412
62,442
62,1692
62,1865
62,3361
63,69
63,71
63,96
63,101
63,2220
63,3107
64,92
64,322
64,337
65,132
65,442
65,839
65,1345
65,1748
65,2393
66,70
66,73
66,77
66,89
66,111
66,142
66,189
66,240
66,317
66,375
66,446
66,836
66,1303
66,1919
66,2218
67,103
67,110
67,118
67,123
67,156
67,168
67,169
67,170
67,314
67,541
67,2070
68,230
68,776
68,875
68,2448
68,4374
69,71
69,72
69,81
69,105
69,108
69,121
69,207
69,219
69,295
69,1744
69,1770
69,3732
70,73
70,1935
71,81
71,83
71,88
71,93
71,96
71,115
71,122
71,165
71,188
71,267
71,277
72,85
72,108
72,109
72,125
72,135
72,148
72,217
72,265
72,439
72,704
72,783
72,837
72,868
72,1141
72,1518
72,1761
72,2434
72,2726
72,3002
72,3286
72,4585
72,4957
73,111
73,287
74,76
74,124
74,250
74,536
74,3764
75,113
75,128
75,159
75,436
75,550
75,1358
75,3524
75,4898
76,124
76,150
76,172
76,178
76,248
76,341
76,1785
76,1930
76,2725
76,2760
77,89
77,235
77,239
77,255
77,386
77,628
77,940
78,82
78,569
78,791
78,794
78,3204
78,4125
78,4221
79,95
79,377
79,478
79,3052
80,84
80,86
80,87
80,99
80,149
80,211
80,247
80,1716
80,1849
80,2203
80,3798
81,83
81,105
81,129
81,221
81,272
81,451
81,757
81,2888
81,3755
82,138
82,489
82,569
82,1336
82,1450
83,88
83,129
83,249
83,445
83,643
83,808
83,871
83,1025
83,1509
84,86
84,90
84,116
84,120
84,130
84,131
84,163
84,469
84,561
84,991
84,1210
84,1240
84,4954
85,109
85,298
85,496
85,1037
85,1587
85,2871
85,3882
86,87
86,91
86,120
86,144
86,187
86,266
86,312
86,597
86,747
86,835
86,930
86,1234
86,1486
86,1777
87,91
87,99
87,107
87,183
87,184
87,644
87,790
87,1948
87,2040
87,3157
87,3667
87,4774
87,4885
88,93
88,369
88,445
88,465
88,666
88,669
88,816
88,872
88,1017
88,1768
88,2857
88,4102
89,189
89,204
89,239
89,419
89,844
89,3163
90,116
90,432
90,1310
90,3375
91,144
91,184
91,339
91,1476
91,1908
91,3084
91,3233
91,3500
91,3557
91,3641
91,4235
92,206
92,337
92,543
92,592
92,725
92,3545
93,122
93,369
93,1552
94,100
94,133
94,137
94,146
94,199
94,227
94,363
94,413
94,722
94,843
94,1196
94,1736
94,3847
94,4135
94,4140
94,4449
95,167
95,185
95,377
95,405
95,775
96,101
96,115
96,160
96,176
96,218
96,646
96,1879
96,4951
97,134
97,412
97,454
97,604
97,858
97,3519
97,4260
98,213
98,381
99,107
99,136
99,195
99,211
99,234
99,385
99,1304
99,1523
99,1556
99,1629
99,1721
99,2599
99,2639
99,2679
99,2948
99,2967
100,133
100,216
100,245
100,594
100,728
100,753
100,888
100,1117
101,646
101,3107
102,347
102,482
102,529
102,1217
102,1425
102,1593
102,4889
103,106
103,110
103,177
103,575
103,576
103,680
103,896
