step,max_distance,k_max,entropy
0,1,3,1.58192
67,3,41,4.81914
134,4,57,5.49834
201,4,69,5.90162
268,4,82,6.18782
335,4,94,6.4134
402,4,111,6.59102
469,4,118,6.74369
536,5,132,6.87603
603,5,142,6.9928
670,5,154,7.09789
737,5,168,7.19127
804,5,184,7.27796
871,5,195,7.35896
938,5,203,7.4335
1005,5,218,7.50129
1072,5,230,7.56583
1139,5,238,7.62707
1206,5,248,7.6845
1273,5,259,7.73896
1340,5,265,7.79107
1407,5,276,7.8403
1474,5,284,7.88637
1541,5,293,7.93107
1608,5,299,7.97368
1675,5,305,8.01475
1742,5,314,8.05406
1809,6,320,8.09154
1876,6,327,8.12788
1943,6,334,8.16343
2010,6,341,8.1975
2077,6,348,8.23068
2144,6,356,8.26258
2211,6,363,8.29225
2278,6,369,8.32226
2345,6,378,8.35133
2412,6,382,8.37912
2479,6,390,8.40691
2546,6,396,8.4336
2613,6,402,8.45972
2680,6,409,8.48493
2747,6,416,8.50968
2814,6,420,8.53392
2881,6,431,8.55792
2948,6,436,8.58088
3015,6,442,8.60354
3082,6,446,8.62568
3149,6,450,8.6471
3216,6,453,8.66798
3283,6,458,8.68866
3350,6,463,8.70905
3417,6,467,8.72846
3484,6,474,8.74803
3551,6,477,8.76731
3618,6,482,8.78633
3685,6,488,8.80445
3752,6,494,8.82217
3819,6,501,8.83984
3886,6,507,8.85734
3953,6,518,8.87424
4020,6,527,8.89089
4087,6,531,8.90733
4154,6,538,8.92329
4221,6,544,8.93932
4288,6,551,8.95492
4355,6,558,8.97057
4422,6,561,8.98607
4489,6,562,9.00099
4556,6,565,9.01587
4623,6,569,9.03064
4690,6,573,9.04507
4757,6,575,9.05933
4824,6,583,9.07321
4891,6,585,9.08705
4958,6,590,9.1008
5025,6,594,9.11413
5092,6,599,9.12745
5159,6,603,9.14039
5226,6,610,9.15316
5293,6,614,9.1657
5360,6,625,9.17802
5427,6,632,9.19037
5494,6,640,9.20272
5561,6,644,9.21484
5628,6,645,9.22675
5695,6,650,9.2386
5762,6,658,9.2503
5829,6,660,9.26215
5896,6,668,9.27349
5963,6,671,9.28449
6030,6,679,9.2957
6097,6,685,9.30699
6164,6,695,9.31786
6231,6,701,9.32874
6298,6,709,9.33952
6365,6,713,9.35041
6432,6,718,9.36095
6499,6,723,9.3714
6566,6,725,9.38152
6633,6,730,9.39147
6700,6,734,9.40146
6767,6,741,9.41141
6834,6,749,9.4212
6901,6,754,9.43108
6968,6,761,9.44069
7035,6,766,9.45033
7102,6,769,9.45979
7169,6,775,9.4691
7236,6,781,9.47838
7303,6,786,9.48772
7370,6,790,9.49689
7437,6,796,9.50599
7504,6,803,9.5149
7571,6,804,9.52412
7638,6,807,9.53294
7705,6,815,9.54146
7772,6,819,9.55006
7839,6,823,9.55852
7906,6,829,9.56705
7973,6,832,9.57562
8040,6,837,9.5839
8107,6,840,9.59215
8174,6,846,9.60035
8241,6,851,9.60836
8308,6,853,9.61654
8375,6,858,9.62448
8442,6,866,9.63255
8509,6,871,9.64056
8576,6,878,9.64834
8643,6,885,9.65605
8710,6,891,9.6638
8777,6,896,9.6714
8844,6,905,9.67892
8911,6,911,9.68657
8978,6,917,9.69414
9045,6,920,9.70138
9112,6,926,9.70878
9179,6,932,9.71604
9246,6,935,9.72321
9313,6,943,9.73026
9380,6,951,9.73708
9447,6,954,9.74418
9514,6,957,9.75133
9581,6,960,9.75841
9648,6,962,9.76545
9715,6,968,9.77235
9782,6,972,9.77933
9849,6,974,9.78601
9916,6,977,9.79287
9983,6,986,9.79965
