step,max_distance,k_max,entropy
0,1,3,1.38224
67,4,13,4.24338
134,4,16,4.91318
201,6,16,5.30803
268,6,16,5.5903
335,6,16,5.81088
402,6,16,5.99078
469,6,17,6.14357
536,6,17,6.27572
603,6,18,6.39188
670,6,19,6.49634
737,6,19,6.59165
804,6,19,6.67765
871,6,20,6.75805
938,7,20,6.83184
1005,7,20,6.90064
1072,7,20,6.96497
1139,8,20,7.02507
1206,8,21,7.0821
1273,8,21,7.13621
1340,8,21,7.18732
1407,8,21,7.23596
1474,8,21,7.28196
1541,8,21,7.32656
1608,8,21,7.36862
1675,8,21,7.40933
1742,8,21,7.4484
1809,8,21,7.48607
1876,8,21,7.52235
1943,8,21,7.55746
2010,8,21,7.5911
2077,8,21,7.62389
2144,8,21,7.65566
2211,9,21,7.68647
2278,9,21,7.71643
2345,9,21,7.74526
2412,9,21,7.77333
2479,9,21,7.80067
2546,9,21,7.8274
2613,9,21,7.85319
2680,9,22,7.87849
2747,9,22,7.90328
2814,9,22,7.9273
2881,9,22,7.95079
2948,9,22,7.97387
3015,9,22,7.99631
3082,9,22,8.01814
3149,9,23,8.03955
3216,9,23,8.06053
3283,9,23,8.08112
3350,9,23,8.10138
3417,9,23,8.12123
3484,9,23,8.1407
3551,9,23,8.15974
3618,10,23,8.17849
3685,10,23,8.19668
3752,10,23,8.21467
3819,10,23,8.23233
3886,10,23,8.24973
3953,10,23,8.26682
4020,10,23,8.28362
4087,10,23,8.30013
4154,10,23,8.31635
4221,10,23,8.33214
4288,10,23,8.3479
4355,10,23,8.36353
4422,10,23,8.37873
4489,10,23,8.39382
4556,10,23,8.40861
4623,10,23,8.42327
4690,10,23,8.43751
4757,11,23,8.45164
4824,11,23,8.4657
4891,11,23,8.47955
4958,11,23,8.49318
5025,11,23,8.50663
5092,11,23,8.51985
5159,11,23,8.53293
5226,11,23,8.54572
5293,11,23,8.55852
5360,11,23,8.57107
5427,11,23,8.58346
5494,11,23,8.59581
5561,11,23,8.60792
5628,11,23,8.61996
5695,11,23,8.63179
5762,11,23,8.64339
5829,11,23,8.65499
5896,11,23,8.66643
5963,11,23,8.67774
6030,11,23,8.68884
6097,11,23,8.69989
6164,11,23,8.71085
6231,11,23,8.72171
6298,11,23,8.73244
6365,11,23,8.74298
6432,11,23,8.75341
6499,11,23,8.76383
6566,11,23,8.77404
6633,11,23,8.78413
6700,11,23,8.79416
6767,11,23,8.80413
6834,11,23,8.81399
6901,11,23,8.82372
6968,11,23,8.83343
7035,11,23,8.84296
7102,11,23,8.8524
7169,11,23,8.86177
7236,11,23,8.8711
7303,11,23,8.8803
7370,11,23,8.88944
7437,11,23,8.89846
7504,11,23,8.90746
7571,11,23,8.91634
7638,11,23,8.92511
7705,11,23,8.93384
7772,11,23,8.94245
7839,11,23,8.95106
7906,11,23,8.95954
7973,11,23,8.96804
8040,11,23,8.97641
8107,11,23,8.98475
8174,11,23,8.99296
8241,11,23,9.00112
8308,11,23,9.00918
8375,11,23,9.01718
8442,11,23,9.02513
8509,11,23,9.03302
8576,11,23,9.04087
8643,11,23,9.04869
8710,11,23,9.0564
8777,11,23,9.06415
8844,11,23,9.07174
8911,11,23,9.07927
8978,11,23,9.08679
9045,11,23,9.09422
9112,11,23,9.10159
9179,11,23,9.10892
9246,11,23,9.11615
9313,11,23,9.12336
9380,11,23,9.13057
9447,11,23,9.13768
9514,11,23,9.14476
9581,11,23,9.15178
9648,11,23,9.15876
9715,11,23,9.16572
9782,11,23,9.17257
9849,11,23,9.1794
9916,11,23,9.18618
9983,11,23,9.19293
