Node,Curvature
0,-30
1,-26
2,-36.6667
3,-34.3333
4,-7
5,-27.6667
6,-5
7,-27.3333
8,-16.3333
9,-2
10,-11.8333
11,-19.6667
12,-4
13,-3.5
14,-2
15,-5.33333
16,-0.666667
17,-3.83333
18,-2
19,-12.1667
20,-3.16667
21,-8.16667
22,-4
23,-3.66667
24,-17.8333
25,0
26,-1.83333
27,-0.666667
28,-6.33333
29,-2.5
30,-8
31,-7.33333
32,-7.66667
33,-7.83333
34,-11.6667
35,-1
36,-1.83333
37,-3.16667
38,-4.66667
39,-2.66667
40,-9.16667
41,-3.16667
42,-1.16667
43,-4.5
44,-5.16667
45,-7.66667
46,-0.166667
47,-1
48,-3.66667
49,-1
50,-10.8333
51,-8
52,-4.16667
53,-1.5
54,-4.16667
55,-3.5
56,-1.16667
57,-5.33333
58,-0.833333
59,0.333333
60,-12
61,-2.83333
62,-5
63,-1.66667
64,-6.33333
65,-0.666667
66,-1.33333
67,-1.16667
68,-1.66667
69,-0.5
70,-0.5
71,-0.666667
72,-4.83333
73,-7.33333
74,0
75,-4.66667
76,-2.16667
77,0.333333
78,-2.83333
79,-0.5
80,-1.16667
81,-0.666667
82,-1.83333
83,-10.8333
84,-3.16667
85,-3.66667
86,-3
87,-1
88,-1
89,-0.5
90,-3.16667
91,-1.66667
92,-0.5
93,0.166667
94,-1.66667
95,-1.5
96,-1.33333
97,-1.83333
98,-0.333333
99,-2.66667
100,-4.33333
101,-2.66667
102,-0.5
103,-1.83333
104,-2.66667
105,-0.5
106,-1
107,-0.666667
108,-1
109,-1.33333
110,-0.833333
111,0.166667
112,-3.5
113,-4.16667
114,-2.5
115,-3.83333
116,-2.83333
117,-0.5
118,-1
119,-0.666667
120,-0.166667
121,-0.166667
122,-2.16667
123,-3.16667
124,-0.5
125,-1.16667
126,-2.33333
127,-1
128,-0.333333
129,-2.5
130,-1.83333
131,-2
132,-1.33333
133,-0.333333
134,-0.666667
135,-0.5
136,0
137,-0.166667
138,-0.5
139,-1.66667
140,-0.333333
141,-1
142,0.166667
143,-1
144,-3.66667
145,-0.166667
146,-1.16667
147,-0.333333
148,-1.83333
149,-1.5
150,-1.5
151,-1.16667
152,-0.666667
153,0.333333
154,-1.66667
155,-0.666667
156,-0.833333
157,0
158,-1
159,-1.33333
160,0.333333
161,0.166667
162,-0.666667
163,-0.5
164,-0.5
165,-1.66667
166,0
167,-0.666667
168,-2.5
169,0.333333
170,-1.16667
171,-0.666667
172,-2.83333
173,-1
174,-0.5
175,-1.16667
176,0.166667
177,-2.33333
178,-2
179,-3.66667
180,-1.66667
181,-0.833333
182,-0.333333
183,0.333333
184,-1.33333
185,-5
186,-1
187,-2.83333
188,-3.16667
189,-1.16667
190,-1.16667
191,-2
192,0
193,-1.66667
194,-1
195,-0.833333
196,-2
197,-1.16667
198,-1.16667
199,-2.5
200,-1.33333
201,-0.5
202,-2.33333
203,0.333333
204,0
205,-1.33333
206,0.333333
207,-1.33333
208,0
209,-0.666667
210,-1.33333
211,-1.33333
212,-1.5
213,-0.333333
214,-0.833333
215,-0.5
216,-2
217,-0.166667
218,-2
219,-0.666667
220,-1.33333
221,-1
222,-0.166667
223,-0.5
224,0.166667
225,-2.66667
226,-4
227,-1.66667
228,-0.666667
229,0.333333
230,-1
231,-0.5
232,-3.33333
233,0.166667
234,-1.5
235,-0.333333
236,-1.16667
237,-0.166667
238,-1.83333
239,-0.333333
240,-0.5
241,-0.166667
242,-0.333333
243,-0.333333
244,-0.5
245,-1.33333
246,-0.833333
247,0.333333
248,-0.666667
249,-2.83333
250,-1.33333
251,-0.166667
252,-1.33333
253,-2.66667
254,0
255,-2.66667
256,-0.833333
257,0
258,0.166667
259,-1
260,-1.5
261,-3.33333
262,0.166667
263,-1.16667
264,-0.833333
265,0
266,-1.16667
267,-1.5
268,0.166667
269,-1.33333
270,-0.666667
271,0.333333
272,-0.166667
273,0.166667
274,-1.33333
275,-0.833333
276,0.166667
277,0.166667
278,-1
279,-1.33333
280,-0.333333
281,0
282,0.333333
283,0
284,0.333333
285,0.166667
286,-0.166667
287,-0.666667
288,0.166667
289,-2
290,-0.5
291,0
292,-0.333333
293,-2.83333
294,-1
295,0.333333
296,-0.166667
297,-0.166667
298,-3.33333
299,-0.833333
300,-0.333333
301,0.333333
302,-0.5
303,-3.5
304,0.333333
305,-1
306,0
307,0
308,-1.33333
309,-0.166667
310,-2.16667
311,0
312,-1.33333
313,0.166667
314,-0.166667
315,0.333333
316,0
317,-1
318,-1.33333
319,0
320,-0.166667
321,-0.5
322,0
323,0.166667
324,-1.66667
325,-0.166667
326,-0.666667
327,-0.333333
328,0.166667
329,-0.5
330,-0.5
331,0.333333
332,-2
333,-0.166667
334,-0.166667
335,0.333333
336,-0.333333
337,-0.166667
338,-0.5
339,0
340,-0.166667
341,-0.166667
342,-1
343,-1.83333
344,0
345,0
346,0.166667
347,0
348,-0.5
349,-1
350,0
351,-0.666667
352,0.166667
353,-0.166667
354,0.333333
355,-2.5
356,-0.333333
357,0
358,-2.83333
359,0
360,-1.5
361,-1
362,-1.33333
363,-0.5
364,-0.5
365,0.333333
366,0.166667
367,0.166667
368,-0.5
369,-0.5
370,-1.5
371,-0.833333
372,-0.166667
373,-0.5
374,-2.66667
375,-0.5
