Source,Target
0,1
0,2
0,10
0,13
0,21
0,24
0,30
0,80
0,84
0,432
0,577
0,1155
0,2024
0,2197
1,2
1,3
1,4
1,5
1,10
1,16
1,28
1,31
1,49
1,67
1,90
1,103
1,106
1,114
1,222
1,233
1,244
1,253
1,379
1,573
1,709
1,763
1,1239
1,1411
1,1513
2,3
2,19
2,21
2,23
2,35
2,61
2,503
2,727
2,802
2,803
2,1165
2,2053
2,2263
2,4588
3,4
3,9
3,19
3,20
3,27
3,50
3,82
3,138
3,236
3,279
3,342
3,620
3,648
3,1091
3,1846
3,3431
3,3475
3,3701
4,5
4,6
4,7
4,9
4,15
4,78
4,166
4,179
4,230
4,696
4,848
4,1928
4,3008
5,6
5,8
5,12
5,16
5,18
5,32
5,34
5,52
5,104
5,117
5,214
5,242
5,967
5,1012
5,1078
5,1409
5,1553
6,7
6,8
6,11
6,44
6,68
6,119
6,226
6,619
6,865
7,68
7,166
7,231
7,343
7,358
7,675
7,1136
7,1784
7,1935
8,11
8,12
8,22
8,38
8,45
8,112
8,460
8,988
8,1072
8,1694
8,2885
8,3785
9,15
9,20
9,36
9,37
9,40
9,48
9,57
9,66
9,94
9,113
9,145
9,328
9,352
9,363
9,399
9,544
9,567
9,580
9,677
9,755
9,918
9,1094
9,3031
9,3322
9,3408
9,4475
9,4657
10,13
10,14
10,17
10,28
10,29
10,70
10,75
10,173
10,190
10,259
10,322
10,502
10,598
10,891
10,2399
10,4594
11,38
11,44
11,46
11,200
11,427
11,875
11,2370
11,3512
12,18
12,22
12,59
12,149
12,154
12,284
12,311
12,699
12,735
12,1080
12,1255
12,1455
12,2256
13,14
13,256
13,577
13,607
13,1832
14,17
14,64
14,256
14,263
14,332
14,347
14,1289
14,2902
14,3109
14,4819
15,40
15,41
15,78
15,102
15,161
15,291
15,294
15,364
15,479
15,556
15,593
15,969
15,1001
15,1963
15,2246
15,2996
15,3901
16,31
16,32
16,33
16,39
16,51
16,141
16,292
16,456
16,761
16,3349
17,64
17,70
17,416
17,921
17,1376
17,1723
17,1969
17,2347
18,104
18,284
18,491
18,2381
18,3278
18,4779
18,4809
19,23
19,26
19,42
19,50
19,152
19,448
19,791
19,1253
19,1258
19,1397
19,2234
19,3403
19,4423
20,27
20,36
20,56
20,74
20,118
20,162
20,250
20,739
20,1709
20,2160
20,2215
20,2534
21,24
21,25
21,35
21,53
21,167
21,2872
22,45
22,59
22,97
22,1368
22,2835
22,3032
22,3549
23,26
23,61
23,79
23,289
23,1005
23,3102
24,25
24,30
24,43
24,60
24,299
24,540
24,1011
24,1181
25,53
25,58
25,60
25,139
25,140
25,262
25,300
25,310
26,42
26,95
26,289
26,623
26,1600
26,1650
26,2157
26,4952
27,118
27,138
27,414
27,2117
27,4407
28,29
28,49
28,98
28,134
28,398
28,421
28,482
28,1536
28,3413
28,4208
29,173
29,482
29,679
29,1797
29,2576
29,3307
30,43
30,80
30,150
30,324
30,331
30,392
30,768
30,1365
31,33
31,67
31,100
31,132
31,181
31,213
31,366
31,524
31,931
31,1027
31,1579
31,1909
31,2054
31,2220
31,3272
31,4014
32,34
32,51
32,55
32,128
32,1043
32,1451
32,2863
32,4597
33,39
33,92
33,181
33,1137
33,1779
33,2115
34,52
34,85
34,158
34,206
34,298
34,306
34,1451
34,2538
34,4404
35,503
35,1306
36,37
36,54
36,56
36,62
36,372
36,1432
36,2284
36,4015
37,54
37,57
37,72
37,142
37,168
37,169
37,189
37,245
37,296
37,381
37,806
38,46
38,101
38,112
38,156
38,170
38,269
38,359
38,442
38,1195
38,1345
38,1495
38,1692
38,2467
38,3885
38,4280
39,92
39,241
39,281
39,292
39,839
39,1303
39,1748
39,2329
39,2603
39,2746
39,3248
39,4241
39,4444
40,41
40,47
40,48
40,63
40,65
40,76
40,77
40,89
40,96
40,110
40,111
40,123
40,337
40,375
40,446
40,776
40,836
40,1856
40,3495
41,47
41,73
41,364
41,412
41,541
41,1865
41,1919
41,2393
42,95
42,152
43,150
43,188
43,235
43,243
43,704
43,783
43,1011
43,2218
43,3616
44,427
44,619
44,1141
44,1744
45,97
45,165
45,238
45,837
45,1072
45,1770
45,2448
45,3107
45,4957
46,101
46,200
46,317
46,326
46,439
47,73
47,108
47,111
47,121
47,122
47,148
47,207
47,219
47,240
47,868
47,1358
47,1518
47,1761
47,2434
47,3361
47,4374
47,4585
48,63
48,69
48,94
48,105
48,178
48,217
48,436
48,536
48,569
48,628
48,940
48,2726
48,4898
49,90
49,98
49,172
49,295
49,314
49,550
49,794
49,3732
50,82
50,448
51,55
51,109
51,125
51,141
51,386
51,757
51,1025
51,1336
51,1716
51,2070
52,85
52,117
52,341
52,377
52,643
52,1240
52,1785
53,58
53,115
53,135
53,159
53,167
53,211
53,287
53,451
53,478
53,561
53,991
53,1210
53,1450
53,1509
54,189
54,267
54,277
54,2725
54,2760
54,4015
55,109
55,128
55,265
55,489
55,871
55,930
55,1037
55,1234
55,2203
55,3764
56,62
56,74
56,93
56,124
56,808
56,1587
56,1930
56,4954
57,66
57,72
57,88
57,221
57,248
57,445
57,496
57,597
57,3002
57,4125
58,115
58,139
58,747
58,1849
58,3052
58,3286
58,3524
58,4221
58,4885
59,149
59,469
59,3204
59,3549
59,4774
60,140
60,239
60,299
60,644
60,1017
60,1486
60,1777
61,79
61,81
61,163
61,802
61,1310
61,3755
61,3798
62,372
62,835
62,1587
62,1948
63,65
63,69
63,71
63,129
63,184
63,187
63,369
63,2888
64,347
64,416
64,666
64,669
64,790
64,872
65,71
65,76
65,99
65,183
65,255
65,465
65,592
65,816
65,1768
65,3882
66,88
66,113
66,120
66,144
66,247
66,543
66,844
66,1196
66,1476
66,1736
66,3667
66,4102
66,4449
67,100
67,233
67,272
67,419
67,725
67,1117
67,1552
67,2871
67,3157
67,4951
68,119
68,130
68,131
68,231
68,722
68,775
68,1217
68,1304
68,2040
69,105
69,129
69,249
69,413
69,843
69,1293
69,1523
69,1629
69,3163
69,4235
70,75
70,83
70,185
70,646
70,1723
70,2857
70,4889
71,99
71,116
71,187
71,204
71,312
71,339
71,405
71,454
71,529
71,594
71,604
71,896
71,1246
71,1425
71,1593
71,1721
71,1908
71,3084
71,3641
72,142
72,221
72,266
72,575
72,753
72,858
72,888
72,1212
72,1556
72,1879
72,3233
72,3375
72,3557
72,4135
72,4140
73,108
73,176
73,385
73,412
73,576
73,728
73,4260
74,93
74,162
74,447
74,680
74,995
74,1249
74,3500
74,3847
74,4984
75,83
75,87
75,177
75,199
75,218
75,502
75,633
75,874
75,945
75,1049
75,1250
75,2639
75,2679
75,3545
76,77
76,86
76,367
76,549
76,816
76,975
76,1199
76,2599
76,4714
77,86
77,89
77,146
77,227
77,780
77,2609
77,2792
77,3519
78,102
78,179
78,443
78,766
78,1099
78,1369
78,2515
78,2669
79,81
79,91
79,1005
79,2681
79,2736
79,4684
80,84
80,133
80,137
80,216
80,392
80,425
80,1160
80,1171
80,1577
80,2948
80,3087
