step,max_distance,k_max,entropy
0,1,3,1.57576
67,2,41,4.7592
134,2,69,5.45461
201,3,95,5.8598
268,3,122,6.14207
335,4,148,6.36361
402,4,171,6.54958
469,4,192,6.70117
536,5,219,6.83815
603,5,237,6.95925
670,5,257,7.06484
737,5,276,7.16182
804,5,293,7.24955
871,5,305,7.32737
938,5,328,7.40276
1005,5,348,7.47312
1072,5,365,7.53738
1139,5,388,7.59753
1206,5,409,7.65395
1273,5,428,7.70836
1340,5,444,7.75962
1407,5,459,7.80938
1474,5,473,7.85708
1541,5,489,7.90168
1608,5,506,7.94309
1675,5,523,7.98458
1742,5,535,8.02476
1809,5,548,8.06339
1876,5,566,8.10079
1943,5,583,8.13626
2010,5,595,8.17025
2077,5,607,8.20372
2144,5,626,8.23542
2211,5,638,8.2661
2278,5,659,8.29567
2345,5,675,8.32491
2412,5,689,8.35379
2479,5,705,8.38169
2546,5,721,8.40848
2613,5,737,8.43448
2680,5,750,8.45991
2747,6,763,8.48465
2814,6,776,8.50928
2881,6,792,8.53268
2948,6,806,8.55605
3015,6,820,8.5785
3082,6,831,8.6008
3149,6,844,8.62216
3216,6,856,8.64276
3283,6,867,8.66388
3350,6,875,8.68433
3417,6,885,8.70426
3484,6,902,8.72389
3551,6,912,8.74295
3618,6,923,8.76166
3685,6,940,8.78053
3752,6,960,8.79855
3819,6,972,8.81639
3886,6,983,8.83437
3953,6,1000,8.85141
4020,6,1010,8.8685
4087,6,1020,8.88503
4154,6,1032,8.90142
4221,6,1040,8.9176
4288,7,1051,8.93368
4355,7,1060,8.94975
4422,7,1070,8.96532
4489,7,1080,8.98036
4556,7,1092,8.99523
4623,7,1103,9.0102
4690,7,1122,9.02425
4757,7,1136,9.03843
4824,7,1151,9.05237
4891,7,1164,9.06621
4958,7,1177,9.08003
5025,7,1190,9.09356
5092,7,1203,9.1068
5159,7,1220,9.11981
5226,7,1234,9.13254
5293,7,1244,9.14528
5360,7,1254,9.15796
5427,7,1269,9.17022
5494,7,1283,9.18216
5561,7,1296,9.19447
5628,7,1311,9.20648
5695,7,1321,9.21813
5762,7,1342,9.22978
5829,7,1354,9.24153
5896,7,1362,9.25282
5963,7,1373,9.2642
6030,7,1388,9.27529
6097,7,1402,9.28629
6164,7,1413,9.29718
6231,7,1421,9.30831
6298,7,1439,9.31886
6365,7,1452,9.32954
6432,7,1468,9.33984
6499,7,1480,9.35043
6566,7,1493,9.36071
6633,7,1507,9.37085
6700,7,1521,9.38073
6767,7,1537,9.39066
6834,7,1545,9.40075
6901,7,1555,9.41057
6968,7,1569,9.42027
7035,7,1580,9.43011
7102,7,1591,9.43968
7169,7,1602,9.44923
7236,7,1609,9.45859
7303,7,1617,9.468
7370,7,1630,9.47727
7437,7,1637,9.48667
7504,7,1648,9.49553
7571,7,1656,9.50458
7638,7,1672,9.51327
7705,7,1683,9.52208
7772,7,1692,9.53076
7839,7,1706,9.53947
7906,7,1719,9.54803
7973,7,1731,9.55656
8040,7,1737,9.56473
8107,7,1750,9.57311
8174,7,1763,9.5812
8241,7,1774,9.58959
8308,7,1788,9.59777
8375,7,1797,9.60594
8442,7,1815,9.61375
8509,7,1828,9.62171
8576,7,1840,9.62951
8643,7,1850,9.63741
8710,7,1860,9.64523
8777,7,1875,9.65268
8844,7,1885,9.66038
8911,7,1900,9.66801
8978,7,1908,9.67551
9045,7,1923,9.68276
9112,7,1936,9.69002
9179,7,1942,9.69751
9246,7,1953,9.70486
9313,7,1960,9.71218
9380,7,1966,9.71939
9447,7,1979,9.72655
9514,7,1992,9.73356
9581,7,2007,9.74064
9648,7,2020,9.74768
9715,7,2033,9.75451
9782,7,2044,9.76133
9849,7,2051,9.76819
9916,7,2069,9.77491
9983,7,2081,9.78172
