step,max_distance,k_max,entropy
0,1,3,1.59311
67,3,24,4.87465
134,3,42,5.53341
201,3,51,5.93191
268,4,60,6.21487
335,4,68,6.43648
402,4,81,6.61663
469,4,87,6.77046
536,4,101,6.90391
603,4,106,7.02218
670,4,115,7.12647
737,4,125,7.22146
804,4,132,7.3079
871,4,137,7.38782
938,4,143,7.46255
1005,5,149,7.53238
1072,5,156,7.59663
1139,5,163,7.65688
1206,5,168,7.71416
1273,5,177,7.7674
1340,5,183,7.81893
1407,5,189,7.8678
1474,5,194,7.91483
1541,5,196,7.96008
1608,5,201,8.00295
1675,5,209,8.04307
1742,5,212,8.08221
1809,5,217,8.12014
1876,5,223,8.1566
1943,5,229,8.19206
2010,5,234,8.22629
2077,5,238,8.25894
2144,5,241,8.29095
2211,5,244,8.32184
2278,5,247,8.35177
2345,5,250,8.38078
2412,5,254,8.40912
2479,5,256,8.4366
