Node,Curvature
0,-25.3333
1,-11.8333
2,-20.3333
3,-17.6667
4,-5
5,-8.66667
6,-2.33333
7,-14.5
8,-8.16667
9,-4.83333
10,-17.6667
11,-2.83333
12,-3.83333
13,-13
14,-1
15,-2.5
16,-14
17,-5.16667
18,-1.66667
19,-1.66667
20,-0.833333
21,-2.83333
22,-4.83333
23,-4.66667
24,-0.833333
25,-2.5
26,-0.833333
27,0.333333
28,-2.5
29,-2.33333
30,-11
31,-0.5
32,-10.1667
33,-2.33333
34,-6.83333
35,-4.16667
36,-0.166667
37,0
38,-1.5
39,-0.333333
40,0.166667
41,-1
42,-3
43,-3.5
44,-2.83333
45,-2.16667
46,-1.5
47,-1.5
48,-1.83333
49,0
50,-8.66667
51,-1.33333
52,-0.166667
53,-3.5
54,-1.33333
55,-0.5
56,-0.833333
57,-5.83333
58,-2
59,0
60,-2.33333
61,-1
62,0
63,-0.333333
64,-1
65,-5.16667
66,-0.166667
67,-1.66667
68,-2.83333
69,-0.666667
70,-3.16667
71,-2.83333
72,-0.166667
73,-2.16667
74,-2.16667
75,-0.666667
76,-0.5
77,-0.833333
78,-2.83333
79,0.166667
80,-5.16667
81,-1.66667
82,-2.33333
83,-2
84,-0.5
85,-0.333333
86,-0.5
87,-1.5
88,0.166667
89,0
90,-0.5
91,0.166667
92,-2
93,0.166667
94,-0.5
95,-1.5
96,0.333333
97,-1
98,-2
99,-2.5
100,0.166667
101,-1
102,-0.666667
103,-1.66667
104,-1
105,0.166667
106,-1.5
107,-0.166667
108,0.333333
109,-1.83333
110,-2.5
111,-0.666667
112,0
113,-0.5
114,-2.33333
115,0
116,-0.666667
117,-0.666667
118,-0.333333
119,-0.5
120,-1.33333
121,-0.333333
122,0.333333
123,-0.5
124,-1.5
125,-1.66667
126,-2.5
127,-0.666667
128,-1.33333
129,-0.666667
130,0.333333
131,0.166667
132,-1
133,-1.83333
134,-0.666667
135,-0.666667
136,-0.166667
137,-0.333333
138,-0.5
139,0.166667
140,-0.833333
141,0
142,-2.16667
143,-0.166667
144,-0.833333
145,-0.166667
146,-0.333333
147,0.333333
148,0
149,0.333333
150,-0.833333
151,0
152,-0.833333
153,0.333333
154,-1.83333
155,-1.33333
156,0
157,-1.5
158,-0.166667
159,-0.833333
160,-2.5
161,-0.333333
162,0.166667
163,-0.666667
164,-0.333333
165,0
166,-0.666667
167,-1.33333
168,0.166667
169,-0.5
170,0.333333
171,-2.33333
172,0.333333
173,0.333333
174,-0.5
175,0.166667
176,-2
177,-0.166667
178,-1.83333
179,-0.5
180,-1.33333
181,0.166667
182,-0.166667
183,0.166667
184,0.166667
185,-0.166667
186,0
187,0
188,-0.333333
189,0
190,-1.83333
191,-0.333333
192,-0.333333
193,-0.166667
194,-0.833333
195,-1.33333
196,0.166667
197,-1.5
198,0.166667
199,-0.833333
200,-0.166667
201,0
202,0.333333
203,-0.333333
204,-0.833333
205,0.166667
206,-0.333333
207,-0.5
208,-0.166667
209,-0.166667
210,0.333333
211,-0.166667
212,0.166667
213,-1.66667
214,-0.666667
215,0
216,0.333333
217,-0.666667
218,-0.166667
219,0.166667
220,0
221,-2.16667
222,-0.166667
