step,max_distance,k_max,entropy
0,1,3,1.48514
67,3,42,3.01581
134,3,87,3.67669
201,4,142,4.02625
268,4,200,4.24662
335,4,249,4.3637
402,4,308,4.37193
469,4,365,4.45666
536,4,423,4.58196
603,4,479,4.6123
670,4,536,4.66325
737,4,595,4.73086
804,4,651,4.70573
871,4,705,4.76845
938,4,765,4.81733
1005,4,820,4.84767
1072,4,879,4.84828
1139,4,939,4.87497
1206,4,993,4.90864
1273,4,1046,4.95867
1340,4,1099,4.95957
1407,4,1157,5.00196
1474,4,1215,4.9935
1541,4,1272,5.00138
1608,4,1331,5.00798
1675,4,1389,5.00005
1742,4,1447,4.99581
1809,4,1506,4.99856
1876,4,1561,5.00085
1943,4,1617,5.03819
2010,4,1669,5.06482
2077,4,1726,5.08787
2144,4,1781,5.10127
2211,4,1836,5.11503
2278,4,1893,5.12604
2345,4,1949,5.14362
2412,4,2005,5.16052
2479,4,2057,5.1511
