Node,Curvature
0,-34.3333
1,-19.1667
2,-84.6667
3,-29.1667
4,-6.66667
5,-20.1667
6,-18.3333
7,-3.16667
8,-7
9,-4.33333
10,-28.8333
11,-1.16667
12,-10.3333
13,-19.6667
14,-3.66667
15,-1.5
16,-8
17,-4.83333
18,-3.5
19,-2.5
20,-4.5
21,-4
22,0
23,-3.5
24,-0.833333
25,-3.33333
26,0.166667
27,-4.5
28,-0.666667
29,-2.66667
30,-9.33333
31,-7.83333
32,-2.5
33,0
34,-6.5
35,-1.33333
36,-4.33333
37,-12.1667
38,-15.3333
39,-3.5
40,-9.33333
41,-0.666667
42,-1.66667
43,-8.16667
44,-5.33333
45,-4.66667
46,-0.333333
47,-0.166667
48,-3
49,-3.33333
50,-0.5
51,0
52,0
53,-7.5
54,-3.33333
55,-2.5
56,-0.166667
57,-4.66667
58,-3.66667
59,-2.33333
60,-7
61,-7.66667
62,-7.5
63,-1
64,0
65,-2.16667
66,-2
67,-1.66667
68,-0.333333
69,-2.5
70,-0.833333
71,-1
72,-3.16667
73,-1.33333
74,-7.33333
75,-3.66667
76,-4
77,0
78,-1.5
79,-1
80,-3.66667
81,-0.5
82,-3.33333
83,-2.66667
84,-5.33333
85,-2.16667
86,-1.5
87,-5.16667
88,-0.833333
89,-2.5
90,-1.16667
91,-1.33333
92,-2.16667
93,-0.833333
94,-0.166667
95,-1.16667
96,-1
97,-1.83333
98,-1.5
99,-2.33333
100,-0.333333
101,-0.666667
102,0.166667
103,0.333333
104,-2.83333
105,-0.833333
106,-0.833333
107,0
108,0
109,-0.833333
110,-2.5
111,-1.5
112,-1.5
113,-0.166667
114,-2.5
115,-1.33333
116,-1.5
117,-1.5
118,-3.66667
119,-3.16667
120,-1
121,-0.166667
122,-0.333333
123,-1.16667
124,0.333333
125,-0.166667
126,0.166667
127,0.166667
128,-3
129,-1
130,0
131,-1.16667
132,-3
133,0
134,-0.666667
135,-0.5
136,-0.166667
137,-3
138,-1.16667
139,-2
140,-0.166667
141,-0.666667
142,-0.5
143,-0.5
144,-1.33333
145,-0.166667
146,-1.16667
147,-5.5
148,-0.5
149,-1.16667
150,0
151,0.333333
152,-0.5
153,0.166667
154,-4
155,-0.166667
156,-0.333333
157,-0.333333
158,-0.5
159,-0.833333
160,-4.5
161,-0.833333
162,-0.333333
163,-0.666667
164,0
165,-4.83333
166,-3.16667
167,-0.166667
168,-1.66667
169,-3.33333
170,-1.66667
171,-7.5
172,-1
173,-0.166667
174,0
175,0.166667
176,-2.66667
177,-2
178,-4.66667
179,-1
180,-0.333333
181,-0.833333
182,-1.33333
183,0.166667
184,-2.66667
185,-0.833333
186,-0.833333
187,0.333333
188,0.166667
189,-0.333333
190,0
191,0
192,-0.333333
193,0
194,-2.33333
195,0
196,0.166667
197,-1.16667
198,-2.33333
199,-2
200,-3.66667
201,0
202,-0.833333
203,0
204,-3.66667
205,-1.83333
206,-1.16667
207,-2.16667
208,-2.33333
209,0.166667
210,0
211,0
212,0
213,-1.83333
214,-0.833333
215,-1.5
216,0.166667
217,0.333333
218,0.166667
219,-0.833333
220,-0.5
221,0.166667
222,0.333333
223,-3.66667
224,-4
225,0.333333
226,-1.16667
227,-2
228,-0.666667
229,0
230,-2
231,-0.166667
232,0
233,-1.5
234,-0.5
235,-1
236,-0.333333
237,-0.666667
238,-0.5
239,-0.166667
240,0.333333
241,0.166667
242,-0.666667
243,-0.333333
244,-2.33333
245,-0.833333
246,-0.333333
247,-1.33333
248,-3.66667
249,0.166667
250,-3
251,-0.5
252,-0.166667
253,-2.16667
254,-0.5
255,0
256,0.166667
257,-1
258,-0.333333
259,-0.5
260,-1.66667
261,-0.333333
262,-0.833333
263,-1
264,-4.16667
265,0
266,0.166667
267,-1.83333
268,-0.833333
269,-2.66667
270,-0.166667
271,-1.83333
272,-0.333333
273,0.333333
274,0.333333
275,-0.666667
276,-0.833333
277,-0.166667
278,-4.33333
279,-0.833333
280,-0.5
281,0.333333
282,-0.333333
283,-0.333333
284,-1.83333
285,-1.16667
286,0.166667
287,-1
288,-1.16667
289,-0.166667
290,-0.833333
291,0.166667
292,0.333333
293,-0.166667
294,-1
295,-2
296,0
297,0.333333
298,-0.666667
299,-3.83333
300,-0.666667
301,-0.166667
302,0
303,-0.5
304,-0.166667
305,0
306,-0.166667
307,-2
308,0.333333
309,-2.66667
310,-0.166667
311,-0.833333
312,-0.333333
313,-0.5
314,-1.5
315,-0.833333
316,0.333333
317,-0.666667
318,-0.833333
319,0
320,0.166667
321,-0.666667
322,0.166667
323,-0.333333
324,-0.333333
325,-0.833333
326,0.166667
327,-1.16667
328,-0.333333
329,-1.33333
330,-0.5
331,-1
332,0
333,-3.33333
334,-1.83333
335,-1.66667
336,-0.666667
337,0.333333
338,0.333333
339,-0.333333
340,-0.666667
341,-0.333333
342,-2.66667
343,-0.166667
344,-0.166667
345,-1.5
346,-0.666667
347,-0.166667
348,-1
349,-0.5
350,0.166667
351,-1.16667
352,0
353,-1.33333
354,0.333333
355,-0.333333
356,-1.33333
357,0
358,-0.833333
359,-1.5
360,-0.666667
361,-1
362,-1.5
363,-0.5
364,-0.333333
365,-3.83333
366,-1.33333
367,-0.166667
368,-4
369,-0.166667
370,-0.666667
371,0
372,-1.66667
373,-0.833333
374,-1.33333
375,-3
376,-0.666667
377,-0.833333
378,-1.5
379,0.333333
380,0.166667
381,-0.333333
382,-0.833333
383,0.166667
384,0
385,0.333333
386,-1.33333
387,0.166667
388,-1.16667
389,0.333333
390,0.333333
391,-0.333333
392,-1.83333
393,-0.5
394,0.166667
395,-2.16667
396,-0.666667
397,0.166667
398,-1
399,-1.5
400,-0.666667
401,-0.333333
402,-0.833333
403,0
404,0
405,-0.333333
406,0.166667
407,-0.5
408,0
409,-0.666667
410,-0.666667
411,-1
412,-0.833333
413,0
414,0
415,-0.666667
416,0.333333
417,0.166667
418,0.166667
419,0
420,0.166667
421,-0.166667
422,-1.33333
423,0.166667
424,-0.333333
425,0
426,-0.5
427,0.166667
428,-1
429,-0.166667
430,0.166667
431,0.166667
432,-1
433,0
434,-0.666667
435,0.333333
436,0
437,0.333333
438,0.166667
439,0
440,-1.5
441,-0.333333
442,-0.166667
443,-2
444,0.166667
445,0.333333
446,0
447,-1.16667
448,0.166667
449,-0.5
450,0
451,-2.16667
452,0
453,0.333333
454,-0.833333
455,0.166667
456,-0.5
457,-0.333333
458,-1.16667
459,0.166667
460,-0.333333
461,0.166667
462,0.333333
463,-2
464,0
465,-0.5
466,-0.5
467,-0.833333
468,-0.5
469,0.333333
470,0.166667
471,0.166667
472,0.166667
473,-0.333333
474,-0.333333
475,-1.33333
476,-0.666667
477,-0.666667
478,0.333333
479,-0.333333
480,-0.5
481,0.333333
482,-0.166667
483,0.166667
484,0.166667
485,-0.666667
486,-2.66667
487,0
488,0.166667
489,-3.5
490,-0.166667
491,0.166667
492,0.166667
493,0.333333
494,-0.666667
495,0.333333
496,0
497,0
498,-0.166667
499,-2.16667
500,0.166667
501,0.333333
502,0.166667
503,-0.166667
504,-0.666667
505,-0.5
506,0.333333
507,-1
508,0
509,0.166667
510,0.333333
511,-0.333333
512,0.333333
513,0.333333
514,-1
515,-0.833333
516,0.166667
517,-0.666667
518,0.166667
519,-0.166667
520,-0.5
521,0
522,-0.333333
523,-0.666667
524,-0.5
525,-0.333333
526,0
527,0.166667
528,0.166667
529,-0.5
530,0
531,0.333333
532,0.333333
533,-0.333333
534,-1.16667
535,0.166667
536,0
537,-0.166667
538,0.333333
539,0.166667
540,-0.333333
541,0.166667
542,-0.5
543,-2.5
544,-0.166667
545,0.333333
546,0.166667
547,-0.5
548,-0.166667
549,0.333333
550,-0.166667
551,-0.333333
552,0.166667
553,0.166667
554,-0.5
555,0.333333
556,0.166667
557,0.333333
558,-0.333333
559,-0.5
560,-1.16667
561,0.166667
562,-0.166667
563,0
564,-0.166667
565,0.166667
566,0.166667
567,0
568,0.166667
569,-0.666667
570,0
571,0
572,0.166667
573,-0.833333
574,-1.33333
575,0
576,0.166667
577,0.166667
578,-1.33333
579,0.333333
580,-0.333333
581,0.333333
582,0.333333
583,0.166667
584,0
585,0.333333
586,-0.5
587,-0.333333
588,0.333333
589,-0.666667
590,0.333333
591,0
592,-0.166667
593,0.333333
594,-0.833333
595,-0.333333
596,-0.166667
597,0
598,-1.33333
599,0
600,-0.333333
601,0.166667
602,-0.166667
603,-0.166667
604,-1
605,0.333333
606,-2.66667
607,0
608,0
609,-0.5
610,-0.166667
611,-0.833333
612,0.333333
613,-1
614,0.166667
615,-0.166667
616,0
617,-0.166667
618,-1
619,0
620,0
621,-0.5
622,0.166667
623,0.333333
624,0.166667
625,-0.666667
626,0.166667
627,0.166667
628,-0.166667
629,-1
630,0.166667
631,0.166667
632,0
633,0.166667
634,-0.333333
635,0.166667
636,0.166667
637,0.166667
638,-0.5
639,-0.833333
640,-1
641,0.166667
642,0
643,-0.666667
644,-0.666667
645,0.333333
646,-0.833333
647,0
648,0
649,0
650,0.166667
651,0.166667
652,0.166667
653,0.166667
654,0.166667
655,0.333333
656,0
657,-2.16667
658,-0.333333
659,0.333333
660,-0.166667
661,0
662,0
663,0
664,0
665,0
666,0
667,0.333333
668,0
669,0.333333
670,-1.83333
671,0
672,0.333333
673,0.166667
674,0.333333
675,-1.16667
676,-0.833333
677,0
678,-1.16667
679,0
680,-0.166667
681,-0.833333
