Source,Target
0,1
0,2
0,10
0,13
0,21
0,24
0,28
0,30
0,31
0,35
0,49
0,61
0,67
0,80
0,84
0,90
0,103
0,106
0,114
0,117
0,138
0,166
0,179
0,214
0,222
0,226
0,230
0,231
0,233
0,236
0,242
0,244
0,253
0,279
0,342
0,343
0,352
0,358
0,363
0,379
0,399
0,432
0,460
0,502
0,503
0,544
0,567
0,573
0,577
0,580
0,598
0,607
0,619
0,620
0,648
0,675
0,677
0,696
0,699
0,709
0,727
0,735
0,755
0,761
0,763
0,791
0,802
0,803
0,848
0,865
0,875
0,891
0,918
0,921
0,967
0,969
0,988
0,1001
0,1005
0,1011
0,1012
0,1072
0,1078
0,1080
0,1091
0,1094
0,1136
0,1155
0,1165
0,1181
0,1239
0,1253
0,1255
0,1258
0,1289
0,1365
0,1368
0,1376
0,1397
0,1409
0,1411
0,1451
0,1455
0,1513
0,1536
0,1553
0,1579
0,1600
0,1650
0,1694
0,1709
0,1723
0,1779
0,1784
0,1797
0,1832
0,1846
0,1909
0,1928
0,1935
0,1963
0,1969
0,2024
0,2053
0,2054
0,2115
0,2117
0,2157
0,2160
0,2197
0,2215
0,2218
0,2220
0,2234
0,2246
0,2256
0,2263
0,2284
0,2329
0,2347
0,2370
0,2381
0,2393
0,2399
0,2434
0,2448
0,2467
1,2
1,3
1,4
1,5
1,10
1,16
1,21
1,23
1,50
1,52
1,68
1,78
1,82
1,94
1,104
1,112
1,113
1,119
1,145
1,149
1,154
1,173
1,190
1,200
1,256
1,259
1,263
1,284
1,291
1,292
1,294
1,311
1,322
1,328
1,332
1,347
1,364
1,416
1,427
1,448
1,456
1,479
1,491
1,540
1,556
1,593
1,623
1,679
1,739
1,768
1,776
1,806
1,836
1,839
1,931
1,1027
1,1043
1,1137
1,1141
1,1195
1,1240
1,1303
1,1306
1,1336
1,1345
1,1358
1,1432
1,1450
1,1495
1,1509
1,1518
1,1587
1,1692
1,1716
1,1744
1,1748
1,1761
1,1770
1,1777
1,1785
1,1849
1,1856
1,1865
1,1919
1,1930
1,1948
1,2040
1,2070
1,2203
2,3
2,4
2,16
2,19
2,20
2,27
2,30
2,32
2,34
2,38
2,44
2,45
2,50
2,57
2,66
2,70
2,75
2,82
2,102
2,104
2,118
2,119
2,141
2,152
2,161
2,162
2,167
2,250
2,262
2,289
2,299
2,300
2,306
2,310
2,324
2,328
2,331
2,359
2,366
2,372
2,375
2,381
2,392
2,398
2,412
2,414
2,421
2,427
2,432
2,439
2,442
2,446
2,482
2,524
2,536
2,541
2,550
2,569
2,577
2,593
2,628
2,643
2,704
2,747
2,757
2,763
2,783
2,790
2,794
2,808
2,816
2,835
2,837
2,844
2,868
2,871
2,872
2,888
2,896
2,930
2,940
2,945
2,975
2,991
2,995
2,1017
2,1025
2,1037
2,1049
2,1099
2,1117
2,1155
2,1160
2,1166
2,1171
2,1196
2,1199
2,1210
2,1212
2,1217
2,1234
2,1246
2,1249
2,1250
2,1278
2,1293
2,1304
2,1310
2,1349
2,1369
2,1425
2,1476
2,1486
2,1512
2,1519
2,1523
2,1552
2,1556
2,1567
2,1577
2,1583
2,1584
2,1593
2,1598
2,1615
2,1629
2,1665
2,1668
2,1669
2,1672
2,1721
2,1736
2,1755
2,1763
2,1768
2,1803
2,1818
2,1824
2,1835
2,1854
2,1856
2,1879
2,1896
2,1908
2,1918
2,1962
2,2012
2,2024
2,2082
2,2126
2,2135
2,2146
2,2180
2,2197
2,2212
2,2254
2,2265
2,2266
2,2273
2,2288
2,2292
2,2299
2,2313
2,2369
2,2456
2,2482
3,5
3,6
3,7
3,8
3,9
3,15
3,18
3,19
3,20
3,36
3,37
3,40
3,46
3,48
3,59
3,64
3,78
3,97
3,134
3,139
3,140
3,150
3,181
3,206
3,213
3,245
3,269
3,281
3,296
3,298
3,317
3,326
3,337
3,377
3,386
3,436
3,445
3,451
3,469
3,478
3,482
3,489
3,496
3,543
3,561
3,592
3,597
3,644
3,646
3,666
3,669
3,680
3,722
3,725
3,728
3,753
3,766
3,775
3,780
3,843
3,858
3,874
3,913
3,946
3,962
3,1122
3,1139
3,1192
3,1226
3,1227
3,1237
3,1266
3,1288
3,1291
3,1386
3,1395
3,1422
3,1428
3,1432
3,1510
3,1586
3,1596
3,1730
3,1734
3,1764
3,1765
3,1867
3,1892
3,1942
3,1971
3,1993
3,2004
3,2057
3,2177
3,2205
3,2262
3,2264
3,2343
3,2361
3,2404
3,2409
3,2411
3,2419
3,2450
4,27
4,32
4,51
4,74
4,158
4,168
4,169
4,170
4,189
4,241
4,314
4,341
4,465
4,556
4,575
4,594
4,604
4,633
4,739
4,830
4,940
4,1265
4,1448
4,1639
4,1692
4,1812
4,1941
4,2333
4,2346
5,6
5,7
5,9
5,12
5,22
5,40
5,41
5,53
5,56
5,79
5,95
5,98
5,100
5,128
5,132
5,142
5,156
5,188
5,235
5,238
5,240
5,243
5,259
5,277
5,287
5,295
5,298
5,322
5,369
5,413
5,419
5,447
5,454
5,529
5,549
5,561
5,576
5,601
5,645
5,649
5,767
5,817
5,827
5,843
5,846
5,854
5,873
5,879
5,977
5,1027
5,1045
5,1102
5,1113
5,1148
5,1156
5,1266
5,1279
5,1306
5,1323
5,1359
5,1390
5,1431
5,1463
5,1502
5,1605
5,1641
5,1664
5,1690
5,1705
5,1748
5,1752
5,1760
5,1788
5,1865
5,1919
5,1925
5,1937
5,1981
5,2048
5,2052
5,2063
5,2066
5,2096
5,2112
5,2164
5,2206
5,2216
5,2219
5,2245
5,2305
5,2390
5,2404
5,2478
6,48
6,132
6,219
6,243
6,267
6,405
6,576
6,641
6,662
6,689
6,771
6,1161
6,1288
6,1391
6,1813
6,1950
6,2106
6,2176
6,2298
7,8
7,11
7,12
7,22
7,29
7,37
7,39
7,42
7,58
7,59
7,60
7,165
7,178
7,207
7,217
7,248
7,265
7,337
7,339
7,385
7,436
7,443
7,463
7,475
7,498
7,506
7,525
7,597
7,611
7,617
7,618
7,712
7,737
7,762
7,842
7,856
7,858
7,893
7,986
7,1116
7,1120
7,1149
7,1157
7,1456
7,1460
7,1473
7,1532
7,1548
7,1753
7,1843
7,1874
7,1875
7,1887
7,1902
7,1920
7,1937
7,1961
7,2039
7,2043
7,2047
7,2108
7,2243
7,2269
7,2386
7,2409
7,2424
7,2459
8,11
8,15
8,18
8,33
8,36
8,60
8,64
8,92
8,101
8,111
8,123
8,148
8,165
8,172
8,207
8,211
8,239
8,255
8,265
8,272
8,312
8,367
8,425
8,488
8,521
8,532
8,571
8,579
8,617
8,618
8,740
8,751
8,775
8,828
8,842
8,851
8,956
8,1010
8,1039
8,1047
8,1061
8,1083
8,1111
8,1157
8,1192
8,1256
8,1280
8,1366
8,1384
8,1414
8,1428
8,1493
8,1503
8,1507
8,1607
8,1610
8,1648
8,1657
8,1674
8,1753
8,1793
8,1798
8,1807
8,1914
8,1947
8,1953
8,2005
8,2019
8,2044
8,2061
8,2148
8,2155
8,2351
8,2364
