step,max_distance,k_max,entropy
0,1,3,1.59851
67,3,19,4.43183
134,4,46,5.00594
201,4,79,5.3285
268,4,114,5.61543
335,4,143,5.83831
402,4,166,6.02559
469,4,207,6.17909
536,4,234,6.31186
603,4,268,6.42981
670,4,300,6.5439
737,4,328,6.62652
804,4,356,6.71788
871,4,389,6.79858
938,4,422,6.86996
1005,4,454,6.93357
1072,4,481,6.9958
1139,5,512,7.0539
1206,5,539,7.11742
1273,5,568,7.16129
1340,5,594,7.21631
1407,5,625,7.26476
1474,5,649,7.30819
1541,5,673,7.36189
1608,5,702,7.4041
1675,5,726,7.44442
1742,5,747,7.48137
1809,5,773,7.51928
1876,5,799,7.55924
1943,5,824,7.59558
2010,5,854,7.62773
2077,5,883,7.65885
2144,5,918,7.69207
2211,5,946,7.72619
2278,5,967,7.76099
2345,5,991,7.79182
2412,5,1018,7.81859
2479,5,1042,7.84561
