step,max_distance,k_max,entropy
0,1,3,0.0126191
67,1,70,0.994802
134,1,137,0.318294
201,2,195,0.865525
268,2,248,1.07765
335,2,304,1.08542
402,2,361,1.07487
469,2,418,1.12591
536,2,477,1.07983
603,2,528,1.1669
670,2,586,1.28903
737,2,645,1.31006
804,2,695,1.44815
871,2,748,1.50456
938,2,790,1.56886
1005,2,842,1.6389
1072,2,893,1.68513
1139,2,938,1.71793
1206,2,986,1.72549
1273,2,1036,1.7115
1340,2,1088,1.6855
1407,2,1132,1.67046
1474,2,1181,1.64
1541,2,1227,1.74131
1608,2,1274,1.729
1675,2,1317,1.74375
1742,2,1354,1.76591
1809,2,1384,1.72997
1876,2,1418,1.65749
1943,2,1440,1.53109
2010,2,1458,1.3891
2077,2,1477,1.28822
2144,2,1489,1.17574
2211,2,1503,1.14257
2278,2,1510,1.04784
2345,3,1528,1.02651
2412,3,1533,0.951683
2479,3,1543,0.898288
