step,max_distance,k_max,entropy
0,1,3,1.59293
67,2,40,4.8434
134,3,54,5.5316
201,3,64,5.93495
268,3,74,6.22219
335,3,84,6.44346
402,3,99,6.62061
469,4,104,6.77251
536,4,114,6.90413
603,4,122,7.02039
670,4,130,7.12476
737,4,145,7.21865
804,4,158,7.30659
871,4,167,7.38664
938,4,175,7.46177
1005,4,187,7.52969
1072,4,198,7.59406
1139,4,203,7.65422
1206,4,211,7.71239
1273,4,221,7.76622
1340,4,228,7.81707
1407,4,236,7.86551
1474,4,243,7.91236
1541,5,251,7.95663
1608,5,257,7.99929
1675,5,262,8.04034
1742,5,268,8.07996
1809,5,273,8.11751
1876,5,276,8.15356
1943,5,282,8.18848
2010,5,286,8.22201
2077,5,292,8.25516
2144,5,300,8.28671
2211,5,307,8.31706
2278,5,311,8.34711
2345,5,317,8.37613
2412,5,319,8.40451
2479,5,326,8.43189
2546,5,331,8.45886
2613,5,336,8.48457
2680,5,340,8.50976
2747,5,346,8.5343
2814,5,350,8.55853
2881,5,358,8.58193
2948,5,361,8.60483
3015,5,364,8.62714
3082,5,368,8.64916
3149,5,373,8.67067
3216,5,376,8.69172
3283,5,381,8.71241
3350,5,385,8.73281
3417,5,388,8.75224
3484,5,395,8.77169
3551,5,399,8.79057
3618,5,403,8.8093
3685,5,406,8.82758
3752,5,410,8.84553
3819,5,415,8.86322
3886,5,420,8.8807
3953,5,431,8.89774
4020,5,436,8.91462
4087,5,440,8.93124
4154,5,445,8.94734
4221,6,449,8.96307
4288,6,451,8.97882
4355,6,458,8.99442
4422,6,459,9.00998
4489,6,461,9.025
4556,6,464,9.03997
4623,6,464,9.05479
4690,6,469,9.06925
4757,6,472,9.08328
4824,6,480,9.09734
4891,6,480,9.11098
4958,6,486,9.12456
