step,max_distance,k_max,entropy
0,1,3,0.455429
67,4,23,0.532723
134,4,52,0.0234316
201,6,53,0.0137019
268,8,60,0.820572
335,12,60,0.480074
402,13,60,1.45167
469,15,62,3.89255
536,15,68,4.12552
603,15,77,0.699957
670,15,77,3.498
737,15,86,1.8973
804,18,89,4.4778
871,18,89,0.834762
938,19,89,0.0128296
1005,19,89,0.724677
1072,19,89,3.96773
1139,19,89,4.88186
1206,19,89,0.0433875
1273,19,89,2.84198
1340,19,89,2.87647
1407,19,89,4.22548
1474,19,89,0.156316
1541,19,89,4.43175
1608,20,89,2.53412
1675,21,89,5.11074
1742,21,89,0.816926
1809,21,89,1.28716
1876,21,89,1.09584
1943,21,89,1.31823
2010,21,89,3.16803
2077,21,89,4.6144
2144,21,89,1.42888
2211,21,89,4.69443
2278,21,89,3.60989
2345,21,89,0.401397
2412,21,89,0.449103
2479,21,89,4.94885
