step,max_distance,k_max,entropy
0,1,3,0.000345224
67,1,70,0.851888
134,1,137,0.00143823
201,2,195,0.656439
268,2,249,0.846305
335,2,306,0.839089
402,2,364,0.819575
469,2,421,0.867243
536,2,481,0.838074
603,2,533,0.93531
670,2,592,1.49199
737,2,645,0.861425
804,2,684,0.800718
871,2,735,0.781096
938,2,772,0.772972
1005,2,815,0.754019
1072,2,860,0.73598
1139,2,901,0.7631
1206,2,938,0.760382
1273,2,983,0.748088
1340,2,1024,0.749
1407,2,1067,0.764625
1474,2,1110,0.757661
1541,2,1138,0.620153
1608,2,1139,0.275589
1675,2,1141,0.182829
1742,2,1142,0.139641
1809,2,1143,0.113262
1876,2,1183,0.097235
1943,2,1250,0.0842361
2010,2,1317,0.126561
2077,2,1384,0.132605
2144,3,1450,0.129378
2211,3,1517,0.157381
2278,3,1584,0.145648
2345,3,1650,0.149637
2412,3,1717,0.140288
2479,3,1783,0.137769
2546,3,1850,0.135182
2613,3,1917,0.128274
2680,3,1984,0.12196
2747,3,2051,0.116547
2814,3,2118,0.1162
2881,3,2185,0.115218
2948,3,2252,0.114496
3015,3,2319,0.110114
3082,3,2386,0.1094
3149,3,2453,0.105634
3216,3,2520,0.102141
3283,3,2587,0.0992016
3350,3,2654,0.0989516
3417,3,2721,0.096021
3484,3,2788,0.093385
3551,3,2855,0.106137
3618,3,2922,0.106422
3685,3,2989,0.103588
3752,3,3055,0.106186
3819,3,3122,0.106642
3886,3,3189,0.104044
3953,3,3256,0.101579
4020,3,3323,0.0992858
4087,3,3390,0.0998037
4154,3,3457,0.0996689
4221,3,3524,0.0975373
4288,3,3591,0.0974934
4355,3,3658,0.0955511
4422,3,3725,0.0956156
4489,3,3791,0.0981197
4556,3,3858,0.0962961
4623,3,3925,0.0945008
4690,3,3991,0.0947776
4757,3,4057,0.0952243
4824,3,4123,0.0954409
4891,3,4190,0.0938056
4958,3,4257,0.0940985
5025,3,4324,0.0926473
5092,3,4391,0.0946511
5159,3,4458,0.0931468
5226,3,4525,0.0917255
5293,3,4592,0.0917708
5360,3,4659,0.0936685
5427,3,4726,0.0922829
5494,3,4792,0.0927952
5561,3,4859,0.094347
5628,3,4925,0.0947285
5695,3,4991,0.0963535
5762,3,5058,0.0950409
5829,3,5125,0.0938814
5896,3,5192,0.0939001
5963,3,5259,0.10043
6030,3,5326,0.10044
6097,3,5393,0.0993318
6164,3,5460,0.105538
6231,3,5527,0.104317
6298,3,5593,0.105527
6365,3,5660,0.10434
6432,3,5727,0.103109
6499,3,5794,0.101908
6566,3,5860,0.102175
6633,3,5926,0.10357
6700,3,5992,0.103839
6767,3,6057,0.105189
6834,3,6124,0.110641
6901,3,6190,0.112766
6968,3,6256,0.112747
7035,3,6323,0.111562
7102,3,6390,0.110403
7169,3,6456,0.11038
7236,3,6523,0.10926
7303,3,6590,0.109146
7370,3,6657,0.109002
7437,3,6722,0.111221
7504,3,6789,0.111058
7571,3,6856,0.110056
7638,3,6922,0.110067
7705,3,6988,0.110168
7772,3,7055,0.111175
7839,3,7121,0.110183
7906,3,7187,0.110134
7973,3,7253,0.112338
8040,3,7319,0.113385
8107,3,7386,0.113528
8174,3,7452,0.113505
8241,3,7517,0.1143
8308,3,7582,0.118148
8375,3,7649,0.118217
8442,3,7715,0.118371
8509,3,7782,0.122559
8576,3,7849,0.121606
8643,3,7915,0.121515
8710,3,7982,0.120535
8777,3,8049,0.119572
8844,3,8116,0.118625
8911,3,8182,0.12352
8978,3,8249,0.123302
9045,3,8315,0.124016
9112,3,8380,0.125724
9179,3,8447,0.126262
9246,3,8514,0.125315
9313,3,8581,0.125086
9380,3,8648,0.12519
9447,3,8713,0.126051
9514,3,8779,0.12597
9581,3,8846,0.125064
9648,3,8913,0.125888
9715,3,8980,0.126376
9782,3,9046,0.126245
9849,3,9113,0.125367
9916,3,9180,0.125371
9983,3,9247,0.124512
