step,max_distance,k_max,entropy
0,1,3,0.000499378
67,5,36,1.11439
134,7,53,0.000499421
201,10,53,1.41146e-07
268,12,53,0.0401861
335,12,53,3.77324e-12
402,12,53,1.51455
469,12,53,3.77408
536,12,53,0.694789
603,12,53,2.69831e-05
670,13,53,2.20346
737,13,53,0.12256
804,13,53,4.45396
871,16,53,4.36604
938,18,53,0.0401796
1005,18,53,4.53214
1072,18,53,0.16073
1139,18,53,3.98011e-06
1206,18,53,2.80555
1273,18,53,0.573733
1340,18,53,2.91407
1407,19,53,2.0497e-05
1474,19,53,0.221797
1541,19,53,0.103666
1608,19,53,0.182409
1675,19,53,5.40669e-06
1742,19,53,5.40999e-06
1809,19,67,4.88144
1876,19,67,0.0619641
1943,19,67,3.67048e-10
2010,19,67,5.03677
2077,19,67,7.88804e-10
2144,19,67,5.10933
2211,19,67,0.00374037
2278,19,67,5.19722
2345,19,67,0.164918
2412,19,67,3.01604
2479,19,67,3.70792
2546,19,67,0.24762
2613,20,67,5.40861
2680,20,67,1.60426e-07
2747,20,67,0.00152752
2814,20,67,2.43679e-09
2881,20,67,0.92489
2948,20,67,0.155762
3015,22,67,3.49279
3082,25,67,3.17692
3149,26,67,5.58305
3216,26,67,0.200364
3283,26,67,3.16268
3350,26,67,0.124922
3417,26,67,3.67287
3484,26,67,0.0826053
3551,26,67,1.13946
3618,26,67,0.000504894
3685,26,67,3.43267
3752,26,67,3.42084
3819,26,67,1.30839
3886,26,67,3.83544
3953,26,67,3.41654e-05
4020,26,67,3.46899e-05
4087,26,67,4.7909
4154,26,67,4.21929
4221,26,67,0.000519749
4288,26,67,0.0401798
4355,26,67,4.18822
4422,26,67,5.94167
4489,26,67,0.247636
4556,26,67,3.72957
4623,26,67,4.20378
4690,26,67,4.21017
4757,26,67,4.74374
4824,26,67,2.40201e-05
4891,26,67,0.815449
4958,26,67,0.817187
5025,26,67,0.324853
5092,26,67,3.02327e-05
5159,26,67,0.0840623
5226,26,67,6.00432
5293,26,67,0.372475
5360,26,67,4.34501
5427,26,67,0.407445
5494,26,67,4.32843e-08
5561,26,67,3.82164
5628,26,67,5.0591e-05
5695,26,67,3.7094
5762,26,67,3.62152
5829,26,67,6.03245
5896,26,67,4.35141
5963,26,67,4.40357
6030,26,67,3.16538e-05
6097,26,67,4.96048
6164,26,67,0.451258
6231,26,67,3.66952e-05
6298,26,67,3.84167
6365,26,67,6.10287
6432,26,67,0.887425
6499,26,67,3.83657
6566,27,67,3.76991
6633,27,67,4.54304
6700,27,67,0.429268
6767,27,67,0.694163
6834,27,67,0.081889
6901,27,67,0.430371
6968,27,67,0.892944
7035,27,67,3.67008
7102,27,67,0.0432433
7169,27,67,0.249217
7236,27,67,0.288393
7303,27,67,3.76752
7370,27,67,0.041169
7437,27,67,2.91175e-05
7504,27,67,3.86321
7571,27,67,4.07247
7638,27,67,4.43848
7705,27,67,6.27181
7772,27,67,3.5038e-05
7839,27,67,4.22205
7906,27,67,0.921052
7973,27,67,0.693148
8040,27,67,0.0065063
8107,27,67,0.119115
8174,27,67,1.31382
8241,27,67,4.2348
8308,27,67,2.76047e-07
8375,27,67,3.96944
8442,27,67,1.01595
8509,27,67,0.0097182
8576,27,67,0.0479136
8643,27,67,4.20456
8710,27,67,0.0401845
8777,27,67,0.00385642
8844,27,67,4.45576
8911,27,67,4.61608
8978,27,67,0.0053358
9045,27,67,1.56564
9112,27,67,0.2834
9179,27,67,4.56003
9246,27,67,4.56088
9313,27,67,4.41825
9380,27,67,4.79309
9447,27,67,4.43988
9514,27,67,0.396861
9581,27,67,4.58614
9648,27,67,5.14967
9715,27,67,0.319716
9782,27,67,4.22263
9849,27,67,4.23352
9916,27,67,1.02204e-05
9983,27,67,0.0406793
