step,max_distance,k_max,entropy
0,1,3,1.38578
67,4,12,4.26177
134,5,14,4.92636
201,6,14,5.32209
268,6,16,5.60494
335,7,17,5.82521
402,7,17,6.00559
469,7,18,6.15833
536,7,18,6.29081
603,7,19,6.40776
670,7,19,6.51249
737,7,20,6.60724
804,7,20,6.69385
871,7,20,6.7735
938,7,21,6.84727
1005,7,21,6.91598
1072,8,21,6.98029
1139,8,21,7.04069
1206,8,21,7.09765
1273,8,21,7.15154
1340,8,21,7.20268
1407,8,21,7.25132
1474,8,21,7.29773
1541,8,21,7.34206
1608,8,21,7.38452
1675,9,21,7.42525
1742,9,21,7.46438
1809,9,21,7.50204
1876,9,21,7.53834
1943,9,21,7.57335
2010,9,21,7.60719
2077,9,21,7.63992
2144,9,21,7.67162
2211,9,21,7.70234
2278,9,21,7.73213
2345,9,21,7.76107
2412,9,21,7.78919
2479,9,21,7.81655
