step,max_distance,k_max,entropy
0,1,3,0.947537
67,4,24,1.83066
134,8,24,1.60125
201,10,24,1.14531
268,10,24,3.76397
335,10,24,2.52685
402,10,24,3.58093
469,10,24,4.58767
536,10,24,4.72376
603,10,25,1.50922
670,11,25,4.20573
737,11,27,5.16289
804,11,30,4.98624
871,11,31,4.02711
938,11,31,4.17149
1005,11,31,3.17615
1072,11,31,5.04376
1139,11,31,5.48891
1206,12,31,5.01422
1273,12,31,4.82255
1340,12,31,4.79661
1407,12,31,5.21394
1474,12,31,5.2294
1541,12,31,5.53441
1608,13,31,5.20595
1675,13,31,5.50245
1742,13,31,4.22862
1809,13,31,5.07666
1876,13,31,4.87343
1943,14,31,5.60592
2010,14,31,5.86975
2077,14,35,5.67353
2144,14,35,5.36276
2211,14,36,5.75015
2278,15,36,5.62131
2345,15,36,5.30443
2412,15,36,4.80489
2479,15,36,5.8042
2546,15,36,5.5514
2613,15,36,5.96867
2680,15,36,6.10763
2747,15,36,6.24112
2814,15,36,6.34678
2881,15,36,6.259
2948,15,36,5.89687
3015,16,36,5.26265
3082,16,36,5.60458
3149,16,36,5.5425
3216,16,36,6.07481
3283,16,36,6.00449
3350,16,36,5.41562
3417,16,36,4.49882
3484,16,36,4.49323
3551,16,36,5.8372
3618,16,36,6.18418
3685,16,36,5.84164
3752,16,36,5.40786
3819,16,36,5.87777
3886,16,36,6.06791
3953,16,36,6.28088
4020,16,36,6.43952
4087,16,36,4.89094
4154,16,36,6.23145
4221,16,36,6.11069
4288,16,36,6.18798
4355,16,36,5.88302
4422,16,36,6.1349
4489,16,36,5.95124
4556,16,36,6.01243
4623,16,36,6.41901
4690,16,36,6.32578
4757,16,36,5.92782
4824,16,37,6.53151
4891,16,37,6.29431
4958,16,37,6.11472
