step,max_distance,k_max,entropy
0,1,3,1.27535
67,5,19,3.62859
134,6,19,4.29527
201,7,19,4.40243
268,7,19,4.8101
335,8,19,5.1059
402,9,20,5.13026
469,9,20,5.23726
536,9,20,5.2948
603,9,21,5.4653
670,10,21,4.68532
737,10,22,5.63983
804,10,22,5.76646
871,10,23,5.59509
938,10,25,5.97328
1005,10,25,6.0291
1072,10,25,6.01592
1139,11,26,6.12645
1206,12,26,5.90761
1273,12,27,6.24237
1340,12,27,6.17485
1407,12,29,6.06291
1474,12,30,6.33782
1541,12,30,6.41647
1608,12,30,6.29162
1675,12,31,6.39347
1742,12,33,6.42846
1809,12,33,6.60345
1876,13,34,6.66505
1943,13,34,6.68824
2010,13,35,6.61246
2077,13,38,6.71404
2144,13,38,6.69593
2211,13,38,6.68578
2278,13,38,6.69869
2345,13,38,6.78695
2412,13,38,6.82886
2479,13,38,6.7961
