Node,Curvature
0,-0.166667
1,0.166667
2,-3.16667
3,0
4,0.166667
5,0.166667
6,0.166667
7,0.166667
8,-0.166667
9,-0.833333
10,-0.166667
11,0.166667
12,-0.166667
13,0
14,0.333333
15,-0.166667
16,0
17,0.333333
18,0.333333
19,0.166667
20,0.166667
21,0.166667
22,0.333333
23,0.166667
24,0.333333
25,0.333333
26,0.333333
27,0.333333
28,0.166667
29,0.166667
30,0.166667
31,0
32,-1.33333
33,-0.166667
34,-0.166667
35,0.333333
36,0.166667
37,-0.166667
38,-1.5
39,-0.166667
40,0
41,0.333333
42,0.333333
43,-0.333333
44,0.333333
45,-0.166667
46,-0.166667
47,-0.333333
48,-0.166667
49,0
50,0.333333
51,0.166667
52,0.166667
53,-0.166667
54,0.333333
55,0.166667
56,0.333333
57,0.333333
58,0.333333
59,0.333333
60,-0.333333
61,0.166667
62,0.166667
63,0.333333
64,0.333333
65,0.333333
66,-0.166667
67,-0.5
68,0.166667
69,-0.666667
70,0.333333
71,-0.666667
72,-1.83333
73,0.166667
74,-0.5
75,-0.666667
76,-0.666667
77,0.166667
78,-0.5
79,0.333333
80,-0.166667
81,0.166667
82,0.333333
83,0.166667
84,-0.5
85,-0.166667
86,-0.666667
87,-0.333333
88,-0.166667
89,0.333333
90,0.333333
91,0
92,0.333333
93,0.333333
94,-0.666667
95,0.333333
96,-0.333333
97,-0.166667
98,0.333333
99,0
100,0.333333
101,0.333333
102,0.166667
103,0.166667
104,0.333333
105,0.333333
106,0.333333
107,0
108,-0.166667
109,0.333333
110,0.166667
111,0.333333
112,0.166667
113,0.333333
114,0
115,-0.5
116,-0.166667
117,0.166667
118,0.333333
119,-0.333333
120,0.333333
121,-0.666667
122,0.333333
123,-0.833333
124,0
125,0.333333
126,0.166667
127,0.166667
128,0.333333
129,0.166667
130,0.166667
131,0.333333
132,-0.5
133,-0.833333
134,0.333333
135,-1
136,-0.166667
137,-0.833333
138,0
139,0.166667
140,0.166667
141,0
142,0.333333
143,0.333333
144,0
145,0.333333
146,-0.333333
147,-0.333333
148,0
149,0
150,0.333333
151,0.333333
152,0.333333
153,0.333333
154,-1.16667
155,-1.83333
156,-0.666667
157,0
158,-0.333333
159,0.333333
160,-13.3333
161,0
162,-0.5
163,-0.166667
164,-0.333333
165,-0.666667
166,-0.833333
167,-0.333333
168,0
169,0
170,0
171,0.166667
172,0.166667
173,0.166667
174,0
175,0.333333
176,-1.16667
177,-0.333333
178,-0.5
179,0
180,0.166667
181,0.166667
182,0.333333
183,0.166667
184,0.166667
185,0.166667
186,0.333333
187,0.166667
188,0
189,-0.333333
190,0
191,0.166667
192,0.333333
193,0.333333
194,0.333333
195,0.166667
196,0.333333
197,0.333333
198,-0.5
199,0
200,0.166667
201,0.166667
202,0.166667
203,0
204,-1.16667
205,0.166667
206,0
207,-0.166667
208,-0.666667
209,-0.5
210,-0.333333
211,0
212,0.333333
213,0.166667
214,0.333333
215,0.333333
216,0.333333
217,0.333333
218,0.333333
219,0.333333
220,0.333333
221,0.166667
222,0.166667
223,0.166667
224,0.166667
225,0.166667
226,0.166667
227,0.166667
228,0
229,0.333333
230,-0.166667
231,-3.16667
232,-0.5
233,-0.166667
234,0
235,-0.333333
236,0.333333
237,-0.166667
238,0
239,0.166667
240,0.166667
241,0.333333
242,0.333333
243,0.166667
244,0.333333
245,0.333333
246,0.333333
247,0
248,0.166667
249,-0.166667
250,-0.333333
251,-1
252,0
253,0.166667
254,0.333333
255,0.166667
256,0
