step,max_distance,k_max,entropy
0,1,3,1.03777
67,4,20,2.87772
134,6,29,3.78759
201,8,30,3.99734
268,8,31,4.07959
335,9,35,4.12846
402,9,35,4.44201
469,9,35,4.84677
536,10,35,4.54756
603,11,35,4.73759
670,12,35,4.90559
737,13,35,5.35569
804,13,35,5.61011
871,13,35,5.5868
938,13,35,5.49949
1005,13,35,5.65454
1072,13,35,5.65237
1139,13,36,5.69709
1206,14,36,5.90653
1273,14,37,5.78652
1340,14,38,5.80122
1407,14,38,6.05471
1474,14,38,5.8387
1541,14,38,6.02049
1608,15,40,5.98233
1675,15,40,6.21192
1742,15,40,6.27982
1809,15,40,5.84331
1876,15,40,6.0132
1943,15,40,5.86458
2010,15,41,6.08427
2077,15,41,6.18237
2144,15,42,6.32144
2211,15,42,6.03455
2278,16,42,6.36371
2345,16,42,6.19809
2412,16,42,6.27757
2479,16,43,6.38885
