step,max_distance,k_max,entropy
0,1,3,0.694381
67,4,16,0.990135
134,6,16,0.0290675
201,9,20,0.44685
268,10,26,0.000169289
335,12,27,2.15541
402,13,27,2.59269
469,14,27,3.92391
536,17,27,2.71998
603,21,27,1.51044
670,24,27,1.29369
737,24,38,0.281902
804,26,38,3.45713
871,26,54,0.0922184
938,26,54,0.0110813
1005,26,66,3.65115
1072,26,66,1.46499
1139,26,66,1.78918
1206,26,69,4.18818
1273,26,69,1.31196
1340,27,69,0.137876
1407,27,69,4.46846
1474,27,69,0.924806
1541,27,69,4.08311
1608,28,69,0.216826
1675,28,69,4.01143
1742,31,69,2.60392
1809,31,69,2.6725
1876,31,69,2.34169
1943,31,69,2.53878
2010,33,69,1.52283
2077,33,69,4.22059
2144,33,69,2.59541
2211,33,69,0.801971
2278,34,69,2.45407
2345,36,69,2.9917
2412,36,69,0.88962
2479,36,69,4.48722
