step,max_distance,k_max,entropy
0,1,3,1.38619
67,4,12,4.26192
134,6,15,4.92641
201,6,17,5.32215
268,6,20,5.605
335,7,21,5.82525
402,8,21,6.00563
469,8,22,6.15841
536,8,22,6.29087
603,8,22,6.40782
670,8,22,6.51253
737,8,22,6.60728
804,8,22,6.69387
871,8,22,6.77351
938,8,22,6.84728
1005,8,23,6.91598
1072,8,23,6.98028
1139,9,23,7.04069
1206,9,23,7.09764
1273,9,23,7.15153
1340,9,23,7.20269
1407,9,23,7.25131
1474,9,23,7.29771
1541,9,23,7.34205
1608,9,23,7.3845
1675,9,23,7.42523
1742,9,23,7.46436
1809,9,23,7.50202
1876,9,23,7.53832
1943,9,23,7.57334
2010,9,23,7.60716
2077,9,23,7.63989
2144,9,23,7.67158
2211,9,23,7.7023
2278,9,23,7.7321
2345,9,23,7.76104
2412,9,23,7.78916
2479,9,23,7.81651
2546,9,23,7.84314
2613,9,23,7.86908
2680,9,23,7.89435
2747,9,23,7.919
2814,9,23,7.94307
2881,9,23,7.96657
2948,10,23,7.98953
3015,10,23,8.01196
3082,10,23,8.03391
3149,10,23,8.05538
3216,10,23,8.07641
3283,10,23,8.09701
3350,10,23,8.11718
3417,10,23,8.13696
3484,10,23,8.15635
3551,10,24,8.17538
3618,10,24,8.19405
3685,10,24,8.21238
3752,10,24,8.23038
3819,10,24,8.24806
3886,10,24,8.26544
3953,10,24,8.28251
4020,10,24,8.29931
4087,10,24,8.31582
4154,10,24,8.33207
4221,10,24,8.34806
4288,10,24,8.36379
4355,10,24,8.37928
4422,10,24,8.39453
4489,10,24,8.40955
4556,10,24,8.42436
4623,10,24,8.43894
4690,10,24,8.45332
4757,10,24,8.4675
4824,10,24,8.48148
4891,10,24,8.49526
4958,10,24,8.50885
