step,max_distance,k_max,entropy
0,1,3,1.13396e-08
67,2,67,1.30009
134,2,120,1.07471
201,3,121,0.349381
268,3,169,0.678531
335,3,228,0.672379
402,3,287,0.655922
469,3,349,0.712315
536,3,410,0.681318
603,3,465,0.774455
670,3,527,1.05063
737,3,582,0.691635
804,3,627,0.772376
871,3,679,0.790232
938,3,719,0.819151
1005,3,770,0.792227
1072,3,821,0.781715
1139,3,866,0.809172
1206,3,907,0.817323
1273,3,955,0.808045
1340,3,998,0.818178
1407,3,1046,0.828051
1474,3,1091,0.82612
1541,3,1114,0.120055
1608,3,1114,0.0507785
1675,3,1114,0.0331402
1742,3,1114,0.0250861
1809,3,1141,0.0202111
1876,3,1208,0.0171178
1943,3,1275,0.0148023
2010,3,1342,0.0642518
2077,3,1409,0.0760845
2144,4,1475,0.0779468
2211,4,1542,0.109768
2278,4,1609,0.101723
2345,4,1675,0.107917
2412,4,1742,0.101175
2479,4,1808,0.101001
