step,max_distance,k_max,entropy
0,1,3,1.10146
67,4,18,3.92147
134,5,22,4.57453
201,5,25,4.92956
268,5,26,5.09902
335,7,27,5.37763
402,7,28,5.607
469,7,28,5.68344
536,8,28,5.80375
603,8,28,5.96575
670,8,28,6.03837
737,8,28,6.19566
804,9,28,6.22591
871,9,28,6.32509
938,9,28,6.42545
1005,9,29,6.4854
1072,9,29,6.54027
1139,9,29,6.61867
1206,9,29,6.67768
1273,9,31,6.71003
1340,10,32,6.754
1407,10,34,6.79595
1474,10,34,6.84128
1541,10,35,6.89805
1608,10,35,6.94219
1675,10,35,6.9828
1742,10,35,7.02625
1809,10,35,7.05718
1876,10,35,7.10632
1943,10,35,7.11852
2010,10,35,7.13307
2077,10,35,7.17413
2144,10,35,7.20759
2211,10,35,7.25264
2278,10,35,7.28073
2345,10,36,7.32629
2412,10,36,7.34991
2479,10,36,7.36987
