step,max_distance,k_max,entropy
0,1,3,0.673216
67,1,70,0.00451422
134,1,137,0.105584
201,1,204,0.106353
268,1,271,0.142921
335,1,338,0.18235
402,1,405,0.142872
469,1,472,0.134272
536,1,539,0.159839
603,1,606,0.168608
670,1,673,0.170875
737,1,740,0.187002
804,1,807,0.191808
871,1,874,0.191917
938,1,941,0.1903
1005,1,1008,0.183496
1072,1,1075,0.203328
1139,1,1142,0.205745
1206,1,1209,0.228787
1273,1,1276,0.225746
1340,1,1343,0.234872
1407,1,1410,0.24807
1474,1,1477,0.248126
1541,1,1544,0.246325
1608,1,1611,0.831856
1675,1,1678,0.483593
1742,1,1745,0.307465
1809,1,1812,0.233847
1876,1,1879,0.187462
1943,1,1946,0.157403
2010,1,2013,0.135371
2077,1,2080,0.119154
2144,1,2147,0.106254
2211,1,2214,0.0964143
2278,1,2281,0.0894004
2345,1,2348,0.0834341
2412,1,2415,0.0780383
2479,1,2482,0.0728003
2546,1,2549,0.0682651
2613,1,2616,0.0643031
2680,1,2683,0.060807
2747,1,2750,0.0579985
2814,1,2817,0.0551973
2881,1,2884,0.0526777
2948,1,2951,0.0504545
3015,1,3018,0.0486716
3082,1,3085,0.0467999
3149,1,3152,0.0452597
3216,1,3219,0.0436178
3283,1,3286,0.0421009
3350,1,3353,0.040732
3417,1,3420,0.0394731
3484,1,3487,0.0383185
3551,1,3554,0.0371678
3618,1,3621,0.0360907
3685,1,3688,0.0352467
3752,1,3755,0.0343169
3819,1,3822,0.0334437
3886,2,3888,0.0326329
3953,2,3955,0.0459278
4020,2,4022,0.0451032
4087,2,4089,0.0441744
4154,2,4156,0.0431555
4221,2,4223,0.0423197
4288,2,4290,0.0415232
4355,2,4357,0.0406329
4422,2,4424,0.0397848
4489,2,4491,0.039096
4556,2,4558,0.0383124
4623,2,4625,0.0375854
4690,2,4691,0.0393278
4757,2,4758,0.038592
4824,2,4825,0.0378828
4891,2,4892,0.0395313
4958,2,4959,0.0388351
5025,2,5026,0.0381664
5092,2,5093,0.0376252
5159,2,5160,0.0369998
5226,2,5227,0.0365176
5293,2,5294,0.0361321
5360,2,5361,0.0356604
5427,2,5428,0.0351121
5494,2,5495,0.0345789
5561,2,5562,0.0341554
5628,2,5629,0.033654
5695,2,5696,0.0331688
5762,2,5763,0.0326975
5829,2,5830,0.0323273
5896,2,5897,0.0319689
5963,2,5964,0.0315354
6030,2,6031,0.0312007
6097,2,6098,0.0307894
6164,2,6165,0.0305532
6231,2,6232,0.0301611
6298,2,6299,0.0297811
6365,2,6366,0.0294111
6432,2,6433,0.0290507
6499,2,6500,0.0286989
6566,2,6567,0.0283561
6633,2,6634,0.0280226
6700,2,6701,0.0277097
6767,2,6768,0.0273934
6834,2,6835,0.0271542
6901,2,6902,0.026862
6968,2,6969,0.0265663
7035,2,7036,0.0262767
7102,2,7103,0.0259943
7169,2,7170,0.025797
7236,2,7237,0.0256058
7303,2,7304,0.0254061
7370,2,7371,0.0252108
7437,2,7438,0.0249777
7504,2,7505,0.0247267
7571,2,7572,0.0305478
7638,2,7639,0.03031
7705,2,7706,0.0300327
7772,2,7773,0.0297433
7839,2,7840,0.0294592
7906,2,7907,0.0292407
7973,2,7974,0.0290281
8040,2,8041,0.0288198
8107,2,8108,0.0342382
8174,2,8175,0.033986
8241,2,8242,0.0336809
8308,2,8309,0.0333816
8375,2,8376,0.0330978
8442,2,8443,0.0339251
8509,2,8510,0.0336325
8576,2,8577,0.0333997
8643,2,8644,0.0331166
8710,2,8711,0.0328385
8777,2,8778,0.0325648
8844,2,8845,0.0322969
8911,2,8911,0.0331494
8978,2,8978,0.0328806
9045,2,9045,0.0326169
9112,2,9112,0.032409
9179,2,9179,0.0322045
9246,2,9246,0.0320034
9313,2,9313,0.0327866
9380,2,9380,0.0325367
9447,2,9446,0.0332785
9514,2,9513,0.0330271
9581,2,9580,0.0327796
9648,2,9647,0.0325374
9715,2,9714,0.0322976
9782,2,9781,0.0320619
9849,2,9848,0.0327222
9916,2,9915,0.037035
9983,2,9982,0.0412359
