step,max_distance,k_max,entropy
0,1,3,1.24335
67,2,54,4.0989
134,3,104,4.72499
201,3,150,5.00756
268,3,192,5.22288
335,3,231,5.41154
402,3,269,5.54003
469,3,316,5.66956
536,3,357,5.75904
603,3,400,5.85351
670,3,441,5.93764
737,3,475,6.00806
804,3,510,6.08995
871,3,551,6.17356
938,3,590,6.23725
1005,3,629,6.30251
1072,3,667,6.34619
1139,3,709,6.39234
1206,3,743,6.44637
1273,3,782,6.4851
1340,3,817,6.53994
1407,3,858,6.57702
1474,3,890,6.59745
1541,3,922,6.64538
1608,3,956,6.67873
1675,3,995,6.70671
1742,3,1026,6.73275
1809,4,1060,6.76917
1876,4,1094,6.80239
1943,4,1128,6.83765
2010,4,1166,6.87214
2077,4,1201,6.88953
2144,4,1237,6.91867
2211,4,1272,6.95237
2278,4,1298,6.98822
2345,4,1330,7.01252
2412,4,1361,7.04388
2479,4,1388,7.06899
