step,max_distance,k_max,entropy
0,1,3,0.673216
67,1,70,0.27597
134,1,137,0.363441
201,1,204,0.376708
268,1,271,0.438966
335,1,338,0.464525
402,1,405,0.473318
469,1,472,0.480245
536,1,539,0.493067
603,1,606,0.525404
670,1,673,0.873017
737,1,740,0.288392
804,1,807,0.170396
871,1,874,0.123788
938,1,941,0.098767
1005,1,1008,0.082123
1072,1,1075,0.0723429
1139,1,1142,0.0644392
1206,1,1209,0.0574376
1273,1,1276,0.0969374
1340,1,1343,0.0891697
1407,1,1410,0.0822748
1474,1,1477,0.0763085
1541,1,1544,0.0716992
1608,2,1610,0.0736176
1675,2,1677,0.0696751
1742,2,1744,0.0659701
1809,2,1811,0.0625856
1876,2,1878,0.0595467
1943,2,1945,0.0570767
2010,2,2012,0.0548373
2077,2,2079,0.0525531
2144,2,2146,0.050465
2211,2,2213,0.0487665
2278,2,2279,0.050829
2345,2,2345,0.0528673
2412,2,2412,0.0511003
2479,2,2478,0.0526711
2546,2,2544,0.054136
2613,2,2610,0.0553921
2680,2,2677,0.0537883
2747,2,2744,0.0526191
2814,2,2811,0.0511935
2881,2,2878,0.0500042
2948,2,2945,0.0631253
3015,2,3012,0.0617022
3082,2,3078,0.0627437
3149,2,3145,0.0613182
3216,2,3211,0.0621129
3283,2,3278,0.0608663
3350,2,3345,0.0598054
3417,2,3412,0.061226
3484,2,3479,0.0599557
3551,2,3545,0.0606941
3618,2,3612,0.0594933
3685,2,3679,0.0583421
3752,2,3746,0.0572373
3819,2,3812,0.0685383
3886,2,3879,0.0777629
3953,2,3945,0.0765326
4020,2,4012,0.0751966
4087,2,4079,0.0739093
4154,2,4146,0.0726671
4221,2,4213,0.0714693
4288,2,4279,0.0723276
4355,2,4346,0.0711794
4422,2,4413,0.0700693
4489,2,4479,0.0704918
4556,2,4544,0.0723272
4623,2,4611,0.0713508
4690,2,4677,0.0716969
4757,2,4744,0.0708534
4824,2,4810,0.0734304
4891,2,4876,0.0737283
4958,2,4942,0.074008
5025,2,5009,0.0730179
5092,2,5076,0.0720556
5159,2,5141,0.0736349
5226,2,5206,0.0757888
5293,2,5273,0.0749931
5360,2,5340,0.0756762
5427,2,5407,0.0820675
5494,2,5474,0.0810745
5561,2,5541,0.0815351
5628,2,5608,0.080577
5695,2,5674,0.0807346
5762,2,5741,0.0867632
5829,2,5807,0.086842
5896,2,5874,0.0859442
5963,2,5940,0.0860259
6030,2,6007,0.0865196
6097,2,6074,0.0855901
6164,2,6141,0.084771
6231,2,6206,0.0858361
6298,2,6273,0.0926135
6365,2,6340,0.0916657
6432,2,6406,0.0916752
6499,2,6473,0.0907576
6566,2,6540,0.0898588
6633,2,6607,0.0889793
6700,2,6674,0.0894148
6767,2,6741,0.0885597
6834,2,6808,0.0877838
6901,2,6874,0.0882145
6968,2,6941,0.0873956
7035,2,7008,0.0866524
7102,2,7073,0.0889981
7169,2,7140,0.0881999
7236,2,7207,0.0886129
7303,2,7273,0.0886572
7370,2,7340,0.089117
7437,2,7407,0.089397
7504,2,7474,0.0886878
7571,2,7541,0.0879374
7638,2,7607,0.0883909
7705,2,7673,0.0884375
7772,2,7740,0.0877826
7839,2,7806,0.0878313
7906,2,7873,0.0871221
7973,2,7940,0.0864956
8040,2,8005,0.0873435
8107,2,8072,0.0878339
8174,2,8139,0.0871502
8241,2,8204,0.0882083
8308,2,8269,0.0889982
8375,2,8336,0.0892633
8442,2,8403,0.0895528
8509,2,8469,0.0943038
8576,2,8535,0.0945505
8643,2,8602,0.0938743
8710,2,8669,0.0932405
8777,2,8736,0.0934916
8844,2,8803,0.0929172
8911,2,8869,0.0932405
8978,2,8935,0.0936056
9045,2,9002,0.0929982
9112,2,9068,0.0929968
9179,2,9135,0.0932723
9246,2,9202,0.0926366
9313,2,9269,0.0928685
9380,2,9335,0.0938487
9447,2,9402,0.0950194
9514,2,9468,0.0992059
9581,2,9535,0.0985547
9648,2,9602,0.0979284
9715,2,9669,0.0973375
9782,2,9735,0.0981195
9849,2,9802,0.0974944
9916,2,9869,0.0968781
9983,2,9936,0.0962693
