Source,Target
0,1
0,2
0,10
0,13
0,21
0,24
0,28
0,30
0,80
0,84
0,432
0,577
0,763
0,1155
0,2024
0,2197
1,2
1,3
1,4
1,5
1,10
1,16
1,31
1,49
1,67
1,90
1,103
1,233
1,244
1,253
1,573
1,709
1,1239
1,1411
1,1513
2,3
2,21
2,35
2,61
2,106
2,114
2,222
2,379
2,503
2,803
2,1165
3,4
3,23
3,35
3,50
3,138
3,279
3,342
3,620
3,648
3,727
3,802
3,1091
3,2053
3,2263
3,3431
3,3701
3,4588
4,5
4,6
4,7
4,9
4,19
4,20
4,23
4,78
4,82
4,166
4,179
4,236
4,696
4,1846
4,1928
4,3008
4,3475
5,6
5,8
5,16
5,27
5,52
5,104
5,117
5,214
5,230
5,242
5,848
5,967
5,1012
5,1078
5,1409
5,1553
6,7
6,8
6,12
6,15
6,18
6,32
6,34
6,68
6,119
6,226
6,231
6,619
6,865
7,9
7,11
7,15
7,38
7,44
7,45
7,112
7,343
7,358
7,675
7,1935
8,12
8,27
8,37
8,40
8,57
8,94
8,113
8,460
8,988
8,1072
8,1136
8,1784
8,2885
8,3785
8,4475
9,11
9,19
9,22
9,36
9,48
9,66
9,145
9,363
9,399
9,544
9,567
9,580
9,677
9,755
9,918
9,1694
9,3031
9,3322
9,3408
9,4657
10,13
10,14
10,17
10,49
10,70
10,173
10,328
10,352
10,1094
10,2399
10,4594
11,22
11,29
11,44
11,59
11,75
11,190
11,259
11,322
11,502
11,598
11,875
11,891
11,2370
11,3512
12,18
12,46
12,57
12,64
12,149
12,154
12,200
12,284
12,427
12,699
12,1080
12,1255
12,1455
12,2256
13,14
13,311
13,577
13,607
13,735
13,1832
13,3109
13,4819
14,17
14,102
14,161
14,256
14,311
14,347
14,1001
14,1289
14,2902
14,2996
14,3901
15,32
15,38
15,41
15,51
15,141
15,263
15,332
15,364
15,593
15,969
15,1963
15,2246
15,3349
16,31
16,33
16,39
16,104
16,291
16,294
16,479
16,556
16,761
16,921
16,1969
17,70
17,102
17,152
17,292
17,416
17,456
17,1258
17,1376
17,1723
17,2234
17,2347
17,2381
17,3278
17,4423
17,4779
17,4809
18,46
18,68
18,118
18,162
18,1253
18,1397
18,2160
18,2215
18,3403
19,20
19,36
19,42
19,53
19,56
19,74
19,448
19,491
19,791
19,2534
20,56
20,82
20,167
20,250
20,739
20,1709
20,2872
20,3032
20,3102
20,3549
21,24
21,25
21,26
21,97
21,114
21,139
21,140
21,1005
21,1011
21,1368
21,2835
22,29
22,60
22,399
22,1181
23,50
23,58
23,78
23,79
23,289
23,1600
23,1650
23,2117
23,2157
23,4407
23,4952
24,25
24,28
24,134
24,262
24,299
24,540
24,1536
24,3413
24,4208
25,26
25,95
25,150
25,300
25,310
25,540
25,623
25,2576
25,3307
26,95
26,97
26,98
26,132
26,414
26,931
26,1365
26,1797
26,3272
26,4014
27,37
27,43
27,52
27,181
27,398
27,421
27,482
27,679
27,768
27,1027
27,1579
27,1909
27,2054
27,2220
28,30
28,100
28,128
28,134
28,213
28,324
28,331
28,392
28,1043
28,1451
28,2863
29,60
29,75
29,158
29,366
29,524
29,2115
29,4597
30,80
30,100
30,1137
30,4404
31,33
31,67
31,142
31,168
31,169
31,206
31,1306
31,1779
31,2538
31,4015
32,34
32,51
32,55
32,92
32,156
32,170
32,189
32,245
32,298
32,306
32,806
32,1432
32,2284
33,39
33,85
33,101
33,142
33,269
33,372
33,3885
33,4280
34,92
34,111
34,226
34,241
34,296
34,359
34,381
34,442
34,1195
34,1345
34,1495
34,2329
34,2467
34,2603
34,2746
34,3248
34,4241
34,4444
35,61
35,279
35,281
35,776
35,839
35,1303
35,1692
36,42
36,48
36,54
36,62
36,123
36,337
36,446
36,836
36,1748
36,1856
37,40
37,43
37,110
37,148
37,165
37,375
37,412
37,2393
37,3495
38,41
38,45
38,47
38,72
38,89
38,96
38,121
38,188
38,235
38,243
38,541
38,783
38,1865
38,1919
38,2218
38,3616
39,85
39,105
39,108
39,122
39,238
39,556
39,704
39,837
40,110
40,326
40,439
40,1136
40,1141
40,1744
40,2448
40,3107
40,4957
41,72
41,240
41,263
41,317
41,868
41,940
41,1770
41,4374
42,53
42,76
42,123
42,172
42,178
42,207
42,219
42,1358
42,3361
42,4585
43,181
43,569
43,1518
43,1761
43,2393
43,2434
44,59
44,112
44,125
44,436
44,628
44,2726
44,3732
44,4898
45,47
45,63
45,65
45,73
45,77
45,217
45,295
45,314
45,343
45,536
45,550
45,794
45,1025
46,118
46,135
46,149
46,341
46,386
46,1336
47,63
47,96
47,109
47,115
47,159
47,377
47,757
47,991
47,1240
47,1716
47,2070
48,54
48,66
48,69
48,124
48,277
48,561
48,643
48,1785
49,233
49,267
49,287
49,328
49,451
49,478
49,871
49,930
49,1037
49,1210
49,1234
49,1450
49,2725
49,2760
49,3764
50,58
50,138
50,265
50,445
50,808
50,1509
50,2203
51,55
51,88
51,93
51,141
51,211
51,489
51,597
51,1587
51,3002
51,4125
51,4221
51,4954
52,117
52,163
52,248
52,679
52,1930
52,3052
52,3286
52,3524
52,4885
53,74
53,76
53,129
53,221
53,496
53,747
53,1017
53,1849
53,3204
53,4774
54,62
54,81
54,124
54,239
54,469
54,1310
54,1486
54,1777
54,3798
55,88
55,156
55,184
55,187
55,644
55,835
55,3755
56,167
56,183
56,369
56,791
56,872
57,64
57,94
57,120
57,144
57,255
57,790
57,816
57,1948
57,2888
57,3882
58,289
58,666
58,669
58,1509
59,125
59,190
59,247
59,592
59,844
59,1196
59,4449
60,158
60,272
60,465
60,1181
60,1217
60,1476
60,1552
60,1768
60,3667
60,4102
61,106
61,130
61,131
61,281
61,419
61,725
61,775
61,1304
61,1736
61,2871
61,3157
61,4951
62,81
62,99
62,337
62,543
62,1117
62,1293
62,2040
62,4235
63,65
63,71
63,339
63,377
63,413
63,722
63,843
63,896
63,1523
63,1629
63,3163
63,4889
64,144
64,154
64,185
64,249
64,1212
64,1246
64,1425
64,2857
64,3084
65,71
65,73
65,405
65,858
65,888
65,1556
65,1593
65,1721
65,1908
65,3233
65,3641
66,69
66,83
66,87
66,116
66,145
66,176
66,312
66,454
66,594
66,604
66,646
66,3375
66,3557
66,4140
67,90
67,177
67,206
67,385
67,529
67,575
67,753
67,945
67,995
67,1249
67,1879
67,4135
67,4260
68,119
68,204
68,728
68,1250
68,1253
68,2639
68,3500
68,3545
68,3847
69,83
69,266
69,447
69,561
69,576
69,680
69,874
69,975
69,1049
69,1199
69,2599
69,2679
69,4984
70,152
70,173
70,367
70,3519
71,339
71,405
71,633
71,780
71,2515
71,2609
71,2792
71,4714
72,89
72,199
72,218
72,240
72,549
72,766
72,1369
72,2669
73,77
73,86
73,146
73,443
73,858
73,1099
73,1577
73,2681
73,2736
73,4684
74,448
74,747
74,946
74,1160
74,1171
74,2299
74,2369
74,2948
74,3087
74,3792
75,366
75,502
75,1278
75,1668
75,1669
75,2135
75,2781
75,4155
75,4322
76,129
76,227
76,425
