step,max_distance,k_max,entropy
0,1,3,1.37598
67,5,14,4.22679
134,6,14,4.88798
201,6,16,5.28799
268,6,16,5.57066
335,7,16,5.79045
402,7,17,5.97253
469,7,18,6.12671
536,7,18,6.26049
603,7,19,6.37759
670,7,19,6.48274
737,7,20,6.57775
804,7,20,6.66409
871,7,20,6.74381
938,7,20,6.81767
1005,7,20,6.88636
1072,7,21,6.95095
1139,7,21,7.0103
1206,8,21,7.06685
1273,8,21,7.12131
1340,8,21,7.17243
1407,8,21,7.22106
1474,8,21,7.26745
1541,8,21,7.31161
1608,8,22,7.35423
1675,8,22,7.39507
1742,8,22,7.43426
1809,8,22,7.47175
1876,8,22,7.50799
1943,8,23,7.54292
2010,8,23,7.5761
2077,8,23,7.60907
2144,8,23,7.64075
2211,8,23,7.67173
2278,8,23,7.70159
2345,8,23,7.7306
2412,8,24,7.75831
2479,9,24,7.78526
