step,max_distance,k_max,entropy
0,1,3,1.37851
67,4,13,4.24399
134,5,14,4.91003
201,5,14,5.30341
268,7,15,5.58659
335,7,15,5.80818
402,7,16,5.98745
469,7,16,6.14026
536,7,16,6.27257
603,8,17,6.38952
670,8,17,6.49429
737,8,17,6.58914
804,9,17,6.67594
871,9,17,6.75523
938,9,17,6.82933
1005,9,17,6.8989
1072,9,17,6.96295
1139,9,17,7.02356
1206,9,17,7.08032
1273,9,17,7.13437
1340,9,17,7.18565
1407,9,17,7.23425
1474,9,17,7.28035
1541,9,17,7.32495
1608,9,17,7.36763
1675,9,17,7.40853
1742,9,17,7.44806
1809,9,18,7.48548
1876,9,18,7.52199
1943,9,18,7.5569
2010,9,18,7.59077
2077,9,19,7.62349
2144,9,19,7.65537
2211,9,19,7.68612
2278,9,19,7.71601
2345,9,19,7.74491
2412,9,19,7.77314
2479,9,19,7.80063
2546,9,19,7.82739
2613,9,19,7.85327
2680,9,19,7.87851
2747,9,19,7.90318
2814,9,19,7.92729
2881,9,19,7.95077
2948,10,19,7.97375
3015,10,19,7.99632
3082,10,19,8.01845
3149,10,19,8.03994
3216,10,19,8.06097
3283,10,19,8.08146
3350,10,20,8.10149
3417,10,20,8.12126
3484,10,20,8.14071
3551,10,20,8.15958
3618,10,20,8.17823
3685,10,20,8.19655
3752,10,20,8.21458
3819,10,20,8.23212
3886,10,20,8.24957
3953,10,20,8.26665
4020,10,20,8.28342
4087,10,20,8.29985
4154,10,20,8.31612
4221,10,20,8.33205
4288,10,21,8.34783
4355,10,21,8.36334
4422,10,21,8.37857
4489,10,21,8.39364
4556,10,21,8.40863
4623,10,21,8.42321
4690,10,21,8.43754
4757,10,21,8.45164
4824,10,21,8.46565
4891,10,21,8.47943
4958,10,21,8.49305
5025,10,21,8.50655
5092,10,21,8.51973
5159,10,21,8.53279
5226,10,22,8.54569
5293,10,22,8.5585
5360,10,22,8.571
5427,10,22,8.58342
5494,10,22,8.59565
5561,10,22,8.60783
5628,10,22,8.61975
5695,10,22,8.63158
5762,10,22,8.64331
5829,10,23,8.65481
5896,10,23,8.66622
5963,10,23,8.67752
6030,11,23,8.68865
6097,11,23,8.69957
6164,11,23,8.71049
6231,11,23,8.7212
6298,11,23,8.73191
6365,11,23,8.74251
6432,11,23,8.75293
6499,11,23,8.76328
6566,11,23,8.77354
6633,11,23,8.78369
6700,11,23,8.79377
6767,11,23,8.80371
6834,11,23,8.81343
6901,11,23,8.82321
6968,11,23,8.83286
7035,11,23,8.84242
7102,11,23,8.8519
7169,11,23,8.86128
7236,11,23,8.87058
7303,11,24,8.87976
7370,11,24,8.88895
7437,11,24,8.89805
7504,11,24,8.90702
7571,11,24,8.91588
7638,11,24,8.92473
7705,11,24,8.93349
7772,11,24,8.94222
7839,11,24,8.95079
7906,11,24,8.95933
7973,11,24,8.96775
8040,11,24,8.97614
8107,11,24,8.98442
8174,11,24,8.99262
8241,11,24,9.00078
8308,11,24,9.00891
8375,11,24,9.01693
8442,11,24,9.02494
8509,11,24,9.03284
8576,11,24,9.04068
8643,11,24,9.04849
8710,11,24,9.05624
8777,11,24,9.06395
8844,11,24,9.07161
8911,11,24,9.07911
8978,11,24,9.08663
9045,11,24,9.09405
9112,11,24,9.10141
9179,11,24,9.1087
9246,11,24,9.11594
9313,11,24,9.1232
9380,11,24,9.13036
9447,11,24,9.13743
9514,11,24,9.1445
9581,11,24,9.15149
9648,11,24,9.15839
9715,11,24,9.16529
9782,11,24,9.17217
9849,11,24,9.17901
9916,11,24,9.18578
9983,11,24,9.19253
