step,max_distance,k_max,entropy
0,1,3,1.27535
67,4,17,3.60318
134,5,26,4.39518
201,5,27,4.52832
268,5,29,4.51958
335,6,32,4.80233
402,6,34,5.01785
469,6,34,4.92449
536,6,34,5.41176
603,6,34,5.38869
670,7,34,5.48877
737,7,34,5.65583
804,7,34,5.69278
871,8,37,5.91109
938,8,39,6.03489
1005,8,40,6.00269
1072,8,41,6.00955
1139,8,43,6.11394
1206,8,43,6.15461
1273,8,43,6.25265
1340,8,43,6.20283
1407,8,43,6.30705
1474,9,43,6.36727
1541,9,43,6.37416
1608,9,43,6.46331
1675,9,43,6.47765
1742,9,43,6.55549
1809,9,43,6.44976
1876,9,43,6.46218
1943,9,43,6.45247
2010,9,43,6.49928
2077,9,45,6.72983
2144,10,45,6.78879
2211,10,45,6.71405
2278,10,45,6.75113
2345,10,46,6.8955
2412,10,46,6.85488
2479,10,46,6.92167
