Source,Target,Energy,NumTriangles
0,1,9,1
0,2,3,14
0,3,6,5
0,4,4,19
0,6,4,17
0,7,6,1
0,9,8,1
0,10,7,2
0,11,10,1
0,12,3,26
0,13,12,1
0,14,6,4
0,15,7,1
0,16,8,2
0,17,7,1
0,18,0,624
0,19,6,2
0,20,4,4
0,21,7,2
0,22,8,2
0,23,10,1
0,24,9,1
0,25,10,1
0,26,15,1
0,27,4,1
0,28,11,1
0,29,7,1
0,31,7,2
0,32,6,1
0,33,5,2
0,34,4,2
0,37,7,1
0,38,7,1
0,39,6,1
0,40,8,1
0,41,4,2
0,42,6,3
0,44,14,1
0,45,4,1
0,46,8,1
0,47,9,1
0,48,8,1
0,49,8,1
0,50,9,1
0,51,11,1
0,52,10,1
0,53,9,1
0,54,5,1
0,55,8,1
0,56,8,1
0,57,5,1
0,58,4,1
0,59,5,5
0,60,9,1
0,61,4,3
0,62,2,6
0,63,9,1
0,64,4,2
0,65,9,1
0,66,12,1
0,67,7,1
0,68,7,1
0,69,9,2
0,70,5,5
0,71,5,2
0,72,2,7
0,73,8,1
0,74,7,1
0,75,6,1
0,76,11,1
0,77,4,2
0,78,6,1
0,79,7,1
0,80,12,1
0,81,9,1
0,82,1,15
0,83,10,1
0,85,12,1
0,86,5,1
0,87,10,1
0,88,8,1
0,89,6,1
0,90,7,1
0,91,6,1
0,92,4,3
0,93,4,1
0,94,6,1
0,95,9,1
0,97,9,1
0,98,8,2
0,99,8,1
0,100,11,1
0,101,14,1
0,102,10,1
0,103,6,1
0,104,9,1
0,105,9,1
0,106,5,1
0,107,8,1
0,108,6,1
0,109,10,1
0,110,10,1
0,111,2,3
0,113,16,1
0,114,6,1
0,115,5,1
0,116,11,1
0,117,8,1
0,118,3,2
0,119,4,3
0,120,4,3
0,121,7,1
0,122,11,1
0,123,4,4
0,124,8,1
0,125,10,1
0,126,4,2
0,127,4,2
0,128,6,1
0,130,9,1
0,131,2,3
0,132,5,3
0,133,3,3
0,134,4,1
0,135,8,1
0,136,9,1
0,137,1,17
0,138,9,1
0,139,10,1
0,140,8,1
0,141,3,4
0,142,5,3
0,143,6,1
0,144,14,1
0,145,4,1
0,146,6,1
0,147,7,2
0,149,9,1
0,150,3,2
0,151,5,1
0,152,11,1
0,153,7,1
0,154,9,1
0,155,4,1
0,156,6,3
0,157,7,1
0,158,7,1
0,159,9,1
0,160,4,1
0,161,6,1
0,163,6,3
0,165,11,1
0,166,6,1
0,167,12,1
0,168,5,1
0,169,10,1
0,170,10,1
0,172,11,1
0,173,7,1
0,174,3,1
0,175,10,1
0,176,7,1
0,177,5,2
0,178,4,1
0,179,5,1
0,180,9,2
0,181,8,1
0,182,5,1
0,183,7,1
0,184,1,5
0,186,8,1
0,187,3,2
0,188,9,1
0,189,9,1
0,190,3,2
0,192,5,1
0,193,6,2
0,194,7,1
0,195,5,1
0,196,6,2
0,197,9,1
0,199,5,3
0,200,5,1
0,201,8,1
0,202,9,1
0,203,7,1
0,204,5,2
0,205,10,1
0,206,6,1
0,207,6,2
0,208,6,1
0,209,5,2
0,210,6,1
0,211,8,1
0,212,6,1
0,214,9,1
0,215,13,1
0,216,10,1
0,217,2,2
0,218,7,2
0,219,5,2
0,220,9,2
0,221,6,1
0,222,11,1
0,223,8,1
0,224,9,1
0,225,5,1
0,226,2,2
0,227,8,1
0,228,6,1
0,229,10,1
0,230,5,1
0,231,8,1
0,232,6,2
0,233,9,1
0,234,4,2
0,235,7,1
0,236,6,2
0,237,5,1
0,238,8,1
0,240,10,1
0,241,7,1
0,242,6,1
0,243,9,1
0,244,11,1
0,245,3,2
0,246,4,2
0,247,8,1
0,248,4,2
0,249,5,1
0,250,3,1
0,252,2,3
0,253,6,1
0,254,9,1
0,255,7,1
0,256,4,1
0,259,4,1
0,260,9,1
0,261,8,1
0,262,7,1
0,263,5,1
0,264,9,1
0,265,7,1
0,266,11,1
0,267,10,1
0,268,7,1
0,269,6,1
0,270,4,1
0,271,4,1
0,272,6,1
0,273,8,1
0,274,6,1
0,276,7,1
0,277,7,1
0,278,9,1
0,279,9,1
0,280,8,1
0,281,5,2
0,283,12,1
0,284,5,1
0,286,8,1
0,287,3,1
0,289,4,1
0,290,7,1
0,291,5,1
0,292,5,1
0,293,10,1
0,294,6,1
0,296,8,2
0,297,9,1
0,298,7,1
0,299,9,1
0,300,3,1
0,301,10,1
0,302,7,1
0,303,6,1
0,304,9,1
0,305,5,1
0,306,6,1
0,307,12,1
0,308,7,1
0,309,13,1
0,310,10,2
0,311,6,2
0,312,13,1
0,313,10,1
0,314,3,4
0,315,12,1
0,316,11,1
0,317,5,1
0,319,11,1
0,320,8,1
0,321,11,1
0,322,5,1
0,323,6,1
0,324,6,1
0,325,5,2
0,326,5,2
0,327,8,1
0,329,3,1
0,330,8,1
0,332,3,2
0,333,6,1
0,334,5,1
0,335,8,1
0,336,9,1
0,337,9,1
0,338,2,1
0,339,8,1
0,340,7,1
0,341,7,1
0,343,7,1
0,344,6,1
0,345,9,1
0,346,5,2
0,347,8,1
0,348,8,1
0,349,12,1
0,351,9,1
0,352,9,1
0,353,10,1
0,354,8,1
0,355,4,1
0,356,10,1
0,358,7,1
0,359,7,1
0,360,10,1
0,361,7,1
0,362,5,1
0,363,11,1
0,365,10,1
0,366,5,1
0,367,3,1
0,368,11,1
0,369,6,1
0,370,7,2
0,371,7,1
0,372,7,1
0,373,10,1
0,374,11,1
0,375,8,1
0,376,9,1
0,377,11,1
0,378,9,1
0,379,6,1
0,380,2,5
0,383,12,1
0,385,7,1
0,386,4,1
0,387,12,1
0,388,7,1
0,389,8,1
0,390,9,1
0,391,6,1
0,392,4,1
0,393,3,1
0,394,7,1
0,396,2,1
0,397,8,1
0,398,4,2
0,399,7,1
0,400,9,1
0,401,9,1
0,402,11,1
0,403,5,1
0,404,6,1
0,405,10,1
0,406,11,1
0,407,10,1
0,408,9,1
0,409,11,1
0,410,4,2
0,411,9,1
0,412,7,1
0,413,7,2
0,414,6,1
0,415,6,1
0,416,9,1
0,417,10,1
0,418,5,1
0,419,8,1
0,420,4,1
0,421,12,1
0,422,3,4
0,423,5,1
0,424,6,1
0,425,6,2
0,426,4,1
0,427,7,1
0,428,6,2
0,429,6,1
0,431,6,1
0,433,3,1
0,434,4,1
0,436,9,1
0,437,8,1
0,438,5,1
0,439,10,1
0,440,6,1
0,441,4,1
0,442,9,1
0,443,6,1
0,444,4,1
0,445,4,1
0,446,9,1
0,448,6,1
0,449,6,1
0,450,4,1
0,451,6,1
0,453,5,2
0,454,7,1
0,455,7,1
0,456,3,1
0,458,5,2
0,459,13,1
0,460,12,1
0,461,8,1
0,462,5,1
0,463,9,2
0,464,9,1
0,465,5,1
0,466,6,1
0,467,9,1
0,468,10,1
0,469,10,1
0,470,9,1
0,471,14,1
0,472,10,1
0,473,3,2
0,474,4,1
0,475,7,1
0,476,5,1
0,477,4,1
0,478,3,2
0,479,9,1
0,480,8,1
0,481,9,2
0,483,4,1
0,484,7,1
0,485,6,1
0,486,3,4
0,487,7,1
0,488,3,2
0,489,7,1
0,490,9,1
0,491,11,1
0,492,4,2
0,493,5,1
0,494,2,2
0,496,7,2
0,497,8,1
0,498,6,1
0,500,7,1
0,501,6,1
0,502,6,1
0,503,6,1
0,504,5,1
0,505,3,1
0,506,6,2
0,507,8,1
0,508,7,1
0,509,6,1
0,510,10,1
0,511,4,1
0,512,1,4
0,513,5,1
0,514,7,1
0,515,5,1
0,516,5,1
